ID,model,make,type,year,condition,wheelDrive,doors,engine
2726,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2727,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2728,regal,buick,sedan,2011,new,fwd,4,2.4li4
2729,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2730,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2731,regal,buick,sedan,2011,new,fwd,4,2.4li4
2732,enclave,buick,suv,2011,new,awd,4,3.6lv6
2733,lucerne,buick,sedan,2008,used,fwd,4,3.8lv6
2734,regal,buick,sedan,2011,new,fwd,4,2.0li4
2735,regal,buick,sedan,2011,new,fwd,4,2.4li4
2736,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2737,lesabre,buick,sedan,2004,used,fwd,4,3.8lv6
2738,regal,buick,sedan,2003,used,fwd,4,3.8lv6
2739,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2740,enclave,buick,suv,2010,used,fwd,4,3.6lv6
2741,regal,buick,sedan,2011,new,fwd,4,2.4li4
2742,lucerne,buick,sedan,2010,used,fwd,4,3.9lv6
2743,enclave,buick,suv,2011,new,awd,4,3.6lv6
2744,regal,buick,sedan,2011,new,fwd,4,2.0li4
2745,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2746,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2747,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2748,lesabre,buick,sedan,2001,used,fwd,4,3.8lv6
2749,rendezvous*,buick,suv,2007,used,fwd,4,3.5lv6
2750,lacrosse,buick,sedan,2005,used,fwd,4,3.6lv6
2751,lacrosse,buick,sedan,2010,used,fwd,4,3.0lv6
2752,lesabre,buick,sedan,2003,used,fwd,4,3.8lv6
2753,rendezvous,buick,suv,2007,used,fwd,4,3.5lv6
2754,regal,buick,sedan,2011,new,fwd,4,2.4li4
2755,enclave,buick,suv,2011,new,awd,4,3.6lv6
2756,regal,buick,sedan,2011,new,fwd,4,2.4li4
2757,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2758,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2759,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2760,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2761,rendezvous,buick,suv,2007,used,fwd,4,3.5lv6
2762,lucerne,buick,sedan,2007,used,fwd,4,3.8lv6
2763,enclave,buick,suv,2011,new,awd,4,3.6lv6
2764,regal,buick,sedan,2011,new,fwd,4,2.4li4
2765,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2766,regal,buick,sedan,2011,new,fwd,5,2.0li4
2767,regal,buick,sedan,2011,new,fwd,4,2.0li4
2768,enclave,buick,suv,2011,new,awd,4,3.6lv6
2769,regal,buick,sedan,2011,new,fwd,4,2.4li4
2770,lucerne,buick,sedan,2007,used,fwd,4,3.8lv6
2771,lesabre,buick,sedan,1998,used,fwd,4,3.8lv6
2772,regal,buick,sedan,2011,new,fwd,4,2.0li4
2773,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2774,enclave,buick,suv,2008,used,fwd,4,3.6lv6
2775,lacrosse,buick,sedan,2010,new,awd,4,3.0lv6
2776,lacrosse,buick,sedan,2008,used,fwd,4,3.8lv6
2777,lucerne,buick,sedan,2006,used,fwd,4,3.8lv6
2778,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2779,lacrosse,buick,sedan,2010,new,fwd,4,2.4li4
2780,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2781,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2782,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2783,regal,buick,sedan,2011,new,fwd,4,2.4li4
2784,regal,buick,sedan,2011,new,fwd,4,2.4li4
2785,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2786,regal,buick,sedan,2011,new,fwd,4,2.0li4
2787,lacrosse,buick,sedan,2011,new,fwd,5,3.6lv6
2788,regal,buick,sedan,2011,new,fwd,4,2.0li4
2789,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2790,century,buick,sedan,1996,used,fwd,4,3.1lv6
2791,lacrosse,buick,sedan,2006,used,fwd,4,3.8lv6
2792,enclave,buick,suv,2010,used,fwd,4,3.6lv6
2793,lucerne,buick,sedan,2008,used,fwd,4,3.8lv6
2794,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2795,regal,buick,sedan,2011,new,fwd,4,2.0li4
2796,enclave,buick,suv,2011,new,awd,4,3.6lv6
2797,regal,buick,sedan,2011,new,fwd,4,2.4li4
2798,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2799,lacrosse,buick,sedan,2011,used,fwd,4,3.6lv6
2800,regal,buick,sedan,2011,new,fwd,4,2.4li4
2801,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2802,regal,buick,sedan,2011,new,fwd,4,2.4li4
2803,regal,buick,sedan,2011,new,fwd,4,2.4li4
2804,regal,buick,sedan,2011,new,fwd,4,2.4li4
2805,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2806,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2807,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2808,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2809,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2810,regal,buick,sedan,2011,new,fwd,4,2.4li4
2811,lacrosse,buick,sedan,2010,used,fwd,4,3.0lv6
2812,lacrosse,buick,sedan,2011,new,awd,4,3.6lv6
2813,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2814,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2815,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2816,lacrosse,buick,sedan,2006,used,fwd,4,3.8lv6
2817,regal*,buick,sedan,2011,new,fwd,4,2.0li4
2818,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2819,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2820,rendezvous,buick,suv,2004,used,fwd,4,3.4lv6
2821,lacrosse,buick,sedan,2011,new,fwd,2,3.6lv6
2822,regal,buick,sedan,2011,new,fwd,4,2.4li4
2823,lacrosse,buick,sedan,2011,new,fwd,2,3.6lv6
2824,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2825,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2826,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2827,enclave,buick,suv,2011,new,awd,4,3.6lv6
2828,lacrosse*,buick,sedan,2008,used,fwd,4,5.3lv8
2829,lucerne,buick,sedan,2010,new,fwd,4,3.9lv6
2830,lesabre,buick,sedan,1994,used,fwd,4,3.8lv6
2831,lacrosse,buick,sedan,2011,new,fwd,5,3.6lv6
2832,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2833,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2834,rendezvous,buick,suv,2003,used,fwd,4,3.4lv6
2835,enclave,buick,suv,2010,new,fwd,4,3.6lv6
2836,rendezvous,buick,suv,2007,used,fwd,4,3.5lv6
2837,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2838,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2839,regal,buick,sedan,2011,new,fwd,4,2.0li4
2840,lacrosse,buick,sedan,2010,new,awd,4,3.0lv6
2841,regal,buick,sedan,2011,new,fwd,4,2.0li4
2842,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2843,regal,buick,sedan,2011,new,fwd,4,2.0li4
2844,lacrosse,buick,sedan,2006,used,fwd,4,3.6lv6
2845,lacrosse,buick,sedan,2008,used,fwd,4,3.8lv6
2846,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2847,century,buick,sedan,1995,used,fwd,4,3.1lv6
2848,regal,buick,sedan,2011,new,fwd,4,2.4li4
2849,lacrosse,buick,sedan,2011,new,fwd,2,3.6lv6
2850,enclave,buick,suv,2008,used,fwd,4,3.6lv6
2851,lucerne,buick,sedan,2011,new,fwd,5,3.9lv6
2852,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2853,lacrosse,buick,sedan,2011,new,awd,4,3.6lv6
2854,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2855,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2856,enclave,buick,suv,2011,new,awd,4,3.6lv6
2857,enclave,buick,suv,2008,used,awd,4,3.6lv6
2858,enclave,buick,suv,2008,used,fwd,4,3.6lv6
2859,enclave,buick,suv,2011,new,awd,4,3.6lv6
2860,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2861,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2862,lucerne,buick,sedan,2009,used,fwd,4,3.9lv6
2863,lacrosse,buick,sedan,2006,used,fwd,4,3.8lv6
2864,enclave,buick,suv,2010,used,fwd,4,3.6lv6
2865,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2866,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2867,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2868,lacrosse,buick,sedan,2008,used,fwd,4,3.8lv6
2869,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2870,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2871,lacrosse,buick,sedan,2010,used,fwd,4,3.0lv6
2872,regal,buick,sedan,2011,new,fwd,4,2.4li4
2873,lucerne,buick,sedan,2010,new,fwd,4,3.9lv6
2874,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2875,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2876,lesabre,buick,sedan,2003,used,fwd,4,3.8lv6
2877,lesabre*,buick,sedan,2000,used,fwd,4,3.8lv6
2878,regal,buick,sedan,2011,new,fwd,4,2.0li4
2879,enclave*,buick,suv,2011,new,awd,2,3.6lv6
2880,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2881,lucerne,buick,sedan,2007,used,fwd,4,3.8lv6
2882,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2883,lucerne,buick,sedan,2010,used,fwd,4,3.9lv6
2884,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2885,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2886,regal,buick,sedan,2002,used,fwd,4,3.8lv6
2887,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2888,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2889,regal,buick,sedan,2011,new,fwd,4,2.4li4
2890,regal,buick,sedan,2011,new,fwd,4,2.0li4
2891,lesabre,buick,sedan,2004,used,fwd,4,3.8lv6
2892,enclave,buick,suv,2011,new,awd,4,3.6lv6
2893,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2894,lesabre,buick,sedan,2001,used,fwd,4,3.8lv6
2895,lacrosse,buick,sedan,2009,used,fwd,4,3.8lv6
2896,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2897,enclave,buick,suv,2011,new,awd,4,3.6lv6
2898,regal,buick,sedan,2011,new,fwd,4,2.4li4
2899,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2900,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2901,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2902,regal*,buick,sedan,2011,new,fwd,4,2.4li4
2903,enclave,buick,suv,2011,new,awd,4,3.6lv6
2904,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2905,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2906,lucerne,buick,sedan,2008,used,fwd,4,4.6lv8
2907,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2908,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2909,regal,buick,sedan,2011,new,fwd,4,2.4li4
2910,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2911,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2912,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2913,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2914,lacrosse,buick,sedan,2006,used,fwd,4,3.8lv6
2915,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2916,regal,buick,sedan,2011,new,fwd,4,2.0li4
2917,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2918,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2919,century,buick,sedan,2003,used,fwd,4,3.1lv6
2920,lesabre,buick,sedan,1994,used,fwd,4,3.8lv6
2921,lucerne,buick,sedan,2006,used,fwd,4,3.8lv6
2922,parkavenue,buick,sedan,1991,used,fwd,4,3.8lv6
2923,lucerne,buick,sedan,2008,used,fwd,4,3.8lv6
2924,century,buick,wagon,1991,used,fwd,4,3.3lv6
2925,lucerne,buick,sedan,2010,used,fwd,4,3.9lv6
2926,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2927,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2928,lucerne,buick,sedan,2007,used,fwd,4,3.8lv6
2929,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2930,terraza,buick,minivan,2005,used,fwd,4,3.5lv6
2931,century,buick,sedan,2003,used,fwd,4,3.1lv6
2932,lacrosse,buick,sedan,2010,used,fwd,4,3.0lv6
2933,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2934,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2935,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2936,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2937,regal,buick,sedan,2011,new,fwd,4,2.4li4
2938,lacrosse,buick,sedan,2010,new,awd,4,3.0lv6
2939,lacrosse,buick,sedan,2007,used,fwd,4,3.8lv6
2940,regal,buick,sedan,2011,new,fwd,4,2.0li4
2941,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2942,century,buick,sedan,2002,used,fwd,4,3.1lv6
2943,lesabre,buick,sedan,2003,used,fwd,4,3.8lv6
2944,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2945,lacrosse,buick,sedan,2010,new,awd,4,3.0lv6
2946,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2947,enclave,buick,suv,2008,used,fwd,4,3.6lv6
2949,lucerne,buick,sedan,2010,new,fwd,4,3.9lv6
2951,enclave,buick,suv,2011,new,awd,4,3.6lv6
2952,rendezvous,buick,suv,2007,used,fwd,4,3.5lv6
2953,lucerne,buick,sedan,2011,used,fwd,4,3.9lv6
2954,lesabre,buick,sedan,2005,used,fwd,4,3.8lv6
2955,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2957,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2958,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2959,lacrosse,buick,sedan,2007,used,fwd,4,3.6lv6
2960,lacrosse,buick,sedan,2011,new,awd,4,3.6lv6
2963,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2965,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2968,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2969,century,buick,sedan,2003,used,fwd,4,3.1lv6
2971,terraza,buick,minivan,2006,used,awd,4,3.5lv6
2972,lacrosse,buick,sedan,2008,used,fwd,4,3.8lv6
2973,enclave,buick,suv,2011,new,awd,4,3.6lv6
2974,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2975,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2976,century,buick,sedan,2001,used,fwd,4,3.1lv6
2977,enclave,buick,suv,2011,new,awd,4,3.6lv6
2978,enclave,buick,suv,2011,new,awd,4,3.6lv6
2980,lesabre,buick,sedan,1999,used,fwd,4,3.8lv6
2981,lucerne,buick,sedan,2010,new,fwd,4,3.9lv6
2982,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2983,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2984,enclave,buick,suv,2008,used,awd,4,3.6lv6
2986,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2987,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2990,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2991,lacrosse*,buick,sedan,2011,new,fwd,4,3.6lv6
2992,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
2994,enclave,buick,suv,2011,new,fwd,4,3.6lv6
2995,lacrosse,buick,sedan,2011,new,fwd,4,2.4li4
2997,parkavenue,buick,sedan,2002,used,fwd,4,3.8lv6
2998,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
2999,lacrosse,buick,sedan,2005,used,fwd,4,3.8lv6
3001,lacrosse,buick,sedan,2009,used,fwd,4,3.8lv6
3003,lacrosse,buick,sedan,2011,new,awd,4,3.6lv6
3004,century,buick,sedan,2002,used,fwd,4,3.1lv6
3005,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
3006,enclave,buick,suv,2011,new,awd,4,3.6lv6
3007,lucerne,buick,sedan,2007,used,fwd,4,3.8lv6
3008,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
3009,enclave*,buick,suv,2011,new,fwd,4,3.6lv6
3010,enclave,buick,suv,2011,new,awd,4,3.6lv6
3011,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
3012,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
3014,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
3015,lucerne,buick,sedan,2008,used,fwd,4,3.8lv6
3019,lacrosse,buick,sedan,2011,new,fwd,4,3.6lv6
3021,lacrosse,buick,sedan,2011,new,awd,4,3.6lv6
3028,lucerne,buick,sedan,2010,new,fwd,4,3.9lv6
3032,lucerne,buick,sedan,2010,used,fwd,4,3.9lv6
3036,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
3037,lucerne,buick,sedan,2011,new,fwd,4,3.9lv6
3058,century,buick,sedan,1995,used,fwd,4,3.1lv6
3067,century,buick,sedan,2005,used,fwd,4,3.1lv6
3182,parkavenue,buick,sedan,1991,used,fwd,4,3.8lv6
3231,parkavenue,buick,sedan,1996,used,fwd,4,3.8lv6
3523,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3524,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3525,sts,cadillac,sedan,2010,new,awd,4,3.6lv6
3526,deville,cadillac,sedan,2001,used,fwd,4,4.6lv8
3527,escalade,cadillac,suv,2004,used,awd,4,6.0lv8
3528,deville,cadillac,sedan,2000,used,fwd,4,4.6lv8
3529,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3530,cts,cadillac,coupe,2011,new,awd,2,3.6lv6
3531,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3532,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3533,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3534,srx,cadillac,suv,2010,new,awd,4,3.0lv6
3535,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3536,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3537,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3538,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3539,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3540,cts,cadillac,sedan,2009,used,rwd,4,3.6lv6
3541,srx*,cadillac,suv,2011,new,awd,4,3.0lv6
3542,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3543,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3544,escaladeext,cadillac,crewcabpickup,2011,new,awd,4,6.2lv8
3545,eldorado,cadillac,coupe,1997,used,fwd,2,4.6lv8
3546,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3547,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3548,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3549,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3550,escalade,cadillac,suv,2010,new,awd,4,6.2lv8
3551,deville,cadillac,sedan,2004,used,fwd,4,4.6lv8
3552,cts,cadillac,coupe,2011,new,rwd,2,6.2lv8
3553,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3554,deville,cadillac,sedan,2002,used,fwd,4,4.6lv8
3555,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3556,srx,cadillac,suv,2010,new,fwd,4,3.0lv6
3557,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3558,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3559,dts,cadillac,sedan,2010,new,fwd,4,4.6lv8
3560,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3561,cts,cadillac,sedan,2011,new,rwd,4,3.0lv6
3562,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3563,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3564,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3565,dts,cadillac,sedan,2007,used,fwd,4,4.6lv8
3566,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3567,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3568,deville,cadillac,sedan,2001,used,fwd,4,4.6lv8
3569,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3570,cts*,cadillac,sedan,2010,new,awd,4,3.0lv6
3571,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3572,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3573,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3574,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3575,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3576,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3577,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3578,cts,cadillac,coupe,2011,new,awd,2,3.6lv6
3579,cts,cadillac,coupe,2011,new,awd,2,3.6lv6
3580,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3581,dts,cadillac,sedan,2010,used,fwd,4,4.6lv8
3582,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3583,cts,cadillac,coupe,2011,new,awd,2,3.6lv6
3584,cts,cadillac,sedan,2011,new,awd,5,3.0lv6
3585,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3586,escaladeesv,cadillac,suv,2010,new,awd,4,6.2lv8
3587,dts,cadillac,sedan,2010,used,fwd,4,4.6lv8
3588,deville,cadillac,sedan,2002,used,fwd,4,4.6lv8
3589,deville,cadillac,sedan,1998,used,fwd,4,4.6lv8
3590,seville,cadillac,sedan,2002,used,fwd,4,4.6lv8
3591,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3592,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3593,cts,cadillac,sedan,2009,used,awd,4,3.6lv6
3594,escaladehybrid,cadillac,suv,2011,new,4x4,4,6.0lv8
3595,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3596,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3597,deville,cadillac,sedan,1995,used,fwd,4,4.6lv8
3598,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3599,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3600,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3601,deville,cadillac,sedan,1996,used,fwd,4,4.6lv8
3602,cts,cadillac,sedan,2011,new,rwd,4,3.6lv6
3603,escalade,cadillac,suv,2004,used,awd,4,6.0lv8
3604,cts,cadillac,coupe,2011,new,rwd,2,3.6lv6
3605,dts,cadillac,sedan,2010,new,fwd,4,4.6lv8
3606,cts,cadillac,coupe,2011,new,awd,2,3.6lv6
3607,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3608,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3609,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3610,dts,cadillac,sedan,2006,used,fwd,4,4.6lv8
3611,escaladeext,cadillac,crewcabpickup,2011,new,awd,4,6.2lv8
3612,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3613,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3614,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3615,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3616,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3617,cts,cadillac,coupe,2011,new,rwd,2,3.6lv6
3618,dts,cadillac,sedan,2010,used,fwd,4,4.6lv8
3619,dts,cadillac,sedan,2006,used,fwd,4,4.6lv8
3620,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3621,sts,cadillac,sedan,2008,used,awd,4,4.6lv8
3622,seville,cadillac,sedan,1995,used,fwd,4,4.6lv8
3623,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3624,srx*,cadillac,suv,2011,new,awd,4,3.0lv6
3625,cts,cadillac,sedan,2008,new,awd,4,3.6lv6
3626,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3627,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3628,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3629,cts,cadillac,sedan,2011,new,awd,4,3.6lv6
3630,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3632,escalade,cadillac,suv,2005,used,awd,4,6.0lv8
3633,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3634,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3635,deville,cadillac,sedan,2001,used,fwd,4,4.6lv8
3636,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3637,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3638,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3639,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3640,srx,cadillac,suv,2010,new,awd,4,3.0lv6
3641,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3642,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3643,escalade,cadillac,suv,2011,new,awd,4,6.2lv8
3644,cts,cadillac,sedan,2011,new,rwd,4,3.6lv6
3645,escalade,cadillac,suv,2007,used,awd,4,6.2lv8
3646,escaladeext,cadillac,crewcabpickup,2011,new,awd,4,6.2lv8
3647,escaladeext,cadillac,crewcabpickup,2008,used,awd,4,6.2lv8
3648,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3649,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3650,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3651,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
3652,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3653,cts,cadillac,sedan,2011,new,rwd,4,3.0lv6
3654,dts,cadillac,sedan,2008,used,fwd,4,4.6lv8
3655,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3656,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3657,cts,cadillac,coupe,2011,new,awd,2,3.6lv6
3658,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3659,dts,cadillac,sedan,2006,used,fwd,4,4.6lv8
3660,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3661,dts,cadillac,sedan,2010,used,fwd,4,4.6lv8
3662,dts,cadillac,sedan,2011,new,fwd,4,4.6lv8
3663,dts,cadillac,sedan,2011,new,fwd,5,4.6lv8
3664,srx,cadillac,suv,2011,new,awd,4,3.0lv6
3665,dts,cadillac,sedan,2007,used,fwd,4,4.6lv8
3666,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3667,escalade,cadillac,suv,2003,used,awd,4,6.0lv8
3668,cts,cadillac,sedan,2011,new,awd,4,3.0lv6
3669,cts,cadillac,sedan,2009,used,awd,4,3.6lv6
3670,escalade,cadillac,suv,2011,new,4x2,4,6.2lv8
3671,srx,cadillac,suv,2011,new,fwd,4,3.0lv6
3672,escaladeesv,cadillac,suv,2011,new,awd,4,6.2lv8
