ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
655,1689,Snowcat Coffee Stout,American Stout,12.0,0.059,nan,63,Crazy Mountain Brewing Company,Edwards,CO
656,1163,WinterWonderGrass Festival Ale,Hefeweizen,12.0,nan,nan,63,Crazy Mountain Brewing Company,Edwards,CO
657,940,Boohai Red Ale,American Amber / Red Ale,12.0,nan,nan,63,Crazy Mountain Brewing Company,Edwards,CO
658,685,Lava Lake Wit,Witbier,12.0,0.052,15.0,63,Crazy Mountain Brewing Company,Edwards,CO
659,2412,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0,0.06,nan,63,Crazy Mountain Brewing Company,Edwards,CO
660,356,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,0.052,25.0,63,Crazy Mountain Brewing Company,Edwards,CO
661,2029,Tropicalia,American Pale Ale (APA),12.0,0.065,65.0,247,Creature Comforts,Athens,GA
662,2028,Athena,Berliner Weissbier,12.0,0.045,nan,247,Creature Comforts,Athens,GA
663,2293,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.041,20.0,169,Crooked Fence Brewing Company,Garden City,ID
664,1105,3 Picket Porter,American Porter,12.0,0.055,nan,169,Crooked Fence Brewing Company,Garden City,ID
665,2454,Rusty Nail Pale Ale,American Double / Imperial IPA,12.0,0.056,nan,169,Crooked Fence Brewing Company,Garden City,ID
666,2145,Red Water Irish Style Red,American Pilsner,12.0,0.065,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
667,1804,Mjöllnir,Herbed / Spiced Beer,12.0,0.066,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
668,1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0,0.055,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
669,1301,Easy Livin' Summer Ale,American Blonde Ale,12.0,0.045,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
670,542,Canyon Cream Ale,Cream Ale,12.0,0.055,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
671,272,Pile O'Dirt Porter,American Porter,12.0,0.069,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
672,271,11th Hour IPA,Belgian Pale Ale,12.0,0.07,nan,212,Crow Peak Brewing Company,Brooklyn Center,SD
673,1057,South Ridge Amber Ale,American Amber / Red Ale,16.0,0.06,31.0,472,Crystal Springs Brewing Company,Boulder,MI
674,681,Perzik Saison,Kölsch,16.0,0.052,23.0,472,Crystal Springs Brewing Company,Boulder,MI
675,1789,Lost River Blonde Ale,American Blonde Ale,16.0,0.049,nan,315,Cutters Brewing Company,Avon,IN
676,1788,Monon Wheat,Witbier,12.0,0.054,nan,315,Cutters Brewing Company,Avon,IN
677,1787,Floyd's Folly,Scottish Ale,16.0,0.08,nan,315,Cutters Brewing Company,Avon,IN
678,1786,Half Court IPA,American IPA,12.0,0.063,nan,315,Cutters Brewing Company,Avon,IN
679,1763,He Said Belgian-Style Tripel,American Amber / Red Lager,12.0,0.045,nan,323,D.L. Geary Brewing Company,Portland,NM
680,1311,Geary's Summer Ale,Kölsch,12.0,0.06,nan,323,D.L. Geary Brewing Company,Portland,NM
681,2532,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,0.08,nan,227,DC Brau Brewing Company,Washington,DC
682,1809,The Tradition,Pumpkin Ale,12.0,0.05,15.0,227,DC Brau Brewing Company,Washington,DC
683,1263,El Hefe Speaks,Hefeweizen,12.0,0.053,11.0,227,DC Brau Brewing Company,Washington,DC
684,1092,Penn Quarter Porter,American Porter,12.0,0.055,nan,227,DC Brau Brewing Company,Washington,DC
685,851,On the Wings of Armageddon,American Double / Imperial IPA,12.0,0.061,115.0,227,DC Brau Brewing Company,Washington,DC
686,186,The Corruption,American IPA,12.0,0.065,80.0,227,Twisted Pine Brewing Company,Washington,DC
687,185,The Citizen,Belgian Pale Ale,12.0,0.07,nan,227,DC Brau Brewing Company,Washington,DC
688,184,The Public,American Pale Ale (APA),12.0,0.06,nan,155,DC Brau Brewing Company,Washington,DC
689,1224,Tule Duck Red Ale (Current),American IPA,16.0,0.065,nan,451,Dad & Dude's Breweria,Aurora,CO
690,877,Dank IPA (2012),American IPA,16.0,0.065,nan,451,Dad & Dude's Breweria,Aurora,CO
691,1623,Lift Off IPA,American IPA,16.0,0.072,nan,358,Half Acre Beer Company,Shelbyville,IN
692,110,BrewFarm Select Golden Lager,American Pale Lager,12.0,0.055,nan,554,Dave's Brewfarm,Wilson,WI
693,1735,Sprocket Blonde Ale (2006),American Blonde Ale,12.0,0.05,nan,333,David's Ale Works,Diamond Springs,OR
694,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0,0.05,nan,333,David's Ale Works,Diamond Springs,OR
695,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.063,37.0,1,Dead Armadillo Craft Brewing,Chicago,OK
696,2371,Neato Bandito,Euro Pale Lager,12.0,0.06,nan,127,Deep Ellum Brewing Company,Dallas,TX
697,2251,Oak Cliff Coffee Ale,American Brown Ale,12.0,0.075,33.0,127,Deep Ellum Brewing Company,Dallas,TX
698,2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.0,0.085,100.0,127,Deep Ellum Brewing Company,Dallas,TX
699,1827,Deep Ellum Pale Ale,American Pale Ale (APA),12.0,0.055,nan,127,Deep Ellum Brewing Company,Dallas,TX
700,1203,Double Brown Stout,Baltic Porter,12.0,0.07,nan,127,Deep Ellum Brewing Company,Dallas,TX
701,1202,Farmhouse Wit,Saison / Farmhouse Ale,16.0,0.048,25.0,127,Deep Ellum Brewing Company,Dallas,TX
702,1161,Rye Pils Session Lager,German Pilsener,12.0,0.046,nan,127,Deep Ellum Brewing Company,Dallas,TX
703,946,Dallas Blonde,American Blonde Ale,12.0,0.052,23.0,127,Deep Ellum Brewing Company,Dallas,TX
704,943,Deep Ellum IPA,American IPA,12.0,0.07,70.0,127,Deep Ellum Brewing Company,Dallas,TX
705,1886,Thrasher Session India Pale Ale,American IPA,12.0,0.045,44.0,283,Defiance Brewing Company,Hays,MD
706,965,Gutch English Style Mild Ale,English Pale Mild Ale,12.0,0.05,16.0,283,Defiance Brewing Company,Hays,MD
707,1857,Chuli Stout,Irish Dry Stout,12.0,0.059,55.0,453,Denali Brewing Company,Talkeetna,AK
708,1159,Mother Ale,American Blonde Ale,12.0,0.056,46.0,431,Denali Brewing Company,Talkeetna,AK
709,947,Twister Creek India Pale Ale,American IPA,12.0,0.07,71.0,453,Denali Brewing Company,Talkeetna,AK
710,929,Single Engine Red,Irish Red Ale,12.0,0.058,46.0,453,Tallgrass Brewing Company,Talkeetna,AK
711,1944,Incredible Pedal IPA,American IPA,12.0,0.07,nan,263,Denver Beer Company,Denver,CO
712,1943,Graham Cracker Porter,American Porter,12.0,0.05,nan,263,Denver Beer Company,Denver,CO
713,1210,Mirror Pond Pale Ale,Kölsch,12.0,0.05,40.0,454,Deschutes Brewery,Bend,OR
714,2550,Weissenheimer,Hefeweizen,12.0,0.052,16.0,57,Destihl Brewery,Bloomington,IL
715,2133,Abbey's Single (2015- ),Abbey Single Ale,16.0,0.049,22.0,57,Destihl Brewery,Bloomington,IL
716,2025,Vertex IPA,Witbier,12.0,0.063,76.0,57,Destihl Brewery,Bloomington,IL
717,2021,Here Gose Nothin',Gose,12.0,0.05,12.0,57,Destihl Brewery,Bloomington,IL
718,2015,Strawberry Blonde,American IPA,12.0,0.05,nan,57,Destihl Brewery,Bloomington,IL
719,1888,Hoperation Overload,American Double / Imperial IPA,12.0,0.096,85.0,57,Destihl Brewery,Bloomington,IL
720,1887,Abbey's Single Ale (Current),Abbey Single Ale,12.0,0.064,nan,57,Destihl Brewery,Bloomington,IL
721,1062,Bravo Four Point,American Pale Ale (APA),12.0,0.044,45.0,237,Devil's Backbone Brewing Company,Lexington,VA
722,1201,Falling Down Brown Ale,American Pale Ale (APA),12.0,0.047,26.0,237,Devil's Backbone Brewing Company,Lexington,VA
723,924,Deadicated Amber,American Amber / Red Ale,16.0,0.054,27.0,166,Devil's Canyon Brewery,Arvada,TX
724,731,Left of the Dial IPA,American Black Ale,16.0,nan,nan,491,Devil's Canyon Brewery,Belmont,ID
725,730,California Sunshine Rye IPA,American IPA,12.0,0.071,85.0,491,Red Hare Brewing Company,Belmont,CA
726,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0,0.074,12.0,491,Devil's Canyon Brewery,Belmont,CA
727,1773,12 Man Pale Ale,American Pale Ale (APA),12.0,0.045,nan,319,Dick's Brewing Company,Centralia,WA
728,1795,Ice Pick Ale,American IPA,16.0,0.065,72.0,311,Dirty Bucket Brewing Company,Woodinville,WA
729,944,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0,nan,nan,488,Dock Street Brewery,Philadelphia,PA
730,524,Dolores River Hefeweizen,Hefeweizen,16.0,nan,nan,531,Dolores River Brewery,Dolores,CO
731,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0,nan,nan,531,Dolores River Brewery,Dolores,CO
732,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0,nan,nan,531,Dolores River Brewery,Dolores,CO
733,448,Dolores River Pale Ale,American Pale Ale (APA),16.0,nan,nan,531,Dolores River Brewery,Dolores,CO
734,447,Dolores River Dry Stout,Irish Dry Stout,16.0,nan,nan,531,Dolores River Brewery,Dolores,CO
735,446,Dolores River Mild,English Dark Mild Ale,16.0,nan,nan,531,Dolores River Brewery,Dolores,CO
736,1246,Wild Onion Pumpkin Ale (2010),Cider,12.0,0.049,nan,446,Downeast Cider House,Leominster,MA
737,977,Java the Hop,Cider,12.0,0.051,nan,446,Downeast Cider House,Leominster,MA
738,881,Hop Abomination,American IPA,12.0,0.066,100.0,496,Dry Dock Brewing Company,Aurora,CA
739,1878,Apricot Blonde,Fruit / Vegetable Beer,12.0,0.055,17.0,496,Utah Brewers Cooperative,Aurora,CO
740,2631,Dry Dock Hefeweizen,Hefeweizen,12.0,0.043,70.0,496,Dry Dock Brewing Company,Aurora,CO
741,1385,Dry Dock Amber Ale,American Amber / Red Ale,12.0,0.058,49.0,308,Dry Dock Brewing Company,Aurora,CO
742,1685,Heinnieweisse Weissebier,American IPA,12.0,0.061,64.0,340,Due South Brewing Company,Boynton Beach,FL
743,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0,0.045,nan,538,Dundee Brewing Company,Rochester,NY
744,1590,Pumpkin Patch Ale,Witbier,16.0,0.05,nan,369,Eddyline Brewery & Restaurant,Buena Vista,CO
745,1382,Crank Yanker IPA,American IPA,16.0,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
746,1110,River Runners Pale Ale,American Pale Ale (APA),16.0,0.06,nan,369,Eddyline Brewery & Restaurant,Buena Vista,CO
747,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0,0.05,nan,369,Eddyline Brewery & Restaurant,Buena Vista,CO
748,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0,0.055,nan,369,Brewery Vivant,Buena Vista,CO
749,680,Boater Beer,American IPA,16.0,0.045,nan,139,Eddyline Brewery & Restaurant,Buena Vista,CO
750,395,Crank Yanker IPA (2011),American Porter,16.0,0.078,67.0,317,SanTan Brewing Company,Buena Vista,CO
751,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0,0.057,nan,1,Elevator Brewing Company,Columbus,OH
752,2231,Dottie Seattle Lager,American Amber / Red Lager,16.0,0.049,25.0,516,Emerald City Beer Company,Seattle,WA
753,1107,Nut Sack Imperial Brown Ale,American Amber / Red Ale,12.0,0.07,nan,465,Engine 15 Brewing,Aurora,FL
754,1039,Underachiever,American Adjunct Lager,16.0,0.099,nan,473,Mammoth Brewing Company,Tacoma,WA
755,2477,Suzy B Dirty Blonde Ale,Fruit / Vegetable Beer,12.0,0.052,nan,81,Epic Brewing,Denver,CO
756,2008,Element 29,American Pale Ale (APA),12.0,0.052,nan,81,Epic Brewing,Denver,CO
757,2004,Hop Syndrome,American Pale Lager,12.0,0.05,nan,81,Epic Brewing,Denver,CO
758,2003,Escape to Colorado,American IPA,16.0,0.062,nan,81,Epic Brewing,Denver,CO
759,2292,Little Sister India Style Session Ale,American IPA,12.0,0.043,nan,170,Everybody's Brewing,White Salmon,WA
760,1504,Country Boy IPA,American IPA,12.0,0.062,80.0,170,Everybody's Brewing,White Salmon,WA
761,2604,Blonde Czich,American Blonde Ale,16.0,0.049,23.0,26,Evil Czech Brewery,Mishawaka,IN
762,2432,White Reaper,Belgian IPA,16.0,0.07,61.0,26,Evil Czech Brewery,Mishawaka,IN
763,2431,Hop A Potamus Double Dark Rye Pale Ale,American Pale Wheat Ale,16.0,0.051,nan,26,Evil Czech Brewery,Mishawaka,IN
764,2092,Lucky Dog,American Pale Ale (APA),16.0,0.052,nan,26,Evil Czech Brewery,Mishawaka,IN
765,2429,Voodoo,American Porter,16.0,0.045,nan,26,Evil Czech Brewery,Mishawaka,IN
766,1967,General George Patton Pilsner,Czech Pilsener,16.0,0.054,48.0,26,Evil Czech Brewery,Mishawaka,IN
767,2283,Nomader Weiss,Berliner Weissbier,12.0,0.04,nan,173,Evil Twin Brewing,Brooklyn,NY
768,2248,Molotov Lite,American Double / Imperial IPA,16.0,0.05,nan,173,Evil Twin Brewing,Brooklyn,NY
769,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0,0.055,nan,173,Evil Twin Brewing,Brooklyn,NY
770,1286,Bikini Beer,American IPA,12.0,0.027,nan,173,Evil Twin Brewing,Brooklyn,NY
771,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0,0.055,nan,173,Evil Twin Brewing,Brooklyn,NY
772,1722,Iron Horse Pale Ale,American Pale Ale (APA),12.0,0.045,32.0,335,Fargo Brewing Company,Fargo,ND
773,1435,Stone's Throw IPA,Scottish Ale,12.0,0.045,19.0,335,Fargo Brewing Company,Fargo,ND
774,2632,Wood Chipper India Pale Ale,American IPA,12.0,0.067,70.0,335,Fargo Brewing Company,Fargo,ND
775,2089,Trail Head,American Pale Ale (APA),12.0,0.063,55.0,224,Fat Head's Brewery,Middleburg Heights,OH
776,2088,Hop Stalker Fresh Hop IPA,American IPA,16.0,0.07,80.0,224,Fat Head's Brewery,Middleburg Heights,OH
777,1363,Sudice American Stout,American Stout,16.0,0.07,58.0,405,Fate Brewing Company,Stevens Point,CO
778,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0,0.097,20.0,405,Fate Brewing Company,Stevens Point,CO
779,1453,Squatters Hop Rising Double IPA (2014),Roggenbier,16.0,0.05,20.0,405,Fate Brewing Company,Stevens Point,CO
780,1452,Laimas Kölsch Style Ale,Kölsch,16.0,0.05,20.0,405,Fate Brewing Company,Stevens Point,CO
781,2100,Moirai India Pale Ale,Oatmeal Stout,12.0,0.07,70.0,405,Fate Brewing Company,Stevens Point,CO
782,2191,Loki Red Ale,American Amber / Red Ale,16.0,0.075,53.0,201,Fearless Brewing Company,Estacada,OR
783,1731,Peaches & Cream,Fruit / Vegetable Beer,16.0,0.046,nan,201,Fearless Brewing Company,Estacada,OR
784,1022,Quaff India Style Session Ale,American IPA,16.0,0.051,nan,201,Fearless Brewing Company,Estacada,OR
785,895,Loki Red Ale (2013),American Amber / Red Ale,12.0,0.075,53.0,201,Fearless Brewing Company,Estacada,OR
786,682,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0,0.062,nan,201,Fearless Brewing Company,Estacada,OR
787,112,Fearless Scottish Ale,Scottish Ale,16.0,0.05,nan,201,Fearless Brewing Company,Estacada,OR
788,2289,Mastermind,American Double / Imperial IPA,12.0,0.075,nan,172,Fiddlehead Brewing Company,Shelburne,VT
789,2027,Hyzer Flip,American Double / Imperial IPA,16.0,0.082,nan,172,Fiddlehead Brewing Company,Shelburne,VT
790,1929,Second Fiddle,American Double / Imperial IPA,16.0,0.082,80.0,172,Fiddlehead Brewing Company,Shelburne,VT
791,1858,Hodad Porter,American Porter,16.0,0.055,30.0,172,Fiddlehead Brewing Company,Shelburne,VT
792,2591,Weiss Weiss Baby,Kristalweizen,12.0,0.045,nan,36,Figueroa Mountain Brewing Company,Buellton,CA
793,2590,Czech Yo Self,Czech Pilsener,12.0,0.055,45.0,36,SanTan Brewing Company,Buellton,CA
794,1968,FMB 101,Kölsch,12.0,0.048,20.0,336,Figueroa Mountain Brewing Company,Buellton,CA
795,1981,Hardcore Chimera,American Double / Imperial IPA,16.0,0.09,nan,256,Finch's Beer Company,Chicago,IL
796,2580,Sobek & Set,American Black Ale,16.0,0.08,58.0,256,Finch's Beer Company,Chicago,IL
797,1663,Nuclear Winter,Belgian Strong Dark Ale,16.0,0.086,nan,256,Finch's Beer Company,Chicago,IL
798,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0,0.05,22.0,256,Finch's Beer Company,Chicago,IL
799,941,Secret Stache Stout,American Pale Ale (APA),16.0,0.053,nan,256,Finch's Beer Company,Chicago,IL
800,935,Fascist Pig Ale,American Amber / Red Ale,16.0,0.08,72.0,256,Finch's Beer Company,Chicago,IL
801,809,Cut Throat Pale Ale,American Pale Ale (APA),16.0,0.055,nan,256,Finch's Beer Company,Chicago,IL
802,481,Threadless IPA,American IPA,16.0,0.053,nan,256,Finch's Beer Company,Chicago,IL
803,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0,0.055,nan,256,Finch's Beer Company,Chicago,IL
804,350,Golden Wing Blonde Ale,American Porter,12.0,0.047,nan,256,Finch's Beer Company,Chicago,IL
805,2569,Easy Jack,American IPA,12.0,0.045,47.0,48,Firestone Walker Brewing Company,Paso Robles,CA
806,2463,Union Jack,American IPA,12.0,0.075,75.0,48,Firestone Walker Brewing Company,Paso Robles,CA
807,2462,Pivo Pils,German Pilsener,12.0,0.053,nan,48,Firestone Walker Brewing Company,Paso Robles,CA
808,1957,805 Blonde Ale,American Blonde Ale,12.0,0.047,nan,48,Firestone Walker Brewing Company,Paso Robles,CA
809,1733,805,American Blonde Ale,12.0,0.048,20.0,48,Firestone Walker Brewing Company,Paso Robles,CA
810,2624,Deflator,Doppelbock,16.0,0.065,nan,16,Flat 12 Bierwerks,Indianapolis,IN
811,1832,The Lawn Ranger,American Blonde Ale,16.0,0.05,70.0,16,Flat 12 Bierwerks,Indianapolis,IN
812,1610,Half Cycle IPA,American IPA,12.0,0.06,104.0,16,Flat 12 Bierwerks,Indianapolis,IN
813,520,Chin Music Amber Lager,American IPA,12.0,nan,nan,532,Flat Rock Brewing Company,Smithton,PA
814,2554,Moped Traveler,American Pale Ale (APA),16.0,0.055,nan,54,Flesk Brewing Company,Lombard,IL
815,608,Snake Dog IPA,American IPA,16.0,0.071,60.0,521,Flying Dog Brewery,Kirkwood,MD
816,607,Underdog Atlantic Lager,American Pale Lager,12.0,0.047,28.0,521,Flying Dog Brewery,Kirkwood,MD
817,2567,Flying Mouse 8,American Porter,12.0,0.04,nan,50,Flying Mouse Brewery,Troutville,VA
818,2566,Ginger Peach Saison,American IPA,12.0,0.07,70.0,50,Flying Mouse Brewery,Troutville,VA
819,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.078,nan,279,Foolproof Brewing Company,Pawtucket,RI
820,983,Backyahd IPA,American IPA,12.0,0.06,nan,279,Foolproof Brewing Company,Pawtucket,RI
821,982,Raincloud Robust Porter,American Porter,12.0,0.065,nan,279,Foolproof Brewing Company,Pawtucket,RI
822,981,Barstool American Golden Ale,American Blonde Ale,12.0,0.045,nan,279,Foolproof Brewing Company,Pawtucket,RI
823,2111,What the Butler Saw,Witbier,12.0,0.05,18.0,217,Forgotten Boardwalk,Cherry Hill,NJ
824,2110,1916 Shore Shiver,American IPA,12.0,0.069,65.0,217,Forgotten Boardwalk,Cherry Hill,NJ
825,2172,Quick WIT,Belgian Pale Ale,12.0,0.052,nan,206,Fort George Brewery,Astoria,OR
826,2153,Descender IPA,American IPA,12.0,0.062,nan,206,Fort George Brewery,Astoria,OR
827,1911,Suicide Squeeze IPA,American IPA,16.0,0.045,nan,206,Fort George Brewery,Astoria,OR
828,1803,Java the Hop,American IPA,16.0,0.065,nan,206,Fort George Brewery,Astoria,OR
829,1566,Next Adventure Black IPA,American Black Ale,16.0,0.062,nan,206,Fort George Brewery,Astoria,OR
830,1515,3-Way IPA (2013),American IPA,16.0,0.077,nan,206,Fort George Brewery,Astoria,OR
831,1214,Tender Loving Empire NWPA,American Pale Ale (APA),16.0,0.058,nan,206,Fort George Brewery,Astoria,OR
832,674,Point Special,Witbier,16.0,0.052,nan,206,Fort George Brewery,Astoria,OR
833,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0,0.055,nan,206,Fort George Brewery,Astoria,OR
834,552,Cavatica Stout,American Double / Imperial Stout,16.0,0.045,nan,206,Fort George Brewery,Astoria,OR
835,319,1811 Lager,American Amber / Red Lager,16.0,0.051,nan,206,Fort George Brewery,Astoria,OR
836,318,Vortex IPA,American IPA,16.0,0.074,97.0,206,Fort George Brewery,Astoria,OR
837,2322,Fort Pitt Ale,American Amber / Red Ale,12.0,nan,nan,151,Fort Pitt Brewing Company,Latrobe,PA
838,2661,Park,American Pale Wheat Ale,12.0,0.047,19.0,80,Renegade Brewing Company,San Francisco,CA
839,2660,Westfalia,American Amber / Red Ale,12.0,0.056,16.0,4,Fort Point Beer Company,San Francisco,CA
840,2659,KSA,Kölsch,12.0,0.046,17.0,49,Fort Point Beer Company,San Francisco,CA
841,1193,Villager,American IPA,12.0,0.063,42.0,4,Fort Point Beer Company,San Francisco,CA
842,2625,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,0.085,nan,15,Founders Brewing Company,Grand Rapids,MI
843,1565,Centennial IPA,American IPA,12.0,0.072,65.0,15,Founders Brewing Company,Grand Rapids,MI
844,1223,Great Crescent Stout,American IPA,12.0,0.047,42.0,15,Founders Brewing Company,Grand Rapids,MI
845,1874,El Chingon IPA,American IPA,12.0,0.076,73.0,287,Four Corners Brewing Company,Dallas,TX
846,1873,Block Party Robust Porter,American Porter,12.0,0.057,40.0,287,Four Corners Brewing Company,Dallas,TX
847,1872,Local Buzz,American Blonde Ale,12.0,0.052,20.0,287,Four Corners Brewing Company,Dallas,TX
848,2613,Venture Pils,Oatmeal Stout,16.0,0.056,nan,22,Red Shedman Farm Brewery and Hop...,Valparaiso,IN
849,316,Father's Beer,American IPA,16.0,0.05,nan,22,Four Fathers Brewing,Valparaiso,IN
850,2611,The 26th,Witbier,16.0,0.06,nan,6,Four Fathers Brewing,Denver,CO
851,2610,The Gadget,American IPA,16.0,0.064,90.0,22,Four Fathers Brewing,Valparaiso,IN
852,1657,Leprechaun Lager,American Pale Lager,12.0,0.04,nan,348,Four Horsemen Brewing Company,South Bend,IN
853,2309,Sunbru Kölsch,Kölsch,12.0,0.052,17.0,160,Four Peaks Brewing Company,Tempe,AZ
854,1635,Kilt Lifter Scottish-Style Ale,nan,12.0,0.06,21.0,160,Four Peaks Brewing Company,Tempe,AZ
855,2488,Pumpkin Porter,American Porter,12.0,0.051,nan,160,Four Peaks Brewing Company,Tempe,AZ
856,1585,Four Peaks Peach Ale,American Pale Ale (APA),12.0,0.042,9.0,160,Four Peaks Brewing Company,Tempe,AZ
857,358,Hop Knot IPA,American IPA,12.0,0.067,47.0,160,Four Peaks Brewing Company,Tempe,AZ
858,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0,0.06,21.0,160,Four Peaks Brewing Company,Tempe,AZ
859,178,Sunbru Kölsch,Kölsch,12.0,0.052,nan,160,Four Peaks Brewing Company,Tempe,AZ
860,2428,Four String Vanilla Porter,American Porter,16.0,0.052,nan,105,Four String Brewing Company,Columbus,OH
861,2427,Suncaster Summer Wheat,American Pale Wheat Ale,12.0,0.05,28.0,105,Four String Brewing Company,Columbus,OH
862,2425,Brass Knuckle Pale Ale,American Blonde Ale,12.0,0.057,36.0,105,Four String Brewing Company,Columbus,OH
863,2424,Big Star White IPA,American White IPA,12.0,0.07,70.0,105,Four String Brewing Company,Columbus,OH
864,1998,Old Detroit,American Amber / Red Ale,12.0,0.056,nan,253,Frankenmuth Brewery,Frankenmuth,MI
865,1556,Batch 69 IPA,American IPA,12.0,0.069,69.0,253,Frankenmuth Brewery,Frankenmuth,MI
866,1208,Twisted Helles Summer Lager,Munich Helles Lager,12.0,0.055,18.0,253,Frankenmuth Brewery,Frankenmuth,MI
867,2010,OktoberFiesta,nan,12.0,0.053,27.0,66,Freetail Brewing Company,San Antonio,TX
868,2526,Texicali,American Brown Ale,12.0,0.065,33.0,66,Milwaukee Brewing Company,San Antonio,TX
869,2525,Pinata Protest,Witbier,12.0,0.06,nan,66,Freetail Brewing Company,San Antonio,TX
870,2524,Bat Outta Helles,Munich Helles Lager,12.0,0.042,20.0,66,Freetail Brewing Company,San Antonio,TX
871,2523,Original,American Amber / Red Ale,12.0,0.068,nan,66,Freetail Brewing Company,San Antonio,TX
872,2522,Rye Wit,Witbier,12.0,0.042,10.0,184,Oasis Texas Brewing Company,Austin,TX
873,744,Soul Doubt,American IPA,12.0,0.059,70.0,66,Freetail Brewing Company,San Antonio,TX
874,2520,Yo Soy Un Berliner,Berliner Weissbier,12.0,0.044,5.0,66,Manayunk Brewing Company,San Antonio,TX
875,1174,77 Fremont Select Spring Session IPA,American IPA,16.0,0.04,nan,460,Fremont Brewing Company,Seattle,WA
876,1116,Fremont Organic Pale Ale,American Pale Ale (APA),12.0,0.045,nan,460,Fremont Brewing Company,Seattle,WA
877,994,Abominable Ale,English Strong Ale,12.0,0.08,nan,460,Fremont Brewing Company,Seattle,WA
878,901,Harvest Ale,Saison / Farmhouse Ale,12.0,0.065,35.0,460,Fremont Brewing Company,Seattle,WA
879,875,Fremont Summer Ale,American Pale Ale (APA),12.0,0.065,45.0,460,Fremont Brewing Company,Seattle,WA
880,474,Universale Pale Ale,American Pale Ale (APA),12.0,0.056,nan,460,Fremont Brewing Company,Seattle,WA
881,857,Monkey Chased the Weasel,American IPA,12.0,0.065,80.0,460,Fremont Brewing Company,Seattle,WA
882,1300,Gateway Kolsch Style Ale,Kölsch,12.0,0.055,32.0,433,French Broad Brewery,Asheville,NC
883,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0,0.07,24.0,433,French Broad Brewery,Asheville,NC
884,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0,0.052,42.0,433,French Broad Brewery,Asheville,NC
885,2254,Sculpin IPA,American IPA,12.0,0.07,73.0,180,Frog Level Brewing Company,Waynesville,NC
886,1658,Cack-A-Lacky,American Pale Ale (APA),12.0,0.05,nan,347,Sun King Brewing Company,Paso Robles,NC
887,2077,No Wake IPA,American IPA,12.0,0.072,50.0,228,Geneva Lake Brewing Company,Lake Geneva,WI
888,2076,Boathouse Blonde,American Blonde Ale,12.0,0.049,15.0,228,Geneva Lake Brewing Company,Lake Geneva,WI
889,2075,Cedar Point,American Amber / Red Ale,12.0,0.05,26.0,228,Geneva Lake Brewing Company,Lake Geneva,WI
890,2426,Clean Shave IPA,American IPA,12.0,0.067,70.0,106,Glabrous Brewing Company,Tampa,WA
891,2045,Might As Well IPL,American Pale Lager,16.0,0.07,75.0,240,Golden Road Brewing,Los Angeles,CA
892,1960,Saison Pamplemousse,Saison / Farmhouse Ale,12.0,0.058,nan,214,Golden Road Brewing,Los Angeles,CA
893,1777,2020 IPA,American IPA,16.0,0.069,74.0,240,Golden Road Brewing,Los Angeles,CA
894,1698,Wolf Among Weeds IPA,American IPA,12.0,0.08,70.0,240,Golden Road Brewing,Los Angeles,CA
895,1641,Better Weather IPA,American IPA,16.0,0.094,nan,240,Golden Road Brewing,Los Angeles,CA
