ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,LL,,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,wftt  Qgv,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,0 patients,AL_AMI-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,,AL,36116,,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,SCIP-INF-3,Heart Attack Patients Given Aspirin at Discharge,,0 patients,SK__AAO
,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,4466222211,,,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,0 patients,
10015,LGEDY  AALLAAMMSMMDDDFLLRNNEE,33700 HIGHWAY 43,FLORENCE,AL,36784,CLARKE,3346366221,,,YYw,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,67 patients,
10015,DALE MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,35233,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-5,,,0 patients,AL_AMI-5
10043,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,XAARRKKR,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
10015,,33700 HIGHWAY 43,,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
10015,,2451 FILLINGIM STREET,THOMASVILLE,AL,33555555,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,110000%%,79 patients,AL_HF-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,1100%%,91 patients,AL_AMI-5
10015,,33700 HIGHWAY 43,,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),88%,25 patients,AL_HF-3
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,,337788,CLARKE,3342938000,Acute Care Hospitals,,Yes,Heart Failure,SCIP-INF-1,Heart Failure Patients Given Smoking Cessation Advice/Counseling,88%,17 patients,AL_HF-4
10036,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,,36784,,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,92%,25 patients,AL_HF-4
10010,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CRENSHAW,3344336666222211,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,9966%%,,AAK__PPM
10015,CULLMAN REGIONAL MEDICAL CENTER,,,AL,36617,CLARKE,3346366221,,lcrrmnrnny  --  eefraa,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,6 patients,AL_PN-4
10015,,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,24 patients,SO__O--55
10019,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,,Pneumonia,PN-6,,100%,qtttt,AL_PN-6
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,44,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PPNN--77,eeuummoobaaPPgiiwttssSasseessssdqxvvrIInnlluueeqforooo,92%,24 patients,AL_PN-7
10055,,33700 HIGHWAY 43,THOMASVILLE,AL,,CLARKE,,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,,AL_SCIP-CARD-2
10015,SOUTHWEST ALABAMA MEDICAL CENTER,2105 EAST SOUTH BOULEVARD,ALABASTER,AL,,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,,Surgical Infection Prevention,SSKO--FF,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,,AL_SCIP-INF-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,,,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,,__SSVO--MD--22
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,ZVIIPPIIMD,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,ppriiwnnss,AL_SCIP-INF-3
,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,HHPMMAAGOKD,AL,36330,CLARKE,3346366221,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,AL_SCIP-INF-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,RGMMAAAIIKO,AL,36784,,,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),1100,15 patients,AL_HF-3
10015,FLOWERS HOSPITAL,1007 GOODYEAR AVENUE,,O,36784,LLRREE,3346366221,Acute Care Hospitals,Government - Federal,Yes,SSuutfoaall  nnffgiiljPPrbeebttoob,SSOPP--GD--11,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,90%,1100  aattrbra,AL_SCIP-VTE-1
10040,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,,Surgical Infection Prevention,,oaagktt  hh  ooy  rreeqgmmnn  ttttwtkggg  iimmeeeuyiinn22  hhpifssbbwoo  sgee  tteeorrwyrrfyy))yl  llooteenn  vkooooe  ccoossaagttee  tttiijyyrzlrzheh,90%,2 patients,QLLCCPP--GEE--22
10029,,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,,Heart Attack Patients Given Aspirin at Arrival,99%,117799ppttoeebgd,AL_AMI-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,97%,208 patients,AL_AMI-2
10029,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,,AL,35007,CALHOUN,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,,KAAMM--
10044,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,,2056208100,Acute Care Hospitals,,Yes,Heart Attack,AMI-4,HHwqtt  gqcckkOaatteennttss  FkvveeZmmlkkkdwasruoojsk//Voojawnn,100%,98 patients,AL_AMI-4
10016,,0000FFIIFSSREEEEIYB,ALABASTER,AL,,SHELBY,2056208100,Acute Care Hospitals,llluuyaarrlmrrirutt  --  yj,Yes,Pneumonia,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,97%,169 patients,AL_SCIP-INF-2
10016,SHELBY BAPTIST MEDICAL CENTER,400 N EDWARDS STREET,,AL,35007,SHELBY,556655445500,xyttee  VrrrGooaiiss,Voluntary non-profit - Church,Yes,HHdaatttQttcc,AMI-7A,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,0 patients,AL_AMI-7A
10055,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,,,Voluntary non-profit - Church,Yes,Heart Attack,,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,83%,36 patients,AL_AMI-8A
10016,SHELBY BAPTIST MEDICAL CENTER,110000  CIIFSSTT  DRRREEEEOOETT,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,--,Heart Failure Patients Given Discharge Instructions,86%,210 patients,AL_HF-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,,AL_HF-2
110066,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,HHFF33,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),97%,71 patients,AL_HF-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,33000077,HHEEK,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,,,HF-4,,90%,48 patients,
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Bplluunnrseu  nnb--oooffiir  --Vhhirrxj,Yes,Pneumonia,SCIP-INF-4,,97%,235 patients,AL_PN-2
10016,,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,110 patients,AL_PN-3B
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,,55,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,,,100%,131 patients,AL_PN-4
10016,SHELBY BAPTIST MEDICAL CENTER,1010 LAY DAM ROAD,ALABASTER,AL,,,0055662288,Acute Care Hospitals,VViuuttttnnlnn--pprrffktt--Xycc,Yes,Pneumonia,PN-2,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,239 patients,AL_PN-5C
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,3355000077,SHELBY,,SxuuwCCsf  HHzokrll,Voluntary non-profit - Church,Yes,nnwymmoomii,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),93%,116 patients,AL_PN-6
,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,,35007,SHELBY,2056208100,Acute Care Hospitals,Cuuttaathnninn--oooy  jitcc,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92%,199 patients,
004477,GEORGIANA HOSPITAL,1000 FIRST STREET NORTH,ALABASTER,AL,35007,DALE,2056208100,Acute Care Hospitals,,Yes,Surgical Infection Prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,89%,96 patients,AL_SCIP-CARD-2
10016,SHELBY BAPTIST MEDICAL CENTER,,,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,
10016,,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,,Voluntary non-profit - Church,Yes,eq  Uwyb  PPeernnttlb,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,90%,370 patients,AL_SCIP-INF-2
10016,SHELBY BAPTIST MEDICAL CENTER,209 NORTH MAIN STREET,ALABASTER,AL,35007,SHELBY,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,HF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),99,331 patients,AL_SCIP-INF-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2200880000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,%%,116 patients,AL_SCIP-INF-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35957,HHV,22005566220088,Acute Care Hospitals,,d,Surgical Infection Prevention,J,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),110000,,AL_AMI-7A
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,,35007,CHEROKEE,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,226 patients,AL_HF-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,,SHELBY,2056208100,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,225 patients,AL_SCIP-VTE-2
10018,,1720 UNIVERSITY BLVD,SHEFFIELD,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,,AL_AMI-1
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,,,AL_AMI-2
10018,CALLAHAN EYE FOUNDATION HOSPITAL,UUBBEESSUTT  BBOVVDD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_AMI-3
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,,
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,,AL_AMI-5
,CALLAHAN EYE FOUNDATION HOSPITAL,,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,,Yes,Heart Attack,,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,,AAKK77S
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,,AL_AMI-8A
10018,CALLAHAN EYE FOUNDATION HOSPITAL,2000 PEPPERELL PARKWAY,IIRRMMTBQ,,3355,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,,,AL_HF-1
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Gwaag  okirrOsgiittssubdaajvvoirknniLLwcy  VVdnntteiiccuulls  Zhoollv  KWCuunnvttkinn,,,AL_PN-7
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_HF-3
10033,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,,,,AL_HF-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,22  NNEEED,BIRMINGHAM,AL,35968,GFFRRB,2059216200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,,AL_PN-2
1100001188,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,,Acute Care Hospitals,,Yes,,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,,,AL_PN-3B
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,BIRMINGHAM,AL,,JEFFERSON,2053258100,,VVilluunnttaattmlnnofciitt--  PPiibqw,ss,Pneumonia,,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,,AL_PN-4
10018,,1720 UNIVERSITY BLVD,BIRMINGHAM,AAO,35233,,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,,,AL_PN-5C
11,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,IIRRNIIAA,AL,35233,JEFFERSON,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,,,,,AL_PN-6
10018,,1720 UNIVERSITY BLVD,BIRMINGHAM,,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,,,AL_PN-7
,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AALL,36201,CALHOUN,2562358900,Acute Care Hospitals,,Yes,Heart Attack,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,,99aaunnz,AALLVX22
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,,Vhhiikddew&&221177;;Qssnaa  aa,SCIP-CARD-2,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,33%,9 patients,AL_CAC-3
10038,STRINGFELLOW MEMORIAL HOSPITAL,112255  KKTTYY  RRREETTOOUU,,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,,,81 patients,AL_PN-5C
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AALL,36201,CALHOUN,552255889900,Sxitt  CCBoopputtaaoz,Proprietary,Yes,Heart Attack,AMI-2,,66,509 patients,AL_AMI-2
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,QMNNIIDYIJ,AL,36201,,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),93%,14 patients,AL_AMI-3
10038,STRINGFELLOW MEMORIAL HOSPITAL,00  RS  1188TTY,BAAKIIYL,AL,36201,CALHOUN,2562358900,,Proprietary,,Heart Attack,SCIP-INF-6,Heart Attack Patients Given Smoking Cessation Advice/Counseling,54%,29 patients,AL_AMI-4
10038,STRINGFELLOW MEMORIAL HOSPITAL,,JNNIISSINN,AL,36201,CALHOUN,,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,6677oeey,AL_AMI-5
10019,,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0%,32 patients,AL_AMI-7A
10049,STRINGFELLOW MEMORIAL HOSPITAL,1530 U S HIGHWAY 43,BOAZ,AL,36201,AALLYY,2562358900,Acute Care Hospitals,,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,15 patients,AALLAAKIIQ
10043,STRINGFELLOW MEMORIAL HOSPITAL,,CENTRE,AL,,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,87%,142 patients,AL_AMI-2
11003388,STRINGFELLOW MEMORIAL HOSPITAL,3300DATT1188YY,GEORGIANA,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HH22,rqrr  Giillw  PPttnnga  GGiirnn  Wgsuuqttiipg  Oeec  nnreccuuq  SSudttookSS))Guumcctt,,455 patients,AL_HF-2
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,vyrr  VeeJoossppiigaaz,Proprietary,Yes,,GD,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_HF-3
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,,36201,CALHOUN,2562358900,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,HF-4,eeqg  DaauPPynnrss  GGucee  Ammiub  FssbQddxee//nnssllnn,100%,41 patients,FF--44
10038,RRRIIFFFEEKQNEEOORRLLYLPPIIGLL,,ANNISTON,AL,36067,COFFEE,,Acute Care Hospitals,Proprietary,Yes,Omjijiiaa,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,110 patients,AL_PN-2
10038,SHELBY BAPTIST MEDICAL CENTER,301 EAST 18TH ST,VALLEY,AL,3300,CALHOUN,2562358900,Acute Care Hospitals,Otooppteer,Yes,Pneumonia,,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,102 patients,AL_PN-3B
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,,Yes,PPkijii,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,83 patients,AL_PN-4
10038,STRINGFELLOW MEMORIAL HOSPITAL,,SJODGIB,AL,35045,CALHOUN,33776622,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,,97%,145 patients,AL_PN-5C
,STRINGFELLOW MEMORIAL HOSPITAL,209 NORTH MAIN STREET,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Zyrrkxlljccykoob  Oeeednnttiinn,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),92%,99 patients,AL_PN-6
10038,STRINGFELLOW MEMORIAL HOSPITAL,,ANNISTON,AA,,CALHOUN,2562358900,xuurraoiittw,,Yes,Pneumonia,OJ77,,91%,87 patients,
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,TALLADEGA,2562358900,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-CARD-2,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,23 patients,AL_SCIP-CARD-2
10055,NORTHWEST MEDICAL CENTER,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,342 patients,AL_SCIP-CARD-2
10055,FLOWERS HOSPITAL,,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,PPeporreettfyy,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,94 patients,AL_HF-3
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AAO,36305,CHILTON,3347935000,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,62 patients,AL_HF-4
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,Proprietary,No,Pneumonia,,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,37 patients,AL_PN-2
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,152 patients,AALL--V
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,,33661166,HOUSTON,,Acute Care Hospitals,Proprietary,Yes,Pneumonia,AMI-1,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,77 patients,AL_PN-4
10055,,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,AAccuuee  CCaaee  HHooppsz,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,93%,77  oqttiieeyss,AL_PN-5C
10055,OOOSEESS  OOWOGQLL,4370 WEST MAIN STREET,OOGNN,AL,36305,HOUSTON,,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),99%,,AL_AMI-1
