ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,15 patients,AL_HF-4
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,AAccy  Vqr  HHappkgaa,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,69 patients,AL_PN-2
10012,DEKALB REGIONAL MEDICAL CENTER,987 DRAYTON STREET,FORT PAYNE,AL,35968,DE KALB,55665533,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,93%,91 patients,AL_PN-3B
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,PPjrjmmoojks  aariir  GGvv  SSmmkkonngg  CCrwaaibSvviivr//CCiakiinn,100%,37 patients,AL_AMI-2
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,226688443311,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,9999,88 patients,AL_PN-5C
10022,DDEELBBWLNNSLLKEEXIICCAA  CCJWE,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,668811,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,88,82 patients,AL_PN-6
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,GOORRTTPPAATNN,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Uwd,Pneumonia,PN-7,Ouuoobkaa  Oaatteenntt  Ssssseesssseaas  vveebPPnnrnooicckccsroo,96%,56 patients,AL_PN-7
11000011,EEKKQLLVEWGGIIOOS  DDDSLL  CCTTEET,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,FAYETTE,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,100%,16 patients,AL_SCIP-CARD-2
10010,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,75%,139 patients,AL_SCIP-INF-1
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,33996688,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,PN-3B,zuuggeerr  ppqbrd  qwwee  tubeemtthheefotiinniffqnnttorllrrdnntt  iimdeevttiib,99%,147 patients,AL_PN-3B
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),98%,136 patients,AL_SCIP-INF-3
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,333333441111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,qllllbsrryssuueerrh  aariinnz  wwhhee  ioodd  ssyggaarr  ((oooidd  tixiaee  ii  jttjnnsee  hlmttrrpiijhhxsussrrkthhy  qgdrr  ssitveeth,,0 patients,AL_SCIP-INF-4
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),100%,179 patients,AL_SCIP-INF-6
10047,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,GUNTERSVILLE,AL,35968,DD  OH,3348972257,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,90 patients,AL_SCIP-VTE-1
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,sriirnn  egl  ggp  gsmmrnntt    hh  tiijygneewwughhiinn  2244  luuess  bbeeffrreeaarrrrrwiif  uuwetoowo  rrvvwnn  bboof  ccoooyw  aaffrrwrrttsiibttz  oocssirrfwtyy,%%,90 patients,AALL__WOTT22
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,LL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,wftt  Qgv,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,0 patients,AL_AMI-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36116,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,SCIP-INF-3,Heart Attack Patients Given Aspirin at Discharge,,0 patients,SK__AAO
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,4466222211,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,0 patients,AL_AMI-3
10015,LGEDY  AALLAAMMSMMDDDFLLRNNEE,33700 HIGHWAY 43,FLORENCE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,YYw,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,67 patients,AL_AMI-4
10015,DALE MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,35233,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-5,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,0 patients,AL_AMI-5
10043,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,XAARRKKR,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
10015,SOUTHWEST ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,THOMASVILLE,AL,33555555,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,110000%%,79 patients,AL_HF-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,1100%%,91 patients,AL_AMI-5
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,OPELIKA,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),88%,25 patients,AL_HF-3
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,337788,CLARKE,3342938000,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,SCIP-INF-1,Heart Failure Patients Given Smoking Cessation Advice/Counseling,88%,17 patients,AL_HF-4
10036,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,92%,25 patients,AL_HF-4
10010,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CRENSHAW,3344336666222211,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,9966%%,24 patients,AAK__PPM
10015,CULLMAN REGIONAL MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36617,CLARKE,3346366221,Acute Care Hospitals,lcrrmnrnny  --  eefraa,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,11,6 patients,AL_PN-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,24 patients,SO__O--55
10019,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),100%,qtttt,AL_PN-6
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,44,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PPNN--77,eeuummoobaaPPgiiwttssSasseessssdqxvvrIInnlluueeqforooo,92%,24 patients,AL_PN-7
10055,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,9933887700,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,,AL_SCIP-CARD-2
10015,SOUTHWEST ALABAMA MEDICAL CENTER,2105 EAST SOUTH BOULEVARD,ALABASTER,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SSKO--FF,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,14 patients,AL_SCIP-INF-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 patients,__SSVO--MD--22
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,ZVIIPPIIMD,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,ppriiwnnss,AL_SCIP-INF-3
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,HHPMMAAGOKD,AL,36330,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,AL_SCIP-INF-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,RGMMAAAIIKO,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),1100,15 patients,AL_HF-3
10015,FLOWERS HOSPITAL,1007 GOODYEAR AVENUE,THOMASVILLE,O,36784,LLRREE,3346366221,Acute Care Hospitals,Government - Federal,Yes,SSuutfoaall  nnffgiiljPPrbeebttoob,SSOPP--GD--11,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,90%,1100  aattrbra,AL_SCIP-VTE-1
10040,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-VTE-2,oaagktt  hh  ooy  rreeqgmmnn  ttttwtkggg  iimmeeeuyiinn22  hhpifssbbwoo  sgee  tteeorrwyrrfyy))yl  llooteenn  vkooooe  ccoossaagttee  tttiijyyrzlrzheh,90%,2 patients,QLLCCPP--GEE--22
10029,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,SSCCUO--ONN--22,Heart Attack Patients Given Aspirin at Arrival,99%,117799ppttoeebgd,AL_AMI-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,97%,208 patients,AL_AMI-2
10029,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,CALHOUN,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,30 patients,KAAMM--
10044,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,HHwqtt  gqcckkOaatteennttss  FkvveeZmmlkkkdwasruoojsk//Voojawnn,100%,98 patients,AL_AMI-4
10016,SHELBY BAPTIST MEDICAL CENTER,0000FFIIFSSREEEEIYB,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,llluuyaarrlmrrirutt  --  yj,Yes,Pneumonia,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,97%,169 patients,AL_SCIP-INF-2
10016,SHELBY BAPTIST MEDICAL CENTER,400 N EDWARDS STREET,ALABASTER,AL,35007,SHELBY,556655445500,xyttee  VrrrGooaiiss,Voluntary non-profit - Church,Yes,HHdaatttQttcc,AMI-7A,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,0 patients,AL_AMI-7A
10055,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,SKII--88AA,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,83%,36 patients,AL_AMI-8A
10016,SHELBY BAPTIST MEDICAL CENTER,110000  CIIFSSTT  DRRREEEEOOETT,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,--,Heart Failure Patients Given Discharge Instructions,86%,210 patients,AL_HF-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,246 patients,AL_HF-2
110066,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HHFF33,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),97%,71 patients,AL_HF-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,33000077,HHEEK,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Hd,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,90%,48 patients,AL_HF-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Bplluunnrseu  nnb--oooffiir  --Vhhirrxj,Yes,Pneumonia,SCIP-INF-4,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,235 patients,AL_PN-2
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,110 patients,AL_PN-3B
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,55,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,131 patients,AL_PN-4
10016,SHELBY BAPTIST MEDICAL CENTER,1010 LAY DAM ROAD,ALABASTER,AL,35007,LEE,0055662288,Acute Care Hospitals,VViuuttttnnlnn--pprrffktt--Xycc,Yes,Pneumonia,PN-2,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,239 patients,AL_PN-5C
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,3355000077,SHELBY,2056208100,SxuuwCCsf  HHzokrll,Voluntary non-profit - Church,Yes,nnwymmoomii,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),93%,116 patients,AL_PN-6
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Cuuttaathnninn--oooy  jitcc,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92%,199 patients,AL_PN-7
004477,GEORGIANA HOSPITAL,1000 FIRST STREET NORTH,ALABASTER,AL,35007,DALE,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,89%,96 patients,AL_SCIP-CARD-2
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,AL_SCIP-INF-1
10016,ZHHEEOBBYYBBSODTTMMEEIILL  CCWNN,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Sccigee  CCaafee  HHaa,Voluntary non-profit - Church,Yes,eq  Uwyb  PPeernnttlb,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,90%,370 patients,AL_SCIP-INF-2
10016,SHELBY BAPTIST MEDICAL CENTER,209 NORTH MAIN STREET,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,HF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),99,331 patients,AL_SCIP-INF-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2200880000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,%%,116 patients,AL_SCIP-INF-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35957,HHV,22005566220088,Acute Care Hospitals,Voluntary non-profit - Church,d,Surgical Infection Prevention,J,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),110000,0 patients,AL_AMI-7A
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,CHEROKEE,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,226 patients,AL_HF-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,000077,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,225 patients,AL_SCIP-VTE-2
10018,CCQOAABAANN  EEYY  PUUJDDRIIB  GSSOIIYQLL,1720 UNIVERSITY BLVD,SHEFFIELD,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,HHwsttAAttsl,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,,AL_AMI-1
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,,,AL_AMI-2
10018,CALLAHAN EYE FOUNDATION HOSPITAL,UUBBEESSUTT  BBOVVDD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_AMI-3
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,,AL_AMI-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,,AL_AMI-5
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,,AAKK77S
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,,AL_AMI-8A
10018,CALLAHAN EYE FOUNDATION HOSPITAL,2000 PEPPERELL PARKWAY,IIRRMMTBQ,AL,3355,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,,,AL_HF-1
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Gwaag  okirrOsgiittssubdaajvvoirknniLLwcy  VVdnntteiiccuulls  Zhoollv  KWCuunnvttkinn,,,AL_PN-7
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,,AL_HF-3
10033,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,,,AL_HF-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,22  NNEEED,BIRMINGHAM,AL,35968,GFFRRB,2059216200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,,AL_PN-2
1100001188,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,,,AL_PN-3B
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,VVilluunnttaattmlnnofciitt--  PPiibqw,ss,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,,AL_PN-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AAO,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,,,AL_PN-5C
11,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,IIRRNIIAA,AL,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,M,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),,,AL_PN-6
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,S,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,,,AL_PN-7
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AALL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,100%,99aaunnz,AALLVX22
