ID,model,make,type,year,condition,wheelDrive,doors,engine
6029,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6030,charger,dodge,sedan,2010,new,rwd,4,5.7lv8
6031,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6032,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6033,dakota,dodge,regularcabpickup,2003,used,4x4,4,4.7lv8
6034,journey,dodge,suv,2010,new,fwd,4,2.4li4
6035,ram1500,dodge,crewcabpickup,2011,new,4x2,4,5.7lv8
6036,journey,dodge,suv,2010,new,fwd,4,3.5lv6
6037,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6038,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6039,caliber,dodge,hatchback,2010,new,fwd,4,2.0li4
6040,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6041,grandcaravan,dodge,minivan,2002,used,fwd,4,3.3lv6
6042,journey,dodge,suv,2011,new,awd,4,3.6lv6
6043,nitro,dodge,suv,2008,used,4x4,4,3.7lv6
6044,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6045,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6046,journey,dodge,suv,2011,new,awd,4,3.6lv6
6047,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6048,grandcaravan,dodge,minivan,2008,used,fwd,4,3.3lv6
6049,charger,dodge,sedan,2011,new,rwd,4,3.6lv6
6050,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6051,caliber,dodge,hatchback,2007,used,fwd,4,2.0li4
6052,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6053,nitro,dodge,suv,2011,new,4x4,4,3.7lv6
6054,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6055,journey,dodge,suv,2011,new,awd,4,3.6lv6
6056,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6057,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6058,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6059,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6060,ram1500,dodge,crewcabpickup,2010,new,4x2,4,4.7lv8
6061,ram3500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6062,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6063,neon,dodge,sedan,2004,used,fwd,4,2.0li4
6064,dakota,dodge,crewcabpickup,2008,used,4x4,4,4.7lv8
6065,journey,dodge,suv,2011,new,fwd,4,2.4li4
6066,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6067,ram1500,dodge,crewcabpickup,2010,used,4x4,4,4.7lv8
6068,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6069,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6070,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6071,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6072,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6073,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6074,grandcaravan,dodge,minivan,2006,used,fwd,4,3.8lv6
6075,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6076,ram3500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6077,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6078,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6079,journey,dodge,suv,2010,new,awd,4,3.5lv6
6080,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6081,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6082,journey,dodge,suv,2010,new,awd,4,3.5lv6
6083,charger,dodge,sedan,2011,new,rwd,4,5.7lv8
6084,caravan,dodge,minivan,2001,used,fwd,4,3.3lv6
6085,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6086,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6087,charger,dodge,sedan,2010,new,rwd,4,3.5lv6
6088,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6089,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6090,nitro,dodge,suv,2011,new,4x2,4,4.0lv6
6091,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6092,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6093,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6094,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6095,journey,dodge,suv,2011,new,awd,4,3.6lv6
6096,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6097,grandcaravan,dodge,minivan,2002,used,fwd,4,3.3lv6
6098,journey,dodge,suv,2010,new,fwd,4,3.5lv6
6099,ram1500,dodge,crewcabpickup,2010,new,4x2,4,5.7lv8
6100,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6101,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6102,intrepid,dodge,sedan,1997,used,fwd,4,3.3lv6
6103,grandcaravan,dodge,minivan,2010,new,fwd,4,3.3lv6
6104,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6105,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6106,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6107,journey,dodge,suv,2010,new,awd,4,3.5lv6
6108,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6109,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6110,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6111,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6112,nitro,dodge,suv,2011,new,4x2,4,3.7lv6
6113,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6114,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6115,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6116,grandcaravan,dodge,minivan,2010,used,fwd,4,3.8lv6
6117,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6118,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6119,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6120,intrepid,dodge,sedan,1999,used,fwd,4,2.7lv6
6121,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6122,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6123,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6124,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6125,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6126,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6127,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6128,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6129,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6130,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6131,ram2500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6132,ram2500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6133,avenger,dodge,sedan,2010,new,fwd,4,3.5lv6
6134,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6135,ram1500,dodge,crewcabpickup,2011,new,4x2,4,3.7lv6
6136,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6137,dakota,dodge,crewcabpickup,2011,new,4x2,4,3.7lv6
6138,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6139,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6140,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6141,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6142,ram1500,dodge,crewcabpickup,2011,new,4x2,4,5.7lv8
6143,ram2500,dodge,crewcabpickup,2007,used,4x4,4,6.7li6
6144,neon,dodge,sedan,2004,used,fwd,4,2.0li4
6145,journey,dodge,suv,2011,new,fwd,4,2.4li4
6146,charger,dodge,sedan,2009,used,rwd,4,3.5lv6
6147,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6148,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6149,journey,dodge,suv,2011,new,awd,4,3.6lv6
6150,charger,dodge,sedan,2010,new,rwd,4,3.5lv6
6151,grandcaravan,dodge,minivan,2008,used,fwd,4,3.8lv6
6152,ram3500,dodge,crewcabpickup,2010,new,4x4,4,6.7li6
6153,ram3500,dodge,crewcabpickup,2008,used,4x4,4,6.7li6
6154,dakota,dodge,extendedcabpickup,2005,used,4x2,4,3.7lv6
6155,caravan,dodge,minivan,1997,used,fwd,3,2.4li4
6156,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6157,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6158,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6159,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6160,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6161,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6162,dakota,dodge,extendedcabpickup,2008,used,4x2,4,3.7lv6
6163,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6164,neon,dodge,sedan,2005,used,fwd,4,2.0li4
6165,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6166,avenger,dodge,sedan,2010,new,fwd,4,2.4li4
6167,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6168,ram1500,dodge,crewcabpickup,2009,used,4x4,4,5.7lv8
6169,durango,dodge,suv,2011,new,4x2,4,3.6lv6
6170,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6171,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6172,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6173,ram1500,dodge,crewcabpickup,2010,new,4x2,4,5.7lv8
6174,caliber,dodge,hatchback,2010,new,fwd,4,2.0li4
6175,ram3500,dodge,crewcabpickup,2007,used,4x4,4,6.7li6
6176,ram2500,dodge,regularcabpickup,2011,new,4x4,2,5.7lv8
6177,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6178,charger,dodge,sedan,2011,new,rwd,4,5.7lv8
6179,magnum,dodge,wagon,2006,used,awd,4,5.7lv8
6180,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6181,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6182,durango,dodge,suv,2003,used,4x4,4,4.7lv8
6183,grandcaravan,dodge,minivan,2009,used,fwd,4,3.8lv6
6184,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6185,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6186,charger,dodge,sedan,2010,new,rwd,4,5.7lv8
6187,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6188,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6189,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6190,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6191,dakota,dodge,regularcabpickup,2003,used,4x4,4,4.7lv8
6192,journey,dodge,suv,2010,new,fwd,4,2.4li4
6193,dakota,dodge,extendedcabpickup,2011,new,4x4,4,3.7lv6
6194,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6195,ram1500,dodge,crewcabpickup,2011,new,4x2,4,5.7lv8
6196,journey,dodge,suv,2010,new,fwd,4,3.5lv6
6197,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6198,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6199,caliber,dodge,hatchback,2010,new,fwd,4,2.0li4
6200,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6201,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6202,ram1500,dodge,crewcabpickup,2011,new,4x2,4,4.7lv8
6203,grandcaravan,dodge,minivan,2002,used,fwd,4,3.3lv6
6204,journey,dodge,suv,2011,new,awd,4,3.6lv6
6205,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6206,ram2500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6207,nitro,dodge,suv,2008,used,4x4,4,3.7lv6
6208,stratus,dodge,sedan,1999,used,fwd,4,2.4li4
6209,avenger,dodge,sedan,2010,new,fwd,4,2.4li4
6210,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6211,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6212,journey,dodge,suv,2011,new,awd,4,3.6lv6
6213,journey,dodge,suv,2011,new,awd,4,3.6lv6
6214,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6215,ram1500,dodge,crewcabpickup,2010,new,4x4,4,4.7lv8
6216,grandcaravan,dodge,minivan,2008,used,fwd,4,3.3lv6
6217,charger,dodge,sedan,2011,new,rwd,4,3.6lv6
6218,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6219,ram2500,dodge,regularcabpickup,2001,used,4x4,4,5.9lv8
6220,caliber,dodge,hatchback,2011,new,fwd,4,2.4li4
6221,caliber,dodge,hatchback,2007,used,fwd,4,2.0li4
6222,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6223,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6224,nitro,dodge,suv,2011,new,4x4,4,3.7lv6
6225,caliber,dodge,hatchback,2009,new,fwd,4,2.0li4
6226,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6227,journey,dodge,suv,2011,new,awd,4,3.6lv6
6228,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6229,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6230,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6231,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6232,journey,dodge,suv,2011,new,awd,4,3.6lv6
6233,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6234,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6235,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6236,journey,dodge,suv,2011,new,awd,4,3.6lv6
6237,ram1500,dodge,crewcabpickup,2010,new,4x2,4,4.7lv8
6238,ram3500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6239,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6240,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6241,neon,dodge,sedan,2004,used,fwd,4,2.0li4
6242,dakota,dodge,crewcabpickup,2008,used,4x4,4,4.7lv8
6243,avenger,dodge,sedan,2010,new,fwd,4,2.4li4
6244,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6245,journey,dodge,suv,2011,new,fwd,4,2.4li4
6246,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6247,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6248,caliber,dodge,hatchback,2010,used,fwd,4,2.0li4
6249,ram1500,dodge,crewcabpickup,2010,used,4x4,4,4.7lv8
6250,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6251,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6252,caliber,dodge,hatchback,2011,new,fwd,4,2.4li4
6253,ram2500,dodge,regularcabpickup,2011,new,4x4,2,5.7lv8
6254,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6255,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6256,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6257,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6258,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6259,caravan,dodge,minivan,2006,used,fwd,4,3.3lv6
6260,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6261,grandcaravan,dodge,minivan,2006,used,fwd,4,3.8lv6
6262,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6263,ram3500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6264,grandcaravan,dodge,minivan,2010,used,fwd,4,3.3lv6
6265,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6266,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6267,journey,dodge,suv,2010,new,awd,4,3.5lv6
6268,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6269,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6270,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6271,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6272,stratus,dodge,sedan,2004,used,fwd,4,2.4li4
6273,journey,dodge,suv,2010,new,awd,4,3.5lv6
6274,charger,dodge,sedan,2011,new,rwd,4,5.7lv8
6275,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6276,caravan,dodge,minivan,2001,used,fwd,4,3.3lv6
6277,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6278,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6279,durango,dodge,suv,2008,used,4x4,4,4.7lv8
6280,durango,dodge,suv,2002,used,4x4,4,4.7lv8
6281,charger,dodge,sedan,2010,new,rwd,4,3.5lv6
6282,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6283,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6284,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6285,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6286,nitro,dodge,suv,2011,new,4x2,4,4.0lv6
6287,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6288,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6289,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6290,journey,dodge,suv,2010,new,fwd,4,2.4li4
6291,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6292,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6293,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6294,ram1500,dodge,crewcabpickup,2010,used,4x4,4,5.7lv8
6295,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6296,journey,dodge,suv,2011,new,awd,4,3.6lv6
6297,ram2500,dodge,crewcabpickup,2010,new,4x4,4,5.7lv8
6298,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6299,grandcaravan,dodge,minivan,2002,used,fwd,4,3.3lv6
6300,journey,dodge,suv,2010,new,fwd,4,3.5lv6
6301,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6302,ram1500,dodge,crewcabpickup,2010,new,4x2,4,5.7lv8
6303,ram1500,dodge,crewcabpickup,2011,new,4x2,4,5.7lv8
6304,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6305,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6306,intrepid,dodge,sedan,1997,used,fwd,4,3.3lv6
6307,grandcaravan,dodge,minivan,2010,new,fwd,4,3.3lv6
6308,journey,dodge,suv,2011,new,awd,4,3.6lv6
6309,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6310,nitro,dodge,suv,2011,new,4x4,4,3.7lv6
6311,caliber,dodge,hatchback,2009,new,fwd,4,2.0li4
6312,ram1500,dodge,crewcabpickup,2010,new,4x4,4,5.7lv8
6313,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6314,journey,dodge,suv,2011,new,awd,4,3.6lv6
6315,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6316,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6317,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6318,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6319,journey,dodge,suv,2011,new,awd,4,3.6lv6
6320,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6321,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6322,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6323,journey,dodge,suv,2011,new,awd,4,3.6lv6
6324,ram1500,dodge,crewcabpickup,2010,new,4x2,4,4.7lv8
6325,ram3500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6326,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6327,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6328,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6329,neon,dodge,sedan,2004,used,fwd,4,2.0li4
6330,dakota,dodge,crewcabpickup,2008,used,4x4,4,4.7lv8
6331,avenger,dodge,sedan,2010,new,fwd,4,2.4li4
6332,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6333,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6334,journey,dodge,suv,2011,new,fwd,4,2.4li4
6335,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6336,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6337,caliber,dodge,hatchback,2010,used,fwd,4,2.0li4
6338,ram1500,dodge,crewcabpickup,2010,used,4x4,4,4.7lv8
6339,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6340,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6341,caliber,dodge,hatchback,2011,new,fwd,4,2.4li4
6342,ram2500,dodge,regularcabpickup,2011,new,4x4,2,5.7lv8
6343,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6344,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6345,charger,dodge,sedan,2010,new,rwd,4,3.5lv6
6346,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6347,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6348,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6349,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6350,caravan,dodge,minivan,2006,used,fwd,4,3.3lv6
6351,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6352,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6353,grandcaravan,dodge,minivan,2006,used,fwd,4,3.8lv6
6354,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6355,ram3500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
6356,grandcaravan,dodge,minivan,2010,used,fwd,4,3.3lv6
6357,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6358,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6359,journey,dodge,suv,2010,new,awd,4,3.5lv6
6360,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6361,ram1500,dodge,crewcabpickup,2011,new,4x4,4,4.7lv8
6362,durango,dodge,suv,2003,used,4x4,4,4.7lv8
6363,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6364,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6365,stratus,dodge,sedan,2004,used,fwd,4,2.4li4
6366,charger,dodge,sedan,2011,new,rwd,4,5.7lv8
6367,journey,dodge,suv,2010,new,awd,4,3.5lv6
6368,charger,dodge,sedan,2011,new,rwd,4,5.7lv8
6369,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6370,caravan,dodge,minivan,2001,used,fwd,4,3.3lv6
6371,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6372,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6373,durango,dodge,suv,2008,used,4x4,4,4.7lv8
6374,durango,dodge,suv,2002,used,4x4,4,4.7lv8
6375,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6376,charger,dodge,sedan,2010,new,rwd,4,3.5lv6
6377,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6378,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6379,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6380,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6381,journey,dodge,suv,2011,new,fwd,4,2.4li4
6382,nitro,dodge,suv,2011,new,4x2,4,4.0lv6
6383,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6384,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6385,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6386,journey,dodge,suv,2010,new,fwd,4,2.4li4
6387,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6388,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6389,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6390,stratus,dodge,sedan,2005,used,fwd,4,2.7lv6
6391,ram1500,dodge,crewcabpickup,2010,used,4x4,4,5.7lv8
6392,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6393,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6394,journey,dodge,suv,2011,new,awd,4,3.6lv6
6395,ram2500,dodge,crewcabpickup,2010,new,4x4,4,5.7lv8
6396,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6397,grandcaravan,dodge,minivan,2002,used,fwd,4,3.3lv6
6398,journey,dodge,suv,2010,new,fwd,4,3.5lv6
6399,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6400,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6401,ram1500,dodge,crewcabpickup,2010,new,4x2,4,5.7lv8
6402,ram1500,dodge,crewcabpickup,2011,new,4x2,4,5.7lv8
6403,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6404,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6405,intrepid,dodge,sedan,1997,used,fwd,4,3.3lv6
6406,grandcaravan,dodge,minivan,2010,new,fwd,4,3.3lv6
6407,journey,dodge,suv,2011,new,awd,4,3.6lv6
6408,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6409,grandcaravan,dodge,minivan,2010,new,fwd,4,3.3lv6
6410,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6411,grandcaravan,dodge,minivan,2003,used,fwd,4,3.8lv6
6412,caliber,dodge,hatchback,2011,new,fwd,4,2.0li4
6413,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6414,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6415,grandcaravan,dodge,minivan,2010,new,fwd,4,4.0lv6
6416,journey,dodge,suv,2010,new,awd,4,3.5lv6
6417,avenger,dodge,sedan,2011,new,fwd,4,3.6lv6
6418,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6419,ram2500,dodge,regularcabpickup,2011,new,4x4,2,6.7li6
6420,durango,dodge,suv,2011,new,4x4,4,3.6lv6
6421,journey,dodge,suv,2011,new,fwd,4,3.6lv6
6422,journey,dodge,suv,2011,new,fwd,4,2.4li4
6423,grandcaravan,dodge,minivan,2010,new,fwd,4,3.8lv6
6424,nitro,dodge,suv,2011,new,4x2,4,3.7lv6
6425,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6426,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6427,ram1500,dodge,crewcabpickup,2011,new,4x2,4,4.7lv8
6428,nitro,dodge,suv,2011,new,4x4,4,4.0lv6
6429,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6430,grandcaravan,dodge,minivan,2010,used,fwd,4,3.8lv6
6431,durango,dodge,suv,2011,new,4x4,4,5.7lv8
6432,ram1500,dodge,crewcabpickup,2011,new,4x4,4,5.7lv8
6433,grandcaravan,dodge,minivan,2011,new,fwd,4,3.6lv6
6434,avenger,dodge,sedan,2011,new,fwd,4,2.4li4
6435,ram2500,dodge,crewcabpickup,2011,new,4x4,4,6.7li6
