ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
515,2087,Caldera Pale Ale (2007),American Pale Ale (APA),12.0,0.052,nan,82,Oskar Blues Brewery,Nellysford,OR
516,2586,Caldera Pale Ale (2011),Bock,12.0,0.051,55.0,200,Caldera Brewing Company,Hilo,OR
517,37,Ashland Amber Ale,American Black Ale,16.0,0.045,33.0,35,Sixpoint Craft Ales,Ashland,OR
518,36,Maduro Brown Ale,American IPA,16.0,0.06,nan,218,Bozeman Brewing Company,Indianapolis,OR
519,1035,Topcutter India Pale Ale,American Pilsner,16.0,0.088,nan,46,Carolina Brewery,Fort Collins,OK
520,1767,Gordon Beer (2006),American Pale Ale (APA),12.0,0.065,nan,178,Narragansett Brewing Company,Fort Collins,MI
521,870,THP White (2006),American Pale Ale (APA),12.0,nan,nan,497,Rhinegeist Brewery,Charlotte,PA
522,1717,Boneshaker Brown Ale,Vienna Lager,12.0,nan,nan,452,Cans Bar and Canteen,Charlotte,LA
523,868,Toasted Lager,Belgian Pale Ale,16.0,nan,nan,504,Cans Bar and Canteen,Charlotte,NY
524,867,THP Dark (2006),English Dark Mild Ale,12.0,nan,nan,193,Crooked Fence Brewing Company,Woodbridge,MO
525,2068,Hydraulion Red,American IPA,12.0,0.045,nan,230,Cape Ann Brewing Company,Grand Rapids,TX
526,807,Righteous Ale,American Double / Imperial IPA,16.0,0.045,130.0,230,Southern Oregon Brewing Company,Grand Rapids,TX
527,631,Nut Sack Imperial Brown Ale,Irish Red Ale,12.0,0.083,nan,230,Avery Brewing Company,Grand Rapids,TX
528,2065,Cutthroat Pale Ale,American Blonde Ale,16.0,0.051,nan,230,Cape Ann Brewing Company,Grand Rapids,TX
529,2064,Nut Sack Imperial Brown Ale,English Pale Ale,16.0,0.055,nan,230,Flat 12 Bierwerks,Grand Rapids,TX
530,2397,Hustle,American Amber / Red Ale,12.0,0.055,nan,267,Miami Brewing Company,Hyannis,WY
531,1927,Hula Hoppie Session IPA,American Blonde Ale,12.0,0.067,nan,80,Cape Cod Beer,Fort Collins,WY
532,2227,Dark Voyage Black IPA (2013),American IPA,12.0,0.065,35.0,192,Modern Times Beer,Middleton,CO
533,1204,Leroy (2005),German Pilsener,12.0,0.052,28.0,463,Milwaukee Brewing Company,Grand Rapids,HI
534,2625,Lake House,Munich Helles Lager,12.0,0.055,48.0,222,Capital Brewery,Middleton,WI
535,2476,Ghost Ship White IPA,American Pale Ale (APA),16.0,0.052,nan,192,Bonfire Brewing Company,Middleton,WI
536,1910,Colorado Native,American IPA,16.0,0.069,18.0,192,Capital Brewery,Kalamazoo,WI
537,1177,Trauger Pilsner,Fruit / Vegetable Beer,12.0,0.069,nan,192,Sun King Brewing Company,Macon,WI
538,1065,Wisconsin Amber (1998),Czech Pilsener,12.0,0.052,nan,107,Capital Brewery,Montauk,MA
539,1026,4Beans,Baltic Porter,12.0,0.039,nan,192,Bonfire Brewing Company,Baltimore,WI
540,962,Wisconsin Amber (2013),American Amber / Red Ale,12.0,0.065,nan,192,Capital Brewery,Silverton,WI
541,1399,U.S. Pale Ale,American Pale Ale (APA),12.0,0.05,nan,379,Capital Brewery,Missoula,WA
542,1261,Supper Club Lager,American Strong Ale,12.0,nan,nan,192,Capital Brewery,Grand Rapids,WA
543,784,Getaway,American Blonde Ale,16.0,0.055,nan,141,Carolina Beer & Beverage,Hattiesburg,PA
544,783,G'KNIGHT (16 oz.),American IPA,12.0,0.05,nan,292,Manayunk Brewing Company,Santee,CO
545,782,Carolina Blonde Light (2005),American Blonde Ale,12.0,0.035,nan,46,Carolina Beer & Beverage,Washougal,NC
546,358,Furious,Winter Warmer,12.0,0.09,nan,299,Carolina Brewery,Pittsboro,NC
547,613,Klingon Warnog Roggen Dunkel,English India Pale Ale (IPA),16.0,0.057,nan,179,Ozark Beer Company,Traverse City,NC
548,2673,Sky Blue Golden Ale,Kölsch,12.0,0.051,nan,179,Carolina Brewery,Traverse City,UT
549,2094,High Country Pilsner (Current),American IPA,12.0,0.042,nan,124,Sun King Brewing Company,Baton Rouge,OH
550,1941,Longhop IPA,Berliner Weissbier,12.0,0.05,nan,222,Carton Brewing Company,Grand Rapids,NJ
551,1940,077XX,American Double / Imperial IPA,16.0,nan,80.0,222,Carton Brewing Company,Seattle,MI
552,1439,Citrafest,Foreign / Export Stout,12.0,0.046,21.0,80,Oskar Blues Brewery,Atlantic Highlands,NJ
553,824,Elliott's Phoned Home Pale Ale,American IPA,12.0,0.054,nan,404,Cascadia Ciderworks United,Chicago,MD
554,1464,Dry Hard Apple Cider,Cider,16.0,0.069,nan,404,Cascadia Ciderworks United,Chicago,MD
555,728,Schlafly Black Lager,Cream Ale,12.0,0.053,nan,395,Catawba Brewing Company,Morganton,NC
556,1743,Angry Orchard Apple Ginger,American Porter,16.0,0.042,nan,534,Catawba Brewing Company,Morganton,FL
557,1742,White Zombie Ale,American Pale Ale (APA),16.0,0.047,nan,181,Brewery Vivant,Morganton,NC
558,788,Arjuna,Winter Warmer,12.0,0.07,nan,309,Fort George Brewery,Morganton,NY
559,638,Sky Blue Golden Ale,American IPA,16.0,0.06,nan,355,Great Crescent Brewery,Morganton,IN
560,2284,Firewater India Pale Ale,American IPA,12.0,0.052,nan,213,Epic Brewing,Saint Louis,NC
561,1104,Farmer Ted's Farmhouse Cream Ale,American Pilsner,12.0,0.056,nan,299,Okoboji Brewing Company,Longmont,IL
562,2332,Whitecap Wit,Cider,12.0,0.045,16.0,102,Astoria Brewing Company,Port Clinton,OH
563,2245,Seiche Scottish Ale,American IPA,12.0,0.055,35.0,236,Crow Peak Brewing Company,Port Clinton,IL
564,2371,Petit Mutant,Pumpkin Ale,12.0,0.058,nan,128,Utah Brewers Cooperative,Morganton,NC
565,2385,Lil' Brainless Raspberries,American Porter,16.0,0.051,nan,96,Center of the Universe Brewing C...,Albuquerque,NC
566,2600,Imperial Java Stout,American Double / Imperial IPA,16.0,0.085,25.0,29,Cedar Creek Brewery,Angola,TX
567,2210,Be Hoppy IPA,nan,12.0,nan,nan,143,Cedar Creek Brewery,Seven Points,TX
568,1152,Welcome to Scoville,American IPA,16.0,0.095,40.0,341,Mikerphone Brewing,Seven Points,TX
569,1584,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12.0,0.06,14.0,235,21st Amendment Brewery,Chicago,TX
570,1165,Hoptopus Double IPA,American Pale Ale (APA),16.0,0.099,36.0,29,Bauhaus Brew Labs,Minneapolis,TX
571,1835,Golden Pilsner,Cream Ale,12.0,nan,nan,29,Cedar Creek Brewery,Austin,TX
572,1101,All American Blonde Ale,Cream Ale,12.0,0.05,nan,10,Centennial Beer Company,Ada,CO
573,2629,Elder Betty,American Amber / Red Ale,12.0,0.052,nan,75,Against the Grain Brewery,Edwards,MI
574,671,Main St. Virginia Ale,American Double / Imperial IPA,12.0,0.05,nan,36,Center of the Universe Brewing C...,Ashland,VA
575,654,Ruhstaller's Gilt Edge Lager Beer,American Double / Imperial IPA,12.0,0.049,24.0,122,Center of the Universe Brewing C...,Boulder,CO
576,1053,Kilt Lifter Scottish-Style Ale,American IPA,12.0,0.075,40.0,45,Finch's Beer Company,Danville,VA
577,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),12.0,0.058,47.0,361,Center of the Universe Brewing C...,Hattiesburg,CO
578,1649,Hula Hoppie Session IPA,American Amber / Red Ale,12.0,0.051,48.0,346,Two Beers Brewing Company,San Luis Obispo,ID
579,2009,Knotty Blonde Ale,American IPA,16.0,0.072,21.0,134,Twisted X Brewing Company,San Luis Obispo,CA
580,1597,Franz,Fruit / Vegetable Beer,16.0,0.056,nan,41,Central Coast Brewing Company,San Luis Obispo,CA
581,2189,Bourbon Barrel Cowbell,Fruit / Vegetable Beer,12.0,nan,nan,394,Central Coast Brewing Company,San Luis Obispo,NY
582,2057,Stickin' In My Rye,Rye Beer,24.0,0.051,nan,236,Champion Brewing Company,Charlottesville,CO
583,971,Black Me Stout,American Stout,16.0,0.052,45.0,236,Summit Brewing Company,Charlottesville,WI
584,2055,Ruhstaller's Gilt Edge Lager Beer,Irish Red Ale,12.0,0.05,nan,322,Sun King Brewing Company,Columbus,OH
585,1933,Santa's Secret,Keller Bier / Zwickel Bier,16.0,nan,nan,368,Silverton Brewery,Framingham,ID
586,2019,Enlighten,American Pale Ale (APA),12.0,0.07,nan,371,Chapman's Brewing,Longmont,IL
587,2018,Ale Cider,Fruit / Vegetable Beer,16.0,0.065,nan,10,Chapman's Brewing,Hattiesburg,IN
588,2616,oSKAr the G'Rauch,American Blonde Ale,12.0,0.06,45.0,250,Big Sky Brewing Company,Missoula,UT
589,2016,Englishman,American Pale Lager,16.0,0.051,nan,250,Chapman's Brewing,Angola,AR
590,1276,Sky Blue Golden Ale,American Strong Ale,12.0,nan,69.0,226,North Country Brewing Company,Nashville,NY
591,870,Dale's Pale Ale (2006),Märzen / Oktoberfest,16.0,0.055,nan,392,Hopworks Urban Brewery,Chatham,NY
592,2380,Up River Light,American IPA,16.0,0.051,362.0,162,Cheboygan Brewing Company,Cheboygan,AZ
593,2379,Blood Orange Honey,Belgian Pale Ale,12.0,0.062,10.0,121,Cheboygan Brewing Company,Cheboygan,MI
594,1490,Gandhi-Bot Double IPA (16 oz.) (2010),Altbier,16.0,0.052,nan,68,Mehana Brewing Co.,Woodinville,WA
595,2308,Bay of Bengal Double IPA (2014),English Pale Ale,12.0,0.064,nan,24,Christian Moerlein Brewing Company,Cincinnati,OH
596,1274,Churchkey Pilsner Style Beer,German Pilsener,12.0,0.049,nan,336,Green Room Brewing,Hamilton,CO
597,876,First Press,Cider,12.0,0.05,nan,425,TailGate Beer,Stevens Point,MA
598,1341,Magic Apple,German Pilsener,12.0,0.045,nan,425,Ciderboys,Stevens Point,MA
599,2349,Cubano Espresso,Bock,12.0,0.045,nan,141,Cigar City Brewing Company,Tampa,FL
600,2014,Operation Homefront,American IPA,12.0,0.05,25.0,141,Cigar City Brewing Company,Astoria,VA
601,2013,Capital Gold Golden Lager,American Black Ale,16.0,0.05,55.0,141,Cigar City Brewing Company,Aurora,FL
602,983,Sugar Plum,Extra Special / Strong Bitter (ESB),12.0,0.055,nan,141,Hopworks Urban Brewery,Tampa,NC
603,1803,Baltic Porter,American Amber / Red Ale,12.0,0.055,nan,141,Cigar City Brewing Company,Tampa,FL
604,2010,Wisco Disco,Cider,12.0,0.06,nan,309,3 Daughters Brewing,Tampa,FL
605,2009,Happening Now,Belgian Pale Ale,19.2,0.05,nan,86,Cigar City Brewing Company,Tampa,FL
606,1561,Hopped on the High Seas (Hop #529),German Pilsener,16.0,0.07,60.0,10,Grey Sail Brewing of Rhode Island,Tampa,IL
607,2004,All Aboard! Anniversary Stout,American IPA,12.0,0.052,nan,141,Cigar City Brewing Company,Boonville,CO
608,1379,Wiregrass Post-Prohibition Ale,Berliner Weissbier,12.0,0.057,nan,141,Green Room Brewing,Tampa,WA
609,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American Porter,12.0,0.058,29.0,442,Cigar City Brewing Company,Boulder,FL
610,746,Vernal Minthe Stout,American IPA,12.0,0.07,60.0,534,Sly Fox Brewing Company,Tampa,FL
611,1692,Pile O'Dirt Porter,American IPA,12.0,0.042,60.0,141,Vault Brewing Company,Golden,OR
612,1735,Peanut Butter Jelly Time,American Pale Ale (APA),12.0,0.055,nan,141,Cigar City Brewing Company,Corvallis,MI
613,2332,Tropical Heatwave,Quadrupel (Quad),12.0,0.082,nan,141,Steamworks Brewing Company,San Francisco,FL
614,1142,Ghost Ship White IPA,American IPA,16.0,0.047,nan,186,Uinta Brewing Company,Grand Rapids,MA
615,1756,1836,American IPA,16.0,0.04,7.0,141,Maui Brewing Company,Tampa,TX
616,1243,José Martí American Porter,American Porter,12.0,0.047,42.0,141,Tommyknocker Brewery,Tampa,NY
617,2536,Ruhstaller's Gilt Edge Lager Beer,American Pale Ale (APA),12.0,0.065,nan,201,Cigar City Brewing Company,Tampa,CT
618,527,Maduro Brown Ale,American IPA,12.0,0.09,30.0,141,Cigar City Brewing Company,Portland,OH
619,571,Phoenix Pale Ale,American Brown Ale,12.0,0.072,nan,141,Southern Oregon Brewing Company,Evansville,TX
620,1481,Jade,American Blonde Ale,12.0,0.05,nan,141,Evil Czech Brewery,Tampa,FL
621,796,Buck Snort Stout,American Amber / Red Ale,12.0,0.04,nan,141,Cigar City Brewing Company,Springfield,FL
622,2413,Chomolungma Honey Nut Brown Ale,American IPA,12.0,0.06,20.0,476,Cigar City Brewing Company,Spearfish,FL
623,972,Lava Lake Wit,American IPA,12.0,0.05,nan,43,Weston Brewing Company,Tampa,FL
624,823,Shark Tracker Light lager,Light Lager,12.0,0.048,nan,145,Devil's Backbone Brewing Company,Fort Worth,MA
625,1147,Damascene Apricot Sour,Pumpkin Ale,12.0,0.049,nan,174,Uinta Brewing Company,Hershey,MA
626,1400,Grey Lady,Witbier,12.0,0.045,nan,145,Sun King Brewing Company,Nantucket,CO
627,657,Summer Swelter,American White IPA,12.0,0.06,nan,145,Great Crescent Brewery,Memphis,OR
628,656,Indie Pale Ale,American Blonde Ale,16.0,nan,nan,439,Three Pints Brewing,Nantucket,MA
629,2169,Lil' Brainless Raspberries,Light Lager,12.0,0.038,nan,134,Core Brewing & Distilling Company,Nantucket,WA
630,56,Caldera Pale Ale (2005),American Pale Ale (APA),16.0,0.056,nan,360,Cisco Brewers,Williamsburg,LA
631,446,Jacaranada Rye IPA,American IPA,16.0,0.099,60.0,320,Union Craft Brewing,Claremont,CA
632,1485,All American Red Ale,American Brown Ale,16.0,0.05,nan,418,Coalition Brewing Company,Portland,TX
633,893,Wheat the People,American Pale Wheat Ale,12.0,0.05,nan,418,Coalition Brewing Company,Portland,TX
634,1672,Tybee Island Blonde,American Amber / Red Ale,12.0,0.047,nan,227,Southern Prohibition Brewing Com...,Cincinnati,CO
635,1406,Damnesia,American Brown Ale,12.0,0.062,nan,415,Bohemian Brewery,San Diego,TX
636,676,Rhode Island Blueberry,Märzen / Oktoberfest,12.0,0.049,75.0,101,New Belgium Brewing Company,Louisville,MT
637,1082,Newport Storm IPA,American IPA,12.0,0.062,nan,292,Coastal Extreme Brewing Company,Newport,RI
638,751,Mound Builder IPA,American Amber / Red Ale,12.0,0.052,31.0,101,Upslope Brewing Company,Washougal,MT
639,715,Hurricane Amber Ale,American Amber / Red Ale,12.0,0.052,24.0,191,Coastal Extreme Brewing Company,Pottstown,RI
640,2379,Imperial Java Stout,American Amber / Red Ale,12.0,0.058,nan,232,Great Crescent Brewery,Palisade,CO
641,970,Fat Tire Amber Ale,Herbed / Spiced Beer,16.0,0.068,75.0,10,Confluence Brewing Company,Des Moines,AL
642,1552,Monk from the 'Yunk,German Pilsener,12.0,0.048,nan,482,Carton Brewing Company,Chicago,FL
643,644,Farmer John's Multi-Grain Ale,American IPA,16.0,0.056,70.0,504,Confluence Brewing Company,Cincinnati,NY
644,1673,Sweet Yamma Jamma Ale,Gose,12.0,0.085,nan,139,Core Brewing & Distilling Company,Lewiston,AR
645,1650,Point Special Lager,Foreign / Export Stout,24.0,0.061,nan,139,Core Brewing & Distilling Company,Springdale,AR
646,1337,Last Stop IPA,American Amber / Red Ale,16.0,0.057,nan,437,Uinta Brewing Company,Fredericksburg,AR
647,1336,Core ESB,Herbed / Spiced Beer,12.0,0.06,nan,139,Core Brewing & Distilling Company,San Diego,AR
648,1464,The Brown Note,American Pale Lager,12.0,0.06,nan,512,Avery Brewing Company,Torrance,CO
649,129,Heiner Brau Kölsch,Kölsch,12.0,0.05,nan,437,Broken Tooth Brewing Company,San Diego,LA
650,1990,Caldera Pale Ale (2005),American IPA,16.0,0.048,nan,433,Good People Brewing Company,Springfield,CO
651,1617,98 Problems (Cuz A Hop Ain't One),Oatmeal Stout,12.0,0.075,29.0,277,Crabtree Brewing Company,Brooklyn,CO
652,2078,Eclipse Black IPA,American Black Ale,16.0,0.045,71.0,350,Crabtree Brewing Company,Greeley,VT
653,757,Neomexicanus Native,American IPA,12.0,0.092,46.0,361,Brewery Vivant,Michigan City,MA
654,484,Old Soul,Cream Ale,12.0,0.052,nan,63,Crazy Mountain Brewing Company,Michigan City,CO
655,1689,Hustle,American Stout,16.0,0.059,nan,63,Crazy Mountain Brewing Company,Michigan City,CO
656,1163,WinterWonderGrass Festival Ale,American Pale Ale (APA),16.0,nan,nan,63,Crazy Mountain Brewing Company,Michigan City,CO
657,940,Boohai Red Ale,American Amber / Red Ale,12.0,nan,nan,174,Wynkoop Brewing Company,Michigan City,CO
658,685,Fistful Of Hops Blue,American Double / Imperial IPA,12.0,0.057,49.0,63,Crazy Mountain Brewing Company,Michigan City,WI
659,613,Banner American Ale,American Pale Wheat Ale,12.0,0.047,nan,348,Brewery Vivant,Michigan City,IL
660,356,Grand Circus IPA,American Amber / Red Ale,12.0,0.092,25.0,63,Crazy Mountain Brewing Company,Michigan City,CO
661,2029,Red Water Irish Style Red,American Black Ale,16.0,0.065,nan,247,Indeed Brewing Company,Hamilton,GA
662,1080,Athena,American IPA,12.0,0.045,nan,120,Creature Comforts,Athens,GA
663,1476,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.099,31.0,169,Big Storm Brewing Company,San Luis Obispo,TX
664,1873,Great Crescent Oktoberfest Lager,German Pilsener,12.0,0.055,nan,169,Crooked Fence Brewing Company,San Luis Obispo,ID
665,1104,SPRYE,American Pale Ale (APA),12.0,0.066,nan,155,Crooked Fence Brewing Company,Garden City,IL
666,1046,Red Water Irish Style Red,American Amber / Red Ale,16.0,0.065,nan,212,Crow Peak Brewing Company,Spearfish,NC
667,1804,Mjöllnir,Witbier,12.0,0.066,nan,212,Crow Peak Brewing Company,Boulder,NC
668,2523,Seiche Scottish Ale,American Pale Wheat Ale,12.0,0.055,nan,118,Crow Peak Brewing Company,Framingham,SD
669,1301,Rod Bender Red,American Stout,12.0,0.045,nan,1,Crow Peak Brewing Company,Spearfish,SD
670,911,Canyon Cream Ale,American Pale Ale (APA),12.0,0.079,nan,212,Emerald City Beer Company,St Petersburg,NC
671,1700,Pile O'Dirt Porter,American Pale Ale (APA),12.0,0.035,nan,309,Crow Peak Brewing Company,Spearfish,PA
672,1086,California Route,Cider,12.0,0.075,nan,212,Southern Star Brewing Company,Boise,CO
673,814,Ashland Amber Ale,American Amber / Red Ale,16.0,0.055,nan,472,Green Room Brewing,Seattle,MT
674,681,White Thai,American IPA,16.0,0.052,55.0,472,Bozeman Brewing Company,Seattle,MT
675,1572,Lost River Blonde Ale,American Amber / Red Ale,12.0,0.075,nan,332,Crow Peak Brewing Company,Conroe,AK
676,1788,Pony Pilsner,Witbier,12.0,0.058,nan,295,Brewery Vivant,Bellingham,IN
677,1787,Floyd's Folly,Scottish Ale,16.0,0.065,nan,315,Cutters Brewing Company,Avon,IN
678,1786,House Lager,Belgian Pale Ale,12.0,nan,nan,315,Mustang Brewing Company,Avon,CT
679,2599,Geary's Pale Ale,English Pale Ale,12.0,0.045,nan,61,Sixpoint Craft Ales,Boise,KY
680,2583,Ornery Amber Lager (2003),American IPA,16.0,0.06,nan,323,D.L. Geary Brewing Company,Eugene,CO
681,2078,Rail Slide Imperial Spiced Ale,American Pale Lager,12.0,0.046,nan,437,Bonfire Brewing Company,Stratford,TX
682,715,The Tradition,Old Ale,16.0,0.057,nan,227,Rivertown Brewing Company,Birmingham,OR
683,2599,Trebuchet Double IPA (2012),Hefeweizen,12.0,0.071,120.0,25,Otter Creek Brewing,Idaho Springs,AZ
684,2476,Self Starter,American Porter,12.0,0.055,nan,227,Notch Brewing Company,Conroe,DC
685,1767,Plow Horse Belgian Style Imperial Stout,Fruit / Vegetable Beer,16.0,0.047,115.0,227,DC Brau Brewing Company,Washington,IN
686,186,The Corruption,Pumpkin Ale,12.0,0.065,85.0,227,DC Brau Brewing Company,Chicago,DC
687,185,Java the Hop,Belgian Pale Ale,16.0,0.072,nan,227,DC Brau Brewing Company,Washington,DC
688,1485,IPA,American Pale Lager,12.0,0.06,nan,227,DC Brau Brewing Company,Washington,MI
689,1224,Peaches & Cream,Märzen / Oktoberfest,16.0,0.054,nan,400,Atwater Brewery,Aurora,VA
690,517,Grand Trunk Bohemian Pils,American Pale Ale (APA),16.0,0.05,nan,148,Dad & Dude's Breweria,Grand Rapids,CO
691,1623,Lift Off IPA,Rye Beer,12.0,0.062,nan,358,Epic Brewing,Murphysboro,IN
692,110,Larry Imperial IPA,American Amber / Red Ale,12.0,0.055,nan,317,Dave's Brewfarm,Asheville,OR
693,2134,Sprocket Blonde Ale (2006),American Blonde Ale,16.0,0.062,nan,10,David's Ale Works,Diamond Springs,PA
694,1734,Sprocket Pale Ale (2006),American Pale Lager,12.0,0.052,nan,333,Sun King Brewing Company,Diamond Springs,NH
695,2090,Nonstop Hef Hop,American Amber / Red Ale,12.0,0.069,nan,534,Dead Armadillo Craft Brewing,Gary,DC
696,2012,Owney Irish Style Red Ale,Euro Pale Lager,16.0,0.06,nan,155,Anderson Valley Brewing Company,Dallas,TX
697,1283,Point Special (Current),American Brown Ale,12.0,0.045,nan,127,Deep Ellum Brewing Company,Lake Barrington,CO
698,2166,Dream Crusher Double IPA,Hefeweizen,16.0,0.06,100.0,127,Narragansett Brewing Company,Lake Barrington,KY
699,1994,Elliott's Phoned Home Pale Ale,American Pale Lager,12.0,0.06,nan,127,Night Shift Brewing,Lake Barrington,NE
700,1787,Double Brown Stout,Baltic Porter,12.0,0.063,nan,212,Deep Ellum Brewing Company,Afton,AK
701,1202,Gordon (2005),Saison / Farmhouse Ale,12.0,0.048,nan,442,Deep Ellum Brewing Company,Dallas,MA
702,1161,Rye Pils Session Lager,German Pilsener,12.0,0.058,nan,127,Deep Ellum Brewing Company,Lake Barrington,TX
703,946,Kilt Lifter Scottish-Style Ale,American Blonde Ale,12.0,0.052,90.0,46,Geneva Lake Brewing Company,Providence,TX
704,1672,Deep Ellum IPA,American IPA,12.0,0.092,10.0,141,Caldera Brewing Company,Export,FL
705,676,Thrasher Session India Pale Ale,American IPA,12.0,0.045,15.0,210,Defiance Brewing Company,Kona,KS
706,1492,Seven Gates Pale Ale,American Pale Ale (APA),12.0,0.05,nan,222,Cigar City Brewing Company,Chandler,KS
707,1213,Chuli Stout,Irish Dry Stout,12.0,0.05,50.0,159,SanTan Brewing Company,Monument,AK
708,2314,Mother Ale,American Amber / Red Ale,12.0,0.056,nan,24,Denali Brewing Company,Talkeetna,AK
709,1407,Twisted Helles Summer Lager,Saison / Farmhouse Ale,16.0,0.065,7.0,75,Denali Brewing Company,Westerly,AK
710,929,Single Engine Red,Irish Red Ale,12.0,0.058,nan,135,Denali Brewing Company,Vadnais Heights,AK
711,1944,Let It Ride IPA,American Amber / Red Ale,12.0,0.07,nan,263,Catawba Brewing Company,Boulder,MI
712,654,Graham Cracker Porter,Maibock / Helles Bock,12.0,0.05,nan,256,Denver Beer Company,East Fairfield,MI
713,1210,Happy Cider,American Pale Ale (APA),12.0,0.099,44.0,454,Deschutes Brewery,Bend,IL
714,1878,Weissenheimer,American Amber / Red Ale,12.0,0.044,48.0,161,Destihl Brewery,Bloomington,IL
715,2505,Laughing Dog Cream Ale,English Strong Ale,12.0,0.049,nan,256,Destihl Brewery,Fort Collins,IL
716,517,Brooklyn Summer Ale,American Blonde Ale,12.0,0.049,nan,57,Destihl Brewery,Bloomington,MA
717,2021,Here Gose Nothin',American Pale Lager,12.0,0.05,nan,282,Destihl Brewery,Alpine,IL
718,1224,Strawberry Blonde,Fruit / Vegetable Beer,12.0,0.051,nan,57,SanTan Brewing Company,Seattle,CA
719,1309,Point Special (2012),Pumpkin Ale,12.0,0.096,85.0,52,Destihl Brewery,Bloomington,IL
720,1887,Undun Blonde Ale,Abbey Single Ale,12.0,0.049,nan,410,Destihl Brewery,Bloomington,IA
721,2051,Bravo Four Point,American Pale Ale (APA),12.0,nan,45.0,292,South Austin Brewery,Morganton,CA
722,1592,Wagon Box Wheat Beer,American Strong Ale,12.0,0.052,60.0,237,Devil's Backbone Brewing Company,Lexington,LA
723,2528,Deadicated Amber,Hefeweizen,16.0,0.053,nan,190,AC Golden Brewing Company,Belmont,IN
724,731,Fox Tail Gluten Free Ale,American Pale Ale (APA),16.0,nan,nan,504,Devil's Canyon Brewery,San Diego,CA
725,1351,Cougar,American IPA,16.0,0.057,85.0,491,Burn 'Em Brewing,Baton Rouge,TX
726,934,Full Boar Scotch Ale,American Porter,16.0,0.05,nan,336,Tamarack Brewing Company,Belmont,OR
727,2195,12 Man Pale Ale,American Pale Ale (APA),12.0,0.045,nan,319,New England Brewing Company,Centralia,WA
728,890,Filthy Hoppin' IPA,American Stout,16.0,0.065,15.0,165,Brewery Vivant,Avon,WA
729,944,Wild Onion Pumpkin Ale (2010),American Pale Wheat Ale,12.0,nan,nan,161,Worthy Brewing Company,Fuquay-Varina,GA
730,524,Dolores River Hefeweizen,Foreign / Export Stout,12.0,nan,nan,531,Capital Brewery,Patchogue,CO
731,450,Dolores River ESB,Low Alcohol Beer,12.0,nan,nan,531,Surly Brewing Company,Patchogue,MO
732,881,Snaggletooth Double Pale Ale,American Brown Ale,12.0,nan,nan,531,Sun King Brewing Company,Patchogue,FL
733,2005,Dolores River Pale Ale,American IPA,16.0,nan,nan,531,Pisgah Brewing Company,Patchogue,CO
734,765,Dolores River Dry Stout,Saison / Farmhouse Ale,16.0,nan,nan,240,Central Coast Brewing Company,Dolores,CO
735,2177,American Light,English Dark Mild Ale,12.0,nan,nan,287,Rhinegeist Brewery,Dolores,NY
736,1963,Cranberry Blend,American Pale Ale (APA),16.0,0.049,nan,446,James Page Brewing Company,Ashland,MA
737,977,Special Edition: Allies Win The War!,Baltic Porter,12.0,0.051,nan,285,Downeast Cider House,Leominster,MA
738,1878,Fear of a Brett Planet,American IPA,12.0,0.066,nan,46,Devil's Backbone Brewing Company,Lansdale,CO
739,1163,Apricot Blonde,Belgian IPA,12.0,0.06,nan,141,Sixpoint Craft Ales,Paonia,PA
740,872,Bay of Bengal Double IPA (2014),American Amber / Red Ale,12.0,0.077,12.0,141,Dry Dock Brewing Company,Charlottesville,MA
741,347,Copper Hook (2011),American IPA,12.0,0.053,nan,496,Sly Fox Brewing Company,York,NY
742,2092,Pleasure Town,American IPA,12.0,0.047,nan,340,Due South Brewing Company,Portland,FL
743,1297,T-6 Red Ale (2004),American Adjunct Lager,12.0,0.045,80.0,538,Southern Star Brewing Company,Boonville,CO
744,1590,Pumpkin Patch Ale,American Double / Imperial IPA,16.0,0.05,nan,369,Wynkoop Brewing Company,Boston,CO
745,1774,Elder Betty,American IPA,16.0,0.078,65.0,295,Big Storm Brewing Company,Buena Vista,CO
746,944,Nut Sack Imperial Brown Ale,American Pale Ale (APA),12.0,0.06,nan,503,Eddyline Brewery & Restaurant,Boulder,AL
747,1014,La Perouse White,Pumpkin Ale,16.0,0.05,nan,512,Eddyline Brewery & Restaurant,Portland,MI
748,911,SoDo Brown Ale,Munich Helles Lager,12.0,0.055,nan,160,Eddyline Brewery & Restaurant,Grand Rapids,MO
749,505,Nordic Blonde,American Amber / Red Lager,16.0,0.068,nan,369,Great Raft Brewing Company,Buena Vista,CO
750,395,Black Iron India Pale Ale,American IPA,12.0,0.078,nan,10,Base Camp Brewing Co.,Aurora,MI
751,823,Sea Dog Wild Blueberry Wheat Ale,Baltic Porter,16.0,0.059,nan,352,Elevator Brewing Company,Missoula,GA
752,1438,White Cap White IPA,English Pale Ale,16.0,0.049,21.0,132,Emerald City Beer Company,Brooklyn Center,WA
753,1107,Nut Sack Imperial Brown Ale,American Brown Ale,12.0,0.097,nan,478,Hangar 24 Craft Brewery,Jacksonville Beach,FL
754,143,Underachiever,American Adjunct Lager,16.0,0.05,nan,43,Engine House 9,Eagle,WA
