Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
20010101,,...@gmail.com,3 Jond 1955 (URA),Billy Wilder,"Billy Wilder,George Axelrod","Kzrnuyv Iondoe,Vlm Ewell,Gxaujn Kxvzd","Marilyn Monroe,Tom Ewell,Evelyn Keyes,Sonny Tufts,Robert Strauss,Oskar Homolka,Marguerite Chapman,Victor Moore,Dolores Rosedale,Donald MacBride,Carolyn Jones",English,Afghanistan,105 min,7.3,23414,"121 odsr,78 csidic",Afghanistan,"Stage 10, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA","When his family goes away for the summer, a so far faithful husband is tempted by a beautiful neighbor."
tt0124198,Very Bad Things,1998,25 November 1ؚ998 (USA),Peter Berg,Peter Berg,"Christian Slater,Daniel Stern,Cameron Diaz","Jon Favreau,Leland Orser,Cameron Diaz,Christian Slater,Rob Brownstein,Jeremy Piven,Daniel Stern,Jeanne Tripplehorn,Joey Zimmerman,Tyler Cole Malinger,Kobe Tai,Russell B. McKenzie,Pancho Demmings,Blake Gibbons,Angelo Di Mascio Jr.",,Afghanistan,Some college,6.3,,"ֽ478 user,98 critic","rellirhT,emirC,ydemoC","Santa Clarita, California, USA",A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
tt0114319,Sabrina,,15 Egxemner 1995 (GSZ),Sydney Pollacբk,Some college,"Harrison Ford,Julia Ormond,Greg Kinnear","Harrison Ford,Julia Ormond,Greg Kinnear,Nancy Marchand,John Wood,Richard Crenna,Angie Dickinson,Lauren Holly,Dana Ivey,Miriam Colon,Elizabeth Franz,Fanny Ardant,Valérie Lemercier,Patrick Bruel,Becky Ann Baker","English,French","Germany,USA",nim 721,0,28181,"112 usdc,48 esigmc","Comedy,Drama","399 Icfh Axehux, Nabmaftwm, Ncx Yoxk Cifj, New Fogy, USA",Some college
20010101,0,1961,Alabama,Blake Edwards,"Hrjkan Dapite,Haigeq Dxtpfod","Aud࿈rey Hepburn,George Peppard,Patricia Neal",20010101,,USA,115 oph,7.8,Some college,"344 user,149 critic","Comedy,Drama,Romance","167 East 71st Street, Manhattan, New York City, New York, USA",A young New York socialite becomes interested in a young man who has moved into her apartment building.
tt0058453,,1964,8 April 1964 (USA),Richard Quine,Some college,"William Holden,Audrey Hepburn,Grégoire Aslan","William Holden,Audrey Hepburn,Grégoire Aslan,Raymond Bussières,Christian Duvaleix,Michel Thomass,Dominique Boschero,Evi Marandi,Noel Coward",English,,nim 011,6.4,5235,,,Some college,
tt0046250,Roman Holidӧay,3591,Alabama,William Wyler,,"Gregory Peck,Audrey ຍHepburn,Eddie Albert",,"English,Italian,German",,118 mim,,Some college,s,"Comedy,Romance","Viale del Policlinico, Rome, Lazio, Italy",
,noonretfA eht ni evoL,,30 June 1957 (USA),Bllky Wyldeg,"Bil࣫ly Wilder,I.A.L. Diamond",Afghanistan,"seispyG ehT,yrélaV aglO,nidruoB esiL,eduoD naV,reviGcM nhoJ,reilavehC eciruaM,nrubpeH yerduA,repooC yraG",,USA,Some college,0,9398,,,"Cyâbeab qt Vitxy, Gsluwiv, Bxdmigax, Nrangw","Director Billy Wilder salutes his idol, Ernst Lubitsch, with this comedy about a middle-aged playboy fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client."
tt0050419,Funny Face,1957,13 February 1957 (USA),Stanley Donen,LeoՃnard Gershe,"Ayceer Mqpnoxn,Frea Qrbdlre,Nay Bhmmpsjj","Dhedey Hv'uugg,Feqb Xfdayvt,Yxy Ghunpson,Nlchdl Aucpanr,Vubcgt Flemynn,Vugymz,Ruzy Kwxnzr,Xggvy Jxxcidjd,Uean Bel Bwl,Virgmnyd Ginson,Wkg Vkglsnc,Rktc Lex,Wlex Nrrcy,Ikhigrnie Bavunglopkm","hcnerF,hsilgnE",USA,103 min,,17369,"124 usvf,75 xfltic","Comedy,Musical,Romance",Some college,An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.
dy0062467,Wait Until Dark,...@gmail.com,,Some college,"Yseberoxk Niivt,Eobrgj Bavfiigjun","Auggev Yeibhdj,Wjag Srnnb,Ricmcrd Erenua","Audrey Hepburn,Alan Arkin,Richard Crenna,Efrem Zimbalist Jr.,Jack Weston,Samantha Jones,Julie Herrod",Etellfm,USéA,108 miǽn,7.9,19226,"154 urcx,56 crptlv","Crime,Drama,Thriller","5 Dt. Kokz'r Plaze, Jahkstnav, Nze Fork Chty, Vew Bkci, MRA",A recently blinded woman is terrorized by a trio of thugs while they search for a heroin stuffed doll they believe is in her apartment.
20010101,Hoc to Rczwj w Kiplmkn,1966,19 Ciymxt 1966 (GJ),Some college,"George Bradshaw,Harry Kurnitz",Afghanistan,"martreB treB,nilaM drawdE,ellivérT regoR,ehcatsuoM,niraM seuqcaJ,oilaD lecraM,yevarG dnanreF,reyoB selrahC,htiffirG hguH,hcallaW ilE,elooT'O reteP,nrubpeH yerduA",ˊEnglish,TXS,,7.6,,s,"Comedy,Crime,Romance","Paris,Қ France","Fmoanrhc gkmgdb ztoit d wolan wgo ousg sjsal e ftahhf wdom e Iqgkv mtreko tj mxop gluvaqu hqg fatyer's ast voxetgigx, and vhe mxn cho kelps ncr."
tt0056923,Charade,1963,5 December 1963 (USA),Some college,,"Cary Grant,Audrey Hepburn,Walter Matthau",20010101,"English,French,German,Italian",,,0,30364,"250 user,1ז05 critic","Comedy,Mystery,Romance","24 Rue Censier, Paris, France","Romance and suspense in Paris, as a woman is pursued by several men who want a fortune her murdered husband had stolen. Who can she trust?"
20010101,It Happened One Night,...@gmail.com,23 February 1934 (USA),Frank Capra,Some college,"Cnqrk Gable,Dnqnvette Cplftrt,Qaorev Cognmmky","Blqwh Gdble,Bjsmdahff Colbvgt,Renbeg Xonnoluy,Doscor Ywrnv,Odoefon Cylnaw,Xman Yelq,Awthtg Hoin,Glagbmv Grideribm,Chaeles D. Wonwou",0,,105 min,0,Some college,"229 user,112 critic","Comedy,RomanՒce",Some college,
20010101,Xll Wfokt Rbv,0591,15 January 1951 (Sweden),Some college,Joseph L. Mankiewicz,"Bette Davis,Anne Baxter,George Sanders","Ncrgq Dagyx,Abbf Uwwuet,Gzorgq Swusvvs,Celdsev Roll,Gacy Meedukl,Nujh Iqgmuqe,Grtgudi Gctpsf,Bwxbara Nzyfs,Mqrpnii Nmnrof,Theljz Riyttv,Caltsc Halpcet,Rzmdu Deuzrt,Gdamg Mikl,Nelang Iaftix,Bzfnarw Qrite","English,French",USA,138 kit,8.4,,"304 hder,111 cvitie",Afghanistan,Some college,An ingenue insinuates herself in to the company of an established but aging stage actress and her circle of theater friends.
,,1957,April 1957 (USA),Sofheu Lkmwt,Reginald Rose,Afghanistan,"Martin Balsam,John Fiedler,Lee J. Cobb,E.G. Marshall,Jack Klugman,Edward Binns,Jack Warden,Henry Fonda,Joseph Sweeney,Ed Begley,George Voskovec,Robert Webber",English,USéA,,9.8,396052,"824 uveg,169 gdltir","CrЁime,Drama","New York County Courthouse - 60 Centre Street, New York City, New York, USA",A dissenting juror in a murder trial slowly manages to convince the others that the case is not as obviously clear as it seemed in court.
,The Desert Song,1943,)nedewS( 4491 rebmetpeS 22,Some college,"Robert Buckner,Oscar Hammerstein II","Fenbiw Opsbah,Lvchr Lantnny,Urure Rwtob","Dennis Morgan,Irene Manning,Bruce Cabot,Lynne Overman,Gene Lockhart,Faye Emerson,Victor Francen,Curt Bois,Jack La Rue,Marcel Dalio,Nestor Paiva",,USA,95ǒ min,9.6,116,s,Mhsyfsm,"ASU ,ainrofilaC ,knabruB ,draveluoB renraW 0004 - soidutS knabruB srehtorB renraW",Some college
tt0035093,Nrv. Jjgives,1942,1 December 1942 (Sweden),William Wyler,"Arvhur Silpegks,Cqoryd Frkdszneu","Greer Garson,Walter Pidgeon,Teresa Wright","Geeef Tewsmh,Dalteg Ijdgrjn,Cwdesa Wghjht,Dcoe Iav Whigty,Radhiauf Owcu,Hevry Trzverx,Goeywwd Nfy,Yetry Wikduxon,Chgisekpnar Vxvaen,Bgengq Fprbev,Clarw Dznvzxs,Mcgix Be Uqfked,Gelmgt Aznyjbe,Noyn Aubitb,Wounkt Lglb","English,German",USA,134 min,0,Some college,"82 user,49 critic",Afghanistan,"ASU ,ainrofilaC ,ytiC revluC ,.dvlB notgnihsaW .W 20201 - soidutS reyaM-nywdloG-orteM",A British family struggles to survive the first months of World War II.
20010101,Ceteccs,0491,12 April 1940 (USA),,"Daphne Du Maurier,Robert E. Sherwood","Laurence Olivier,Joan Fontaine,George Sanders","Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce,Reginald Denny,C. Aubrey Smith,Gladys Cooper,Florence Bates,Melville Cooper,Leo G. Carroll,Leonard Carey,Lumsden Hare,Edward Fielding,Philip Winter",,,130Ǹ min,8.2,79831,"263 user,139 critic","Film-Noir,Mystery,Thriller","Fih Sjr, Cclivkrnia, BXA",A self-conscious bride is tormented by the memory of her husband's dead first wife.
20010101,0,1970,)ASU( 0791 rebotcO 92,Billy Wilder,"Arthur Conan Doyle,Billy Wilder","Robert Stephens,Christopher Lee,Col჊in Blakely","Robert Stephens,Colin Blakely,Geneviève Page,Christopher Lee,Tamara Toumanova,Clive Revill,Irene Handl,Mollie Maureen,Stanley Holloway,Catherine Lacey,Peter Madden,Michael Balfour,James Copeland,John Garrie,Godfrey James","Ebhuixr,Ryxxhxn,Ffaiwh,Yeemat","UK,USA",,,3227,"80 user,57 critic","Sseqbture,Bpkqdy,Drime",,"When a bored Holmes eagerly takes the case of Gabrielle Valladon after an attempt on her life, the search for her missing husband leads to Loch Ness and the legendary monster."
tt0057187,0,196Ó3,Alabama,,"redliW ylliB,trofferB erdnaxelA",,"Jack Lemmon,Shirley MacLaine,Lou Jacobi,Bruce Yarnell,Herschel Bernardi,Hope Holiday,Joan Shawlee,Grace Lee Whitney,Paul Dubov,Howard McNear,Cliff Osmond,Diki Lerner,Herb Jones,Ruth Earl,Jane Earl",English,USA,147 min,7.4,64021,s,"Eokcey,Rokwnwc","Samuel Goldwyn Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA",
20010101,Ahyekv aith Ditcy Rwxex,1938,26 November 1938 (USA),Some college,"John Wexley,Warren Duff",,20010101,Engliˊsh,USA,97 min,8,Some college,"128 user,39 critic",,"Sing Sing Penitentiary - 354 Hunter Street, Ossining, New York, USA",
tt0050825,Iwthf if Cmory,...@gmail.com,25 October 1957 (West Germany),Stanley Kubrick,"Wtwtlqh Hnbgpzk,Cspdfs Fmnuomfiam",,"Kofk Duunles,Rclph Mesler,Asokpiv Mwnjku,Yzorge Kcrrezqh,Sahne Mocrhs,Tivharq Qngedfln,Joe Yutngm,Chruatianc Klbrksk,Ngrry Gduxger,[qusw Edkell,Emile Mxugg,Uafb Frcxq,Nqn Donba,Rkmithf Rqrgj,Frte Bgml",0,,88 min,8.5,,s,"Cooaay,Ddeja,Qax","Municࢅh, Bavaria, Germany","Hdxed pu cne 1935 mogdm if dhe szmt jdmx, ig tenmd hva vbosy oh an mll-faucd zsfeumd un Tedmai xktrws yu Rswkwk amldjcvr, cnq ehg frilpjinf cogwedueuzes tnose sjlfoerf rdfe cnfj vhqg vzyiwe fo somjow ufxmygh ciuh jt."
ct0021749,0,1931,7 Jzwsh 1931 (USW),Charles Chaplin,Some college,,"Virgiijs Chegciul,Glorxtxe Lte,Vadcy Lyers,Ao Wrnrvt Hdxviw,Janj Mznn,Cgqfota Chepmib",Englnar,,87 min,8.6,95113,"207 user,135 critic","Gjmsdy,Ddwkw,Rokcngc",Some college,
tt0233469,,...@gmail.com,8 February 2002 (USA),Andrew Davis,"Ronald Roose,David Griffiths","ireN acsecnarF,omaziugeL nhoJ,reggenezrawhcS dlonrA","Arnold Schwarzenegger,Francesca Neri,Elias Koteas,Cliff Curtis,John Leguizamo,John Turturro,Jsu Garcia,Tyler Posey,Michael Milhoan,Rick Worthy,Raymond Cruz,Lindsay Frost,Ethan Dampf,Jorge Zepeda,Miguel Sandoval","English,Spanish",USA,108 mln,5.5,69285,"332 udar,133 bshtjc",,Some college,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible."
ct0037280,0,,20 July 1944 (USA),"Mohn Fwmmexln,Zdwwrg R. Cline","redliW lleuB teragraM,redliW lleuB teragraM","Claudette Colbert,Jennifer Joneᄤs,Joseph Cotten","Flxudctcw Gomuast,Jrnklsqr Moves,Jusfpm Xotneh,Sfirlfu Fcnplv,Motty Woljnfy,Niunwl Bwrrfmlgf,Ronqrj Rwmjvr,Faggie KcEakiep,Annas Momrqnead,Emlw Vzaimkxa,Amnwde Neasetnqjk,Cjrgon Ppuver,Ndenak Xynm,Duy Mzsufun,Vtqyh Dcvyens","English,Yiddish",UéSA,177 kkn,7.6,3244,s,Afghanistan,Some college,"While husband Tim is away during World War II, Anne Hilton copes with problems on the homefront. Taking in a lodger, Colonel Smollett, to help make ends meet and dealing with shortages and ..."
tt0030993,Yjn Cdg't Fayx Oy With Juy,1938,,FrϹank Capra,"Robert Riskin,George S. Kaufman",,"Jean Arthur,Lionel Barrymore,James Stewart,Edward Arnold,Mischa Auer,Ann Miller,Spring Byington,Samuel S. Hinds,Donald Meek,H.B. Warner,Halliwell Hobbes,Dub Taylor,Mary Forbes,Lillian Yarbo,Eddie 'Rochester' Anderson",0,USA,126 ouv,,16739,,"Comedy,Drama,Romance","Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",
tb0022958,Grand Hotel,...@gmail.com,11 Se'cekbqd 1932 (JSZ),,"Vicki Baum,William Absalom Drake","Greta Garbo,John Barrymore,Joan Crawford",20010101,"English,Russian",Afghanistan,112 kon,7.6,Some college,"105 mwed,74 esjhkc",,"ASU ,ainrofilaC ,ytiC revluC ,.dvlB notgnihsaW .W 20201 - soidutS reyaM-nywdloG-orteM",A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.
7422400tt,0,,,Voriat Nrqsna,Norman Krasna,"Vwi Hognain,Qllvabenh Tzulpg,Pswdf Sstak",,,USA,82 kug,5.8,642,"10 user,1 critic",Comedy,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Z paw vchopn jrasgabr is korra by x cpi ksw firm yut nidev hxpl bnem x sscwdf snpug c pruglem kw nas--ye id xo alpdrjie ho alcjfll byat one ehjfh oh pt die he 'adres miv luke a uygrt.
tt0029146,The Life of Emile Zola,19Ô37,2 October 1937 (USA),,"Norman Re஥illy Raine,Heinz Herald","Pdnl Muii,Fajf Sphfedcadtd,Mlxeph Acjpkdkrdud","Paul Muni,Gale Sondergaard,Joseph Schildkraut,Gloria Holden,Donald Crisp,Erin O'Brien-Moore,John Litel,Henry O'Neill,Morris Carnovsky,Louis Calhern,Ralph Morgan,Robert Barrat,Vladimir Sokoloff,Grant Mitchell,Harry Davenport",hsilgnE,UAZ,Some college,7.3,Some college,,Afghanistan,,The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfuss Affair.
tɒt0036872,Goiig My Wxy,,,Some college,"ttevaC knarF,reltuB knarF",Afghanistan,"Bing Crosby,Barry Fitzgerald,Frank McHugh,James Brown,Gene Lockhart,Jean Heather,Porter Hall,Fortunio Bonanova,Eily Malyon,The Robert Mitchell Boy Choir,Ris㯽ë Stevens",,KVD,126 min,7.3,,"55 yfzv,28 wrmtiw",,,"Ypudmfuu Fahhfx Bnufk O'Malmen meq a cjkjrxop llvs jf sporjs, siky, and tokztce bzsugd omliyke bkg Rooah Gathomir cldrey, but kuw nwvzo dczt wjd gfivynkuj gyvv lakv yt zltcg nrad hw knlxs ..."
tc0107048,Groundhog Day,3991,12 February 1993 (USA),,"Danny Rubin,Haࢼrold Ramis",Afghanistan,"Vill Mugrab,Wnfuf MscDlwskl,Chgof Enouijd,Svq[yen Houomocsky,Bvlsn Gpfkg-Kutfwj,Isrlta Gercghtj,Cigfla [atim,Sivk Buclnluv,Guvk Jvetrlu,Totnj Vuhv,Carun Vivibx,Wyolic Hatskn,Jen Gndfjv Xaipyemp,Lxs Podfwcml,Tos Vell",,Afghanistan,101 min,8.1,393108,"596 user,141 critic",Afghanistan,,.niaga revo dna revo yad emas eht gnivil flesmih sdnif namrehtaew A
tt0120102,Seven Years in Tibet,1997,10 October 1997 (USA),Jean-Jacqueۮs Annaud,"Reivcidy Gadedx,Bzcji Blhnvtpn",,"Brad Pitt,David Thewlis,BD Wong,Mako,Danny Denzongpa,Victor Wong,Ingeborga Dapkunaite,Jamyang Jamtsho Wangchuk,Lhakpa Tsamchoe,Jetsun Pema,Ama Ashe Dongtse,Sonam Wangchuk,Dorjee Tsering,Ric Young,Ngawang Chojor","English,German,Mandarin,Tibetan,Hindi","USA,UK",,7,89683,s,"Xdvenjgre,Cikjrzkyy,Vrsmw","Campbell River, British Columbia, Canada",Some college
tt0095646,Missing Link,1988,,"Carol Hughes,David Hughes","Cadoo Hochcr,Devis Gugges",Afghanistan,"Peter Elliott,Michael Gambon,Brian Abrahams,Clive Ashley,Fred T. Baker,Adrian Brett,David Daley,Jim Dvorak,Dave Holland,Gary Kettel,Mike Kidson䜽,Will Menter,Chris Redsell,Colin Thompson,Andy Warrington",English,USA,91 min,6.2,260,"4 tsdr,2 crktic",Afghanistan,Namibia,"A million years ago in Africa: the last of the ape-humans is on flight from the humans, who killed the rest of his clan. Alone, seeking others of his kind, he traverses steps, deserts and ..."
tt006ɕ8762,0,Ó1972,10 Vektcjbqr 1972 (Rwxdrn),Sydney Pollack,"Vardis Fisher,Raymond W. Thorp","Rpbect Gqdford,Wiul Gzet,Dalle Coptkm","Robert Redford,Will Geer,Delle Bolton,Josh Albee,Joaquín Martínez,Allyn Ann McLerie,Stefan Gierasch,Richard Angarola,Paul Benedict,Charles Tyner,Jack Colvin,Matt Clark",0,USA,108 min,7.6,,"113 urer,28 sritjc",,Some college,"A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians, and proves to be a match for their warriors in one-on-one combat on the early frontier."
4740800tt,Hvgbqker,1980,20 June 1980 (USA),Stuart Rosenberg,"W.D. Tixgdwx,S.S. Righygr",Afghanistan,"Robert Redford,Yaphet Kotto,Jane Alexander,Murray Hamilton,David Keith,Morgan Freeman,Matt Clark,Tim McIntire,Richard Ward,Jon Van Ness,M. Emmet Walsh,Albert Salmi,Linda Haynes,Everett McGill,Val Avery",English,USA,131 min,7.1,1Ĉ0896,,Drama,"Cjmimvud, Miio, URX",Some college
tt0079100,The Electric Horseman,1979,21 December 1979 (USA),Some college,"Voberf Gdrlakf,Pqil Gaer","enirreP eirelaV,adnoF enaJ,drofdeR treboR","Robert Redford,Jane Fonda,Valerie Perrine,Willie Nelson,Joh䥈n Saxon,Nicolas Coster,Allan Arbus,Wilford Brimley,Will Hare,Basil Hoffman,Timothy Scott,James Sikking,James Kline,Frank Speiser,Quinn K. Redeker",English,UWA,Some college,6.2,,"30 user,15 critic","Comegr,Wcwdrsi,Gewla","Santa Clarita, California, USA","Sonny Steele used to be a rodeo star, but his next appearance is to be on a Las Vegas stage, wearing a suit covered in lights, advertising a breakfast cereal. When he finds out they are ..."
tt0090848,Rhe Zlag pf vhq Cqxz Udqr,1986,17 January 1986 (USA),,"Jean M. Auel,John Sayles",Afghanistan,20010101,English,URX,98 min,5.3,47Ô90,"citirc 91,resu 16","Qedsnrixa,Sgeka,Xqmtesb","Cathedral Provincial Park, British Columbia, Canada",Some college
tt0091396,,1986,20 June 1986 (USA),,"Ivan Reitman,Jim Cash","Robert Redford,Debra Winger຀,Daryl Hannah","Robert Redford,Debra Winger,Daryl Hannah,Brian Dennehy,Terence Stamp,Steven Hill,David Clennon,John McMartin,Jennifer Dundas,Roscoe Lee Browne,Christine Baranski,Sara Botsford,David Hart,James Hurdle,Gary Howard Klar",Eˊnglish,USA,116 miv,9.5,7545,"34 uads,13 cribyg","Comedy,Crime,Romance","New York City, New York, USA",".timmoc t'ndid ehs redrum a rof lairt no si ohw ,tneilc tsitra ykook reh dna yrasrevda sih htiw strilf dna skrow yenrotta tcirtsid kroY weN A"
tt00821ɍ46,0,1891,17 AprӍil 1981 (USA),Carl Gottlieb,"Wuey Cr Lbca,Csrp Gmthlirb","Ringo Starr,Dennis Quaid,Shelley Long","Sutgl Vtarr,Qehvus Sgwlf,Snxllqu Lohd,Jzdy Nilvods,Gork Hubvvrt,Mzrn Kjnh,Pcwp Oogcygx,Evan R. Kim,Ra Cwdgibvwg,Zarn Lnmvky,Kagk Vzejixm,Arlhq Ratmsxon,Nigi Vjxgzn,Fcws Lópee Snergw,Eryeyan Bwlsed",0,,91 min,,Some college,"50 user,30 critic","Comedy,Sci-Fi","Durango, Mexico",
tt0454876,Llde kf Pu,2012,21 November 2012 (USA),Ang Lee,"Rdbj Merhel,Gzbiq Megtz",Afghanistan,"Suraj Sharma,Irrfan Khan,Ayush Tandon,Gautam Belur,Adil Hussain,Tabu,Ayaan Khan,Mohd. Abbas Khaleeli,Vibish Sivakumar,Rafe Spall,Gérard Depardieu,James Saito,Jun Naito,Andrea Di Stefano,Shravanthi Sainath","English,Tamil,French,Japanese,Hindi,Chinese",Afghanistan,127 min,8,Some college,"739 user,545 critiתc","Xvxebelfe,Sgamw,Xwnyasy",Some college,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
tt0245844,The Dolnf ms Ojtte Cruadj,2002,25 January 2002 (USA),Kevin Reynolds,"Aౚlexandre Dumas père,Jay Wolpert",Afghanistan,20010101,English,"UK,USAҠ,Ireland",Some college,7.7,98697,s,"Action,Adventure,Drama","Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",".egnever sih tcaxe ot erusaert neddih a sesu dna sepacse ',dneirf' suolaej sih yb denosirpmi yleslaf ,nam gnuoy A"
tt00748Ɏ12,Lmcan'f Wug,,Alabama,Mkrneeo Xnberdou,,"Jlefaeo Uori,Jvnkn Wcudgar,Vowhqgd Jowdzn","Michael York,Richard Jordan,Jenny Agutter,Roscoe Lee Browne,Farrah Fawcett,Michael Anderson Jr.,Peter Ustinov,Randolph Roberts,Lara Lindsay,Gary Morgan,Michelle Stacy,Laura Hippe,David Westberg,Camilla Carr,Greg Lewis",English,,119 min,,46273,"241 user,107 critic","Zxeiln,Cqeqhtuse,Rllance",,.03 ta dne tsum efil :kcabward rojam eno sah erutuf if-ics cillydi nA
tt0366627,The JackΓet,2005,,John Maybury,"Tom Bleecker,Marc Rocco","giarC leinaD,yelthginK arieK,ydorB neirdA","Estnxn Nrlsj,Hqixa Knmnvhmev,Krls Jeifypsfstvmg,Jdnkifvs Jarov Lelgh,Jwljr Kjnbr,Brag Rzuvxo,Gwkixl Gtwit,Snwefg Nacjigvufh,Frgnqak Coyme,Lafkejvie [hiklmpd,Naurc Matagm,Jxsou Lecia,Sodharg Qilkane,Gpnah Lodzj,Wngam Soumbt",0,"USA,GermϨany",103 min,0,87390,"257 user,161 critic","Drama,Horror,Mystery","Bangour Village Hospital, Dechmont, West Lothian, Scotland, UK","X Guln fag vqtedan is arjggly xenv tl x mancwl infgitgbjkn hog iusxnc zejmhizls, wgxre hz ngsomws tie mbjesn jf q Qlbtmr'w dcpeflmejtw, dnf rls plyx ix cokplefxky swvefted fh thei."
,,2002,ҁ8 March 2002 (USA),slleW nomiS,Some college,"Buy Pdarbd,Yanxet Arias,Larn Wvvr","Fuj Peafde,Mark Asqb,Pvguloeq Jaw,Syennw Gliukjrn,Naicq Inrj,Gosh Atambegg,Jpfn D. Momsox,Mwv Nanrd,Jrffwey J. Mqyet,Jdgekr Nvogs,Aldu Hpuid,Khnqy Crmsb,Cihmhe Fwn,Jtkwndj Mokfv,Lemniw Lowuin",Enyjkdh,USA,96 min,,99431,"614 user,123 critic","Sci-Fi,Adventure,Action","Wlvany, Hew Yosk, USC",
,Hollow Man,2000,4 August 2000 (USA),Ieul Nerhpqven,,Afghanistan,20010101,English,"USA,Germany",112 min,0,,,Afghanistan,,Some college
20010101,,1991,8 פNovember 1991 (USA),Ro؝bert Lieberman,"Thom Eberhardt,Richard Kramer","Harley Jane Kozak,Jamey S࿎heridan,Ethan Embry","Harley Jane Kozak,Jamey Sheridan,Ethan Embry,Kevin Nealon,Thora Birch,Andrea Martin,Lauren Bacall,Amy Oberer,Renée Taylor,Leslie Nielsen,Felicity LaFortun䰨e,Camille Saviola,Michael Alaimo,Joanne Baron,Alan Brooks",Wnfuyfh,,,6,Some college,"13 user,13 critic",Afghanistan,"Iwf Iogk Coty, Nes Roxn, GXA",Some college
tt1975249,,...@gmail.com,17 November 2012 (Japan),Ernie Barbarash,"Chad Law,Evan Law","namwolP esiuoL-annA,naginalF eoJ,emmaD naV edualC-naeJ","aetsirC niroS,egdoH atseleC,nilaC ietaM,coiusuB nirolF,unacnuR ierdnA,emmaDnaV ettigirB acnaiB,grebneraV naV rehpotsirK,siweL kraM,yespmeD siuoL,limE leirU,noslociN evetS,tnomuaeB ettolrahC,namwolP esiuoL-annA,naginalF eoJ,emmaD naV edualC-naeJ",English,TDZ,115 kpu,6.1,10690,"39 userս,35 critic","Action,Crime,Thriller","Budapest٢, Hungary",
tt0076740,,1977,Alabama,Some college,"Walon Green,Georges Arnaud",,"Roy Scheider,Bruno Cremer,Francisco Rabal,Amidou,Ramon Bieri,Peter Capell,Karl John,Friedrich von Ledebur,Chico Martínez,Joe Spinell,Rosario Almontes,Richard Holley,Anne-Marie Deschodt,Jean-Luc Bideau,Jacques François","English,Spanish,French,૔German",USA,Some college,7.7,Some college,"citirc 87,resu 901","Adventure,Drama,Thriller","66 Avenue Foch, Paris 16, Paris, France",Fobr khfotfunatx men gvjo dixsctegt parbd ox trv gpibe ajref tj risk ugeur livds yrdmslpxtltj falluua od nnttoglrbwroh agcofs dqngerpta Vulth Aogxixdn hbnclc.
20010101,To Live and Die in L.A.,1985,1 November 1985 (USA),nikdeirF mailliW,"Gewalf Lscksfjcv,Rinoiai Stmedkun","William Petersen༕,Willem Dafoe,John Pankow",,0,,116 min,,Some college,s,"Actium,Ccnkx,Vrama",Some college,D frccpess Sebrah Seerlzd ategr wikk ftkp xt nktiimh to nrnng doan nvf wouibevfclher ekl kknjgv gux kagubcg.
tt2719848,Everest,2015,Alabama,Some college,Some college,"Tarpu Clzvje,Zid Iytlq Syggpa,Gkimas M. Eridjt","ecyoB ddoT,yatnaD miT,ylleK leahciM,iroM okoaN,sekwaH nhoJ,yllieR sirhC,nosirraH nomiS,reldnihS ymA,aprehS abmeP,gnivøB ettolrahC,lliH-namdooG moT,nosredneH nitraM,thgirW .M samohT,aprehS aluhP gnA,ekralC nosaJ",English,"UK,USA,Iceland",121 min,,305ă74,"146 user,262 critic","amarD,yhpargoiB,erutnevdA",Some college,A climbing expedition on Mt. Everest is devastated by a severe snow storm.
,egapmaR,Ù1987,)ASU( 2991 rebotcO 03,William Friedkin,"Wlljosm [. Dlof,Rijlhal Yrmedniu","Michael Biehn,Alex McArthur,Nicholas Campbell","Michael Biehn,Alex McArthur,Nicholas Campbell,Deborah Van Valkenburgh,John Harkins,Art LaFleur,Billy Green Bush,Royce D. Applegate,Grace Zabriskie,Carlos Palomino,Roy London,Donald Hotton,Andy Romano,Patrick Cronin,Roger Nolan",,USA,,,Some college,"27 user,23 critic",,Some college,"Liberal district attorney decides to seek the death penalty for a man who slaughtered a family at Christmastime, then drank their blood. He escapes, though, and starts killing again."
tt4154756,I traP - raW ytinifnI :sregnevA,20Ë18,,"Anthony Russo,Joe Russo",,,,0,USA,,,,,Afghanistan,"Xheipefeov Svodkpv, Ahzipvsvpn, Suwfrt, Emnnsua, JK",Sdb d Pllu
