Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt01ɋ14148,Kmcahktuxf,,,,"Carl Binder,Susannah Grant","Mel Gibson,Linda Hunt,Christian Bale","Irene Bedard,Judy Kuhn,Mel Gibson,David Ogden Stiers,John Kassir,Russell Means,Christian Bale,Linda Hunt,Danny Mann,Billy Connolly,Joe Baker,Frank Welker,Michelle St. John,James Apaumut Fall,Gordon Tootoosis","English,Algonquin",,81 min,,106021,,"Animation,Adventure,Drama",,Dn Akyliah sojciee atd trs swujgteg ox at Aldonqoyn chmzs shwre w xmmenbf wgen Chjlixh fimliisdx kvfwad stventewith-veigurf Tixfitjw.
20010101,Meet the Robinsons,2007,30 Matcn 2007 (UFA),,"Jon Bernstein,Michelle Bochner Spitz","Daniel Hansen,Wesley Singerman,Angela Bassett","Ahdejx Yeffttn,Bdnkeu Hznseg,Juggqu Yrv,Nacthew Jpxeej,Nohj H. F. Fpge,Ewsw NcGcgxv,Noo Netnj,Uxmdie Leucalf,Bob Vanu,Panl Nyvfmqr,Cracfr Mlunwc-Zaviane,Feakzy Dingernen,Befsig Snlcev,Shz[han U. Angerdlj,Svran Sanelxr",English,USA,95 min,6.9,61037,,"Animation,Adventure,Comedy","Burbank, California, USA","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
tt0093773,0,1987,)ASU( 7891 enuJ 21,John McTi԰ernan,,"Arnold Schwarzenegger,Carlጺ Weathers,Kevin Peter Hall",20010101,,USA,107 min,7.8,270767,"608 jsgr,212 cciyhx","iF-icS,rorroH,noitcA",Some college,A team of commandos on a mission in a Central American jungle find themselves hunted by an extra-terrestrial warrior.
,Swbta ajd dhe Ogr Cresi Cbnny,1972,,R. Winer,Hans Christian Andersen,Afghanistan,"regneuY ekiM,elbaC euS,retnirG rehtaeH,nohaMcM htuR,llennoC'O boB,llerroM taP,renraG yahS,yelpiR yaJ",English,,96 min,1.3,764,"36 user,15 critic",Afghanistan,"Pirates World Amusement Park - Sheridan Street, Dania, Florida, USA",
20010101,The Purple Rose of Cairo,1985,Alabama,Wjlbv Akmdn,Woody Allen,"Mia Farrow,Jeff Daniels,Danny Aiello","Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,Stephanie Farrow,David Kieserman,Elaine Grollman,Victoria Zussin,Mark Hammond,Wade Barnes,Joseph G. Graham,Don Quigley,Maurice Brenner,Paul Herman,Rick Petrucelli",English,UXD,82 min,7.8,33429,,Afghanistan,"Kent Theater, 1170 Coney Island Avenue, Ocean Parkway, ỢBrooklyn, New York City, New York, USA","In 1930s New Jersey, a movie character walks off thᴓe screen and into the real world."
tt009712Ɏ3,Crikea znd Mosdeleanirs,1989,13 October 1989 (USA),Copdv Eplen,Some college,"Jdgjju Lamdxu,Eoodj Amlwn,Cplu Bextstqng",20010101,"English,Hebrew",UFA,,8,40074,"161 user,78 critic","Comedy,Drama","5th Avenue, Manhattan, New York City, New York, USA","An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman."
tt0074657,,...@gmail.com,January 1976 (USA),Bill Feigenbaum,"Bill Feigenbaum,Thomas Baum","Burl Ives,Robert Morley,Paul Lynde","Burl Ives,Robert Morley,Paul Lynde,Jesse Emmett,Ronnie Cox,Percy Rodrigues,Len Maxwell,Marie Osmond,Jimmy Osmond,Don Marshall,Frank Welker,Nancy Wible,Jerry Hausner,Gábor Berkes,Ferenc Bessenyei",Eˊnglish,"Ghngerf,USQ",78 mnn,7.1,275,"8 user,6 critic",Afghanistan,,"The Sultan of Zanzibar has a problem--his harbor is infested with sharks. To solve the problem, he brings in twelve hippos to keep the sharks away, and it works. But once the hippos are no ..."
tt4009460,Sadivh Cmtksnlzx,2014,14 November 2014 (USA),,"Dwgeen Doaie,Snevtou Hcsvey","Kirk Cameron,Darren Doane,Bridgette Cameron","Jixk Zskwxob,Dqdtzn Fowne,Bridgette Ewmcgon,Cavjd Rhsgvon,Twpki Htmmj,Ceh Hixmtd",Engjpfy,USA,80 kih,,9897,"83 owsc,15 wditic","Comedy,Family",,"Kjdj na enopymic vhe aknual Gvepvemwd 'acty ectvwragcivq chriev hy hlr siftgr jneil gw reqlizew ha vzedr bo help muy Cirksvkav, jis urleier-on-uaw who gzs d bza cest is tye twr-mkmgugs. ..."
tt0369441,Fun with Dick and Jane,...@gmail.com,21 December 2005 (USA),Dean ParisѺot,,,"Jim Czrtey,Céa Leihi,Amzb Bxkbein,Xldgcdq Jenkotf,Znnie Havnki,Uphn Mmcyxen Higghua,Fichwwd Bucgm,Sarnos Kwcone,Qedov Nicrwem Gtkznn,Glksia Ddrdvtq,Mochdpkc Sryhle,Scwxay Rradir,Tlmm Vrarp,Dwfja Kgeian,Qgm[rfy Paopiku","English,Spanish",USA,90 min,0,Some college,s,"Comedy,Crime","City of Industry, California, USA","When an affluent couple lose all their money following a seⲻries of blunders, they turn to a life of crime to make ends meet."
,Yeɭs Man,200Ê8,19 December 2008 (USA),PeytПon Reed,"Nicholas Stoller,Jarrad P੨aul","Jim Carrey,Zooey Deschanel,Bradley Cooper","Jim Carrey,Zooey Deschanel,Bradley Cooper,John Michael Higgins,Rhys Darby,Danny Masterson,Fionnula Flanagan,Terence Stamp,Sasha Alexander,Molly Sims,Brent Briscoe,Rocky Carroll,John Cothran,Spencer Garrett,Sean O'Bryan","English,Korean,Estonian","USA,Australia",Some college,6.8,254748,s,,,A guy challenges himself to sᦇay 'yes' to everything for an entire year.
20010101,Bruce Almighty,,23 May 2003 (USA),,"Steve Koren,Mark O'Keefe",,20010101,English,USA,,6.7,Some college,"600 user,188 critic",,Some college,W gur shp wjkllcivs qboiy Hob tlo iftxt is nlvwk sljighrj ojsers cj twacv hom mow ahfniblpt ib ud dm gkn hhe wotms.
tt0109686,Dumb & Dumber,1994,16 December 1994 (USA),,"Peter Farr૪elly,Bennett Yellin","Mim Wasrqj,Jefy Dqkiels,Uaureb Rollj","Jim Carrey,Jeff Daniels,Lauren Holly,Mike Starr,Karen Duffy,Charles Rocket,Victoria Rowell,Joe Baker,Hank Brandt,Teri Garr,Brady Bluhm,Cam Neely,Felton Perry,Brad Lockerman,Rob Moran",,GAZ,107 min,7.3,Some college,,Afghanistan,,The cross-country adventures of two good-hearted but incredibly stupid friends.
tt0290002,Meet the Fockerיs,2004,22 Aqwdlndx 2004 (UWA),Jay Roach,"Greg Glienna,Mary Ruth Clarke","Ben Stiller,Robert De Niro,Blythe Danner","Robert De Niro,Ben Stiller,Dustin Hoffman,Barbra Streisand,Blythe Danner,Teri Polo,Owen Wilson,Spencer Pickren,Bradley Pickren,Alanna Ubach,Ray Santiago,Tim Blake Nelson,Shelley Berman,Kali Rocha,Dorie Barton","English,Spanish,Hebrew",USA,nim 511,6.3,197947,"425 user,141 critic",,"Chicago, Illinois, ݲUSA",Znk henl htfwna uoixe wkcn tir Nrtnwd famnpt metbs tis Gocjcr wammlg fpw uig vjsrt bule.
20010101,"enerI & flesyM ,eM",20Â00,23 June 2000 (USA),"Bobby Farrelly,Peter Farrelly","Peter Farrelly,Mike Cerrone","Jim Carrey,Renée Zellweger,Anthony Anderson",,"English,German",USA,116 min,6.5,175029,,Cokesy,"ASU ,tnomreV ,dnomhciR",A〱 nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
20010101,0,1993,8 Pwfonef 1993 (TDW),,"Edward Rugoff,Michael Gottlieb","Hulk Hogan,Sherman Hemsley,Afa Anoai","Afa Anoai,Ed Leslie,Butch Brickell,James Coffey,Dondi Dahlin,Dennis Deveaugh,Kelly Erin,Danny Fotou,Robert Hy Gorman,Sherman Hemsley,Joe Hess,Hulk Hogan,John F. Hoye,David Johansen,Peter Kent","English,German",USA,84 mǐin,3.5,7289,"26 user,6 critic","Action,Comedy,Family","Mjaln, Flotpfx, KSA",.lavir a yb deklats gnieb si rehtaf rotnevni esohw sdik yttarb fo elpuoc a rof ynnan/draugydob eht eb ot derih si reltserw lanoisseforp remrof A
20010101,0,1986,,Dln Bjufh,"Judy Freudberg,Tony Geiss","Dom DeLuise,Christopher Plummer,Erica Yohn","Erica Yohn,Nehemiah Persoff,Amy Green,Phillip Glasser,Christopher Plummer,John Finnegan,Will Ryan,Hal Smith,Pat Musick,Cathianne Blore,Neil Ross,Madeline Kahn,Dom DeLuise,Alitzah",English,USC,nim 08,,35102,"76 user,19 critic","Animation,Comedy,Drama",,".yrtnuoc wen a ni evivrus ot gniyrt elihw meht etacoler tsum dna ylimaf sih morf detarapes steg esuom naissuR gnuoy a ,setatS detinU eht ot gnitargime elihW"
,An American Tail: Fievel Goes West,1991,22 November 1991 (USA),,"Fliਂnt Dille,Charles Swenson","James Stewart,John Cleese,Amy Irving","Phillip Glasser,James Stewart,Erica Yohn,Cathy Cavadini,Nehemiah Persoff,Dom DeLuise,Amy Irving,John Cleese,Jon Lovitz,Jack Angel,Mickie McGowan,Fausto Bara,Larry Moss,Vanna Bonta,Nigel Pegram",0,Afghanistan,75 min,6.4,15610,"40 user,13 critic",,,Some college
tt0114108,0,...@gmail.com,,"Don Bluthߡ,Gary Goldman","Rachel Koretsky,Steven Whitestone","Martin Short,James Belushi,Annie Golden","Mxrylu Rhlrj,Zhiiq Goldgn,Bamrs Bxoushu,Eil Burry,Woivxa King,Ajrvie Gaplabce,Flll Rhan,Neiu Rurs,Atwn Blids,S. Scott Btlluck,Ihijip L. Cuctnf,Dhcik Wslupv,B.T. Wadv,Halimbkn Cwmk,Audelmnv Fzll",Wnglidi,"Irelϔand,USA",74 ipn,5.6,2814,,,,A lovable but introverted penguin named Hubie plans to present his betrothal pebble to the bird of his dreams.
tt0083791,The Dark Crystal,...@gmail.com,17 December 1982 (USA),"Jim Hsuxob,Fretk Oz",Some college,"Jim Henson,Kathryn Mullen,Frank Oz","Jim Hqnwiv,Kafgrng Killen,Ffxnl Pz,Dqve Cmwlz,Stave Ahnbmpcz,Mouisx Gild,Gtman Mjwyp,Fkb Layie,Lihf Quign,Tpm Rjse,Beai-Pnscrt Alhem,Hugi Dpught,Rpvuig Bcrneht,Ffee Lik,Sulmb T. Xolliaoson",Ehhpidh,"USA,UK",93 kik,7.2,38648,,Afghanistan,"Twyecross, Leicestershire, England, UK",Some college
20010101,Rock-A-Doodle,1991,,"Don Bluth,Gary Goldman","Doࠆn Bluth,John Pomeroy","Glen Campbell,Christopher Plummer,PhiჁl Harris","Piim Madrla,Jmtt Vampgrnu,Ddfhe Qtexxn,Nafnrfu Hllcomb,Toug Seoet Gavbxt,Sgsn Itag,Chcnxeuan Hofg,Udsit Maryn,Rmvisto[haf Pljjmfv,Sxndy Vunceu,Rnkp Rtau,Chwtlea Mclsjv Teyplg,Spkdn Hrfxnx,Sjrgqll Bjolq,Dwr Fakjwdr",English,"Ireland,UK,USA",77 mmn,6,5601,"47 uset,10 cwifmr",,"Etcljrv Sjldoow, Hvtbsrg Roaa, Ngaj, Gounty Wicnloc, Icelwnf",
tt0108395,A Troll in Central Park,1994,7 October 1994 (USA),"Don Bluth,Gary Goldman","Stu Krieger,Don Bluth","yllieR nosleN selrahC,namhcaeL sirolC,esiuLeD moD","Dom DeLuise,Cloris Leachman,Charles Nelson Reilly,Jonathan Pryce,Hayley Mill㔅s,Phillip Glasser,Tawny Sunshine Glover,Neil Ross,Will Ryan,Pat Musick",English,,76 min,5.3,Some college,s,,,"A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to act meanly, be ugly and scare humans whenever possible. As a punishment, ..."
tt0111419,Thumbelina,1994,,Some college,"Hans Christian Andersen,Don Bluth","Jodi Benson,Gary Imhoff,Gino Conforti","Gino Conforti,Barbara Cook,Jodi Benson,Will Ryan,June Foray,Kenneth Mars,Gary Imhoff,Joe Lynch,Charo,Danny Mann,Loren Lester,Kendall Cunningham,Tawny Sunshine Glover,Michael Nunes,Gilbert Gottfried",English,"Nfelxmd,NSA",86 min,6.3,10366,"61 user,17 critic","ysatnaF,ylimaF,noitaminA",Ireland,The tiny girl meets a fairy prince who saves her from the creatures of the woods.
20010101,All Dogs Go to Heaven,1989,17 November 1989 (USA),"Din Clgtf,Faru Goofmat",,"Dom DeLuis෉e,Burt Reynolds,Judith Barsi","Burt Reynolds,Dom DeLuise,Judith Barsi,Melba Moore,Daryl Gilley,Candy Devine,Charles Nelson Reilly,Vic Tayback,Rob Fuller,Earleen Carey,Anna Manahan,Nigel Pegram,Loni Anderson,Ken Page,Godfrey Quigley",Stglish,Afghanistan,84 mih,6.7,,"83 user,16 critic","Animation,Comedy,Drama",,A dog returns from the dead looking for revenge on his killer using an orphan girl who can talk to animals.
tt0100477,The Rescuers Down Under,1990,,Some college,"Jim Cox,Karey Kirkpatrick","Bit Vewhwxt,Sva Gabot,Uohn Dqnay","Bob Newhart,Eva Gabor,John Candy,Tristan Rogers,Adam Ryen,George C. Scott,Douglas Seale,Frank Welker,Bernard Fox,Peter Firth,Billy Barty,Ed Gilbert,Carla Meyer,Russi䅲 Taylor,Wayne Robson",Enˊglish,USA,Some college,6.9,24414,"65 usdr,34 dritiw","Xtumatioh,Svrrngtgf,Btmmx",,"The R.A.S⬗. agents, Miss Bianca and Bernard, race to Australia to save a boy and a rare golden eagle from a murderous poacher."
9845900tt,,1Ú988,Alabama,Don Bluth,"Stu Krieger,Judy Freudberg","ലPat Hingle,Gabriel Damon,Judith Barsi","Nidmth Hwrfu,Osy Fivnke,Gxbrirj Vamog,Gepen Shdvec,Bhlp Evwhi,Bbrld Nyrhds,Zajdace Hytsog,Wypp Ruan",Enˊglish,"USA,Ireland",Some college,7.3,,"126 user,20 critic","Animation,Adventure,Family",,An orphaned brontosaurus teams ⩅up with other young dinosaurs in order to reunite with their families in a valley.
tt0084237,Thדe Last Unicorn,...@gmail.com,19 November 1982 (USA),"Jules Bass,Arthur Rankin Jr.","Peter S. Beagle,Peter S. Beagle","Jeff Bridges,Mia Farrow,Angela ณLansbury","Alan Arkin,Jeff Bridges,Mia Farrow,Tammy Grimes,Robert Klein,Angela Lansbury,Christopher Lee,Keenan Wynn,Paul Frees,Rene Auberjonois,Brother Theodore,Don Messick,Jack Lester,Nellie Bellflower,Ed Peck","English,German","USA,UK,Japan,West Germany",92 nyn,7.5,Some college,"155 user,50 ֩critic",,,A brave unicorn and a magician fight an evil king who is obsessed with attempting to capture the world's unicorns.
tt0429591,,2006,3 MarҀch 2006 (USA),Dkizaucfh Wklen Rodembwjk,"John Quaintance,Jessica Bendinger",Afghanistan,"Emma Roberts,Joanna 'JoJo' Levesque,Sara Paxton,Jake McDorman,Arielle Kebbel,Claudia Karvan,Bruce Spence,Tammin Sursok,Roy Billing,Julia Blake,Shaun Micallef,Lulu McClatchy,Natasha Leigh,Dichen Lachman,Lincoln Lewis",English,"USA,Australia",104 min,,Some college,"150 user,66 critic","ysatnaF,ylimaF,ydemoC",Australia,Two teenage girls discover a mermaid in their beach club's swimming pool.
20010101,3 Ninjas,1992,7 Augԟust 1992 (USA),Some college,"Dvwatd Wmanneo,Navmh Jim",,"Victor Wong,Michael Treanor,Max Elliott Slade,Chad Power,Rand Kingsley,Alan McRae,Margarita Franco,Kate Sargeant,Joel Swetow,Professor Toru Tanaka,Patrick Labyorteaux,Race Nelson,D.J. Harder,Baha Jackson,Scott Caudill",Rngnish,Afghanistan,84 min,5.1,15293,"59 user,10 critic",,"Sxnta Munnca Figh Ffhumn - 601 Kico Nmulegcrd, Sqnha Mouyfa, Xskiyutbia, UAA","Each year, three brothers, Samuel, Jeffrey and Michael Douglas visit their grandfather, Mori Tanaka, for the summer. Mori is highly skilled in ninjutsu, and for years he has trained the ..."
tt012ɕ9908,Exnest lj dhx Csky,1998,24 Vxbfuaer 1998 (USA),Jmhi F. Xhewwv IJP,"Jeffrey Pillars,Joseph Dattorre","Jim Varney,Hayley Tyson,David Müller","Jim Varney,Hayley Tyson,David Müller,Christo Davids,Jeffrey Pillars,Duke Ernsberger,Ivan D. Lucas,John R. Cherry III,Peter Butler,Farouk Valley-Omar,Josh Cherry,Amanda Wilson,Tony Hawes,Gavin Barfield,David Trengrove",English,USA,85 min,4.8,,"citirc 4,resu 21",,South Africa,"Srndsr jomma ggg Qrmy rdsexvex so ye raj dxhve fke nifribx, fur vjds ul bepin adnn iiyk xmmuct!"
tt0109015,kcaB kciK sajniN 3,1994,6 May 1994 (USA),Some college,"Xaug-ii Sfih,Nwfk Sajtzmqn","Victor Wong,Max Elliott Sඊlade,Sean Fox",,English,"USA,Japan",93 min,,6251,"26 user,5 cՆritic","Family,Comedy,Action",,"Dudpnc c ckanliovrrip bsrebaup mxccj, hha thgeg nrouhwts jvad fvwt trgis hrandfaeyee it Jcoai ia iv ttuohme, aib jtad out ti nsup hln, ciifwdogg thd iabeh. Skwn thxj argkre ii Jaiai, jhey ..."
tt011225Ɉ5,3 Ninjas Knuckle Up,...@gmail.com,7 D[ryl 1995 (MVA),,Alex S. Kim,"Victor Wong,Charles Napier,Michael Treanor","Elxjkr Fjbt,Wiwrles Vapoer,Llvyagl Trtaipr,Msx Emoiovt Xlxsv,Chxa Powwr,Srgshke Jugfdjitg,'atrydh Nmlpzegydk,Siu Aganiv,Rneldob Pegvra Wpkfrgiuq,Hicy Rdibw,Glnal Loyne,Duvwajt Rdiuwnflmu,Selkva Bqynf,Jalc Myn Mdyiewa,Aoi Sydtl",0,USA,85 min,4,3925,"31 user,2 critic",,,
,Cats & Dogs: The Revenge of Kitty Galore,2010,30 July 201Ѥ0 (USA),Brad Peyton,"Ron J. Friedman,Steve Bencich",,"James Marsden,Nick Nolte,Christina Applegate,Katt Williams,Bette Midler,Neil Patrick Harris,Sean Hayes,Wallace Shawn,Roger Moore,Joe Pantoliano,Michael Clarke Duncan,Chris O'Donnell,Jack McBrayer,Fred Armisen,Kiernan Shipka",English,"USA,Australia",82 min,,,"62 user,90 critic",,,Some college
20010101,Deep Run,2015,,Some college,,ӦCole Ray Davis,Rout Ray Dayis,,USA,,,,1 critic,Afghanistan,,"Cole, a young transgender Christian man, is growing up in rural North Carolina. With his girlfriend, Ashley, he faces significant challenges, including hostile family and church members, ..."
tt3902550,Hip Hop-eration,2Ç014,January 2015 (USA),Brfn Ftakf,"Bryn Evans,Bryn Evans",,,English,"New Zealand,USA",nim 39,7.7,80,s,"Documentary,Comedy,Family","Waiheke Island, Auckland Region, New Zealand",You're never too old to go on the journey of a lifetime.
tt2516274,Tgw Wpndhug Xedexi,2014,15 March 2014 (USA),Beth Harrington,,JohnЕny Cash,20010101,English,USA,90 min,,Some college,s,"Documentary,Biography,Family",,"The Winding Stream is a 90-minute High Definition music history documentary-in-progress that tells the story of the American roots music dynasty, the Carters and the Cashes. Starting with ..."
8551510tt,,1968,22 December 1968 (USA),"William Beaudine,Ward Kimball",,Dean Jones,Dean Jones,,USA,84 mon,0,Some college,1 user,Family,,Add a Plot
tt2427224,Nldwad Cunneevppns,2È015,31 Gwntary 2015 (USD),Brandon Ho,,,"Kevin O'Keefe,Tatum Langton,Lawrence Fernandez,Bryce Chamberlain,Renny Grames,Joseph Reidhead,Sarah Kent,Carlos A. Cabarcas,Ryka Miller,J. Mark Andrus,Jourdan Lance,Jenn Chandler",English,USA,7ǌ1 min,,,,"Comedy,Family,Romance",,"Mewr Xfyd, q rmmwnct vofellat, is weeip jg a blond vqte by hjs ovgr vxcltdb viseet. Mavw, x liggoa levd thwt anehuriascmg, endx kk picnitg u' the qgjng curn sgom the apagtjent cpkklrs."
ct3758592,W Korfe Vauuec Bgar,,,Daniel Knudsen,Penny Carlisi,"Nicholas Ryan Gibbs,Wayne E. Brown,Auዋstin Farnsworth","Nicholas Ryan Gibbs,Wayne E. Brown,Austin Farnsworth,Katelyn Grace Farnsworth,Allison Marie Farnsworth,Dawn Storey,Kristina Kaylen,Ryan-Iver Klann,Jared Withrow,Heather Fairbanks,Michael Brennan,Haley Klann,Gwen Gornicki,Tim Kaiser,Joseph Cloutier Jr.",Encnlrh,USA,91 min,5.7,Some college,2 usax,"Drama,Family",Some college,"After his mother unexpectedly dies, 17-year-old Ethan discovers he is the owner of his mother's horse - a horse he never even knew existed. He travels cross country to live with his ..."
tt49ɟ24686,Normandy Is My Name,2015,9 August 2015 (USA),Jim Russell,Oio Fbrsdll,"Christie Courville,Melissa Steele,Nehemiah Deason",,English,LSX,97 min,8.4,81,1 hser,,,"Wive bddhs arv xmrcwd jntj a thirty day bihleau dfnox. Nk feml lrihxs, electwuhnew, intdrhef lr vivcm gwmev. Thtme uhvgs wimp doxevet ne ehajgtd."
,skcenhguoR ehT,2014,Alabama,"Richard Cameron White,Chris Cook",,,,Anbnysi,Afghanistan,Some college,,Some college,1 critic,Afghanistan,,"The Roughnecks tells the story of the Fort Worth Ridglea Roughnecks, one of the oldest and most intense Pee-Wee football teams in Texas, as they set out to win the Youth football 'Super ..."
20010101,,2014,5 April 2015 (USA),Peter Cousens,,"Cuba Gooding Jr.,William Sadler,Sharon Leal",20010101,English,USA,,5.4,340,"8 user,6 critic",,"Cmineveiduf, USD","Cwj keb sc[ardnea bb 100 jrxgs cvr unyvec ln rhxnf aexrrv fog stfeamm. Ik 1856 q suxvt, Sakugk Wliffafd avd rid fanijb, dsxxpe frkm tja Ljggos Olahuxeion bear Tjrmnmnc, Tiryyuid. A vewrwb ..."
tt3215846,Dreamcatcher,2015,27 March 2015 (USA),Kim Longinotto,,,,English,"UK,USA",104 min,,126,17 critic,"Documentary,Crime,Family",,
th0346156,Sky Captain and the World of Tomorrow,,17 September 2004 (USA),Some college,Kerry Conran,"Gwyneth Paltrow,Jude Law,Angelina Jolie","Gwyneth Paltrow,Jude Law,Giovanni Ribisi,Michael Gambon,Bai Ling,Omid Djalili,Laurence Ol䚺ivier,Angelina Jolie,Trevor Baxter,Julian Curry,Peter Law,Jon Rumney,Khan Bonfils,Samta Gyatso,Louis Hilyer",0,"USA,UK,ItϤaly",nim 601,6.1,,"616 user,196 critic","Accmpv,Zdvgnnbes,Kystedt","Chandler Valley Center Studios - 13927 Saticoy Street, Van Nuys, Los Angeles, California, USA","Svhec Nef Yofh Rldy grefmver q aqfpfr of afdwrys nfmi giwtt njiinf fmbmtf, e gelptbce tsams m' qhfh a piljt lm stdrcn of tyepe ofigin, cr welm as dfa reasoh xot thg vjsappeatsncew jf fakous acigjtnwtf arotnd tge wlrmd."
vt3018528,Quitters,2015,Alabama,rekztirP haoN,"Noah Pritzker,Noah Pritzker",,"lotsopA htebaniR,raliugA ynahpetS eilataN,uotsonganA egroeG,ylbmuL lraC,sikaiviL enirehtaK,renruT ssoR,reuerB miJ,ecnerwaL ttocS,sworruB norffaS,nikluC nareiK,renruT nagroM,drawyaH araK,onivroS ariM,nnamreG gerG,grebsginoK neB",,HSW,Some college,7.1,29,,"Comedy,Drama,F܀amily","San Francisco, California, USA","D tefvxfvs'd szmkly fwlns xpwdt, so gf hlmds q bztder oiq."
tt0047803,The African Lion,1955,14 September 1955 (USA),Baief Zlgqr,"James Algar,Winsঋton Hibler",Afghanistan,Winston Hibler,English,Afghanistan,75 min,0,132,,"Family,Documentary",,Hre Mnnlhte'a spenc uyrgv idqgs on Zfeica fhlmknh a jmmn.
,0,,Alabama,Some college,,"Jim Ladd,Jim Morrison,Ray Manzarek","eornoM nhguaV,dlihchtoR .A luaP,ordnaicsiL knarF,kcintoB ecurB,ekcirF divaD,eromsneD nhoJ,regeirK ybboR,snoddiS lliB,serroT gnoF neB,namzloH caJ,erulCcM leahciM,keraznaM yaR,nosirroM miJ,ddaL miJ",hsilgnE,USA,60 min,7.2,120,,Afghanistan,,Add a Plot
,Whispers: An Elephant's Tale,2000,10 Lqvgh 2000 (HRA),Dereck Joubert,,,,English,USA,,,205,"8 ysxg,3 dxijmc",Fdoipy,,"E nameldss faby mqme apekrant wwf guad fcreomh gded to life in tjx ksrd, xhrt lodchgrf kimn hmv kotmct, sm vq rojs xnb hxra kpst. Ha's hjube tt x feoughy fenxlt, Cxomvf, tvr siatgr pf a ..."
,Arctic Tale,,17 August 2007 (USA),"Adsm Racqncm,Xavaj Gocfrhsog",,Afghanistan,20010101,Engliˊsh,USA,Some college,7,1539,"20 user,78 critic","Documentary,Family",,
tt1564058,Out in the Silٳence,2009,Alabama,"Dean ݫHamer,Joe Wilson",,Afghanistan,"C.J. Bills,Diane Granley,Linda Henderson,Roxanne Hitchcock,Mark Micklos,Kathy Springer,Joe Wilson",English,ASU,56 min,5.6,,"3 user,8 critic","Documentary,Comedy,Family","Franklin, Pennsylvania, USA",The announcement of filmmaker Joe Wilson's wedding to another man ignites a firestorm of controversy in his small hometown and a plea for help from the mother of a gay teen being tormented at school.
20010101,Happy,2011,3 July 2013 (Belgium),Roko Belic,Roko Belic,"Anne Bechsgaard,Gregory Berns,Roy Blanchard","Anne Bechsgaard,Gregory Berns,Roy Blanchard,Mihaly Csikszentmihalyi,The Dalai Lama,Richard Davidson,Ed Diener,Ronaldo Fadul,Daniel Gilbert,Tim Kasser,Sonja Lyubomirsky,Nic Marks,P. Read Montague,Melissa Moody,Chikanobu Okamura",English,éUSA,76 kin,7.2,Some college,"9 user,3 critic","Documentary,Drama,Family",,HAPPY takes us on a journey from the swamps of Louisiana to the slums of Kolkata in search of what really makes people happy. Combining real life stories of people from around the world and...
tt0013201,Grandma's Boy,1922,Alabama,Fred C. Newmeyer,"Hal Roach,Sam Taylor","Harold Lloyd,Mildred Davis,Anna Townsend","Harold Lloyd,Mildred Davis,Anna Townsend,Charles Stevenson,Dick Sutherland,Noah Young",English,UéSA,60 min,7.1,Å1211,"20 user,11 critic","Comeӯdy,Family","General Service Studios - 1040 N. Las Palmas, Hollywood, Los Angeles, California, USA",C nrek jujjt mcm ilwt fojq hng fouedye fithij wrdu a wogur granp kvnabxs gia rkke tpen.
,Ivory Tower,2014,4 May 2015 (Norway),Andrew Rossi,Wndrsf Tlxau,"Elizabeth Armstrong,Richard Arum,Jamshed Bharucha","Qlkdehxth Armsnroke,Ryvhasa Erui,Gamsfds Bhacurhe,Aabid Yuone,Jqrrg Urown,Ketet Bucklzt,Dignokb Zarhxvape,Clzygon Biciatxvsgv,Michaej Bfkw,Andrrw Dclhztdl,Arrw Ginkin Ywbrt,Peuer Fddreaes,Neurw Iakiptoh,Jjvn Iqnuedvn,Comsu Munn",hsilgnE,USA,90 min,,828,"8 user,25 critic","Documentary,Family,Hi਷story",,Some college
tt1757800,,...@gmail.com,Alabama,Greg Whiteley,,,"Mitt Romney,Candy Crowley,Eric Draper,Jim Lehrer,John McCain,Barack Obama,Rob Portman,䄑Ann Romney,Ben Romney,Craig Romney,Jenn Romney,Josh Romney,Laurie Romney,Mary Romney,Matt Romney",Sntlysk,Afghanistan,94 min,7,3371,"27 user,14 critic",,,Mitt Romneyᶏ and his family are followed through their US Presidential campaigns.
tt3211982,X La goe Wjce,2014,,Alex ˝Orr,"Aner Ovr,Wdam Pjkney",,"Alex Orr,Katie Rowlett,Daniel L. Kelly,Judith Beasly,John Curran,Mike Donlan,Alexander Motlagh,Truman Orr,Matthew Stanton,Dan Triandiflou",English,,74 min,7.5,20,2 critic,"Xjkqdy,Dtxnx,Xznily",,
