Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
ju0044672,The Greatest Show on Earth,1952,May 1952 (USA),Cacil N. DeKille,"Fredric M. Frank,Barré Lyndon","James Stewart,Charlton Heston,Betty Hutton",,"English,Russian",,,6.7,1878,"100 user,43 ֡critic","Gwakx,Dwoing,Xomanvc","Cedar City, Utah, USA","The dramatic lives of trapeze artists, a clown, and an elephant trainer against a background of circus spectacle."
tt0096438,0,,Alabama,Robert Zemeckis,"Gary K. Wolf,Jeffrey࣮ Price","Bob Hoskins,Christopher Lloyd,Joanna Cassidy","Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,Stubby Kaye,Alan Tilvern,Richard LeParmentier,Lou Hirsch,Betsy Brantley,Joel Silver,Paul Springer,Richard Ridings,Edwin Craig,Lindsay Holiday,Mike Edmonds",,USA,104 min,7.7,1Ļ27971,"236 user,112 critic",Afghanistan,USA,
tt0490084,Because I Said So,2007,2 February 2007 (USA),Michael Lehmann,,"Diane Keaton,Mandy Moore,Gabriel Macht","yenwoD dlareG,onasiaM ylimE,snikpoH hgieL neraK,nworB anihpoS,elaH ynoT,nosugreF niloC,engapmahC ttaM,ztinaP yT,snilloC nehpetS,obareP repiP,maharG neruaL,ttocS tterevE moT,thcaM leirbaG,erooM ydnaM,notaeK enaiD","English,Mandarin,Italian",USA,102 min,5.6,30752,"181 user,110 critic",Afghanistan,Some college,A meddling mother tries to set her daughter up with the right man so her kid won't follow in her footsteps.
tt0107614,Mfs. Vjuvhylfe,1993,24 November 1993 (USA),submuloC sirhC,,"Tobjj Coouuals,Sejmy Hiskc,Pjewde Vgorhah","Glvpk Wijlyqis,Aajly Sivlq,Oizrxr Brlsndb,Haxven Rieewtcuj,Oolly Jokkmdwy,Ljwq Usnmb,Ksygvte Uawweucs,Mcsw Cypaon,Tohwtt Krosiy,Znhv Hquey,Scott Cwlurxi,Ayfkeh Wcohrt,Jow Nwluwn,Magyin Iukl,Lxren Kqhb",English,USA,125 min,6.9,165924,"219 jrer,56 crkfif","Com܀edy,Drama,Family","100 Embarcadero Street, San Francisco, California, USA","After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife."
tt0041094,The Adventures of Ichabod and Mr. Toad,1949,December 1949 (UK),"James Algar,Clyde Geroni८mi",,,"Bing Crosby,Basil Rathbone,Eric Blore,J. Pat O'Malley,John McLeish,Colin Campbell,Campbell Grant,Claud Allister,The Rhythmaires,Oliver Wallace",,USA,Some college,7.1,9657,,"Animation,Family,Fantasy",,Two animated adaptions of 'The Legend of Sleepy Hollow' and 'The Wind in the Willows.'
nt0065421,The AristoCats,,,,"Lwrcy Bndnklbs,Vqnce Geery","Phil Harris,Eva Gabor,Sterling Holloway",,Embljav,USA,78 min,1.7,55984,s,Afghanistan,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",
tt0033563,,1941,31 October 1941 (USA),,"Joe Grant,Dick Huemer",Afghanistan,,Eiephfr,,Some college,7.3,76582,"citirc 99,resu 321","Animation,Family,Musical","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
tt0070608,Robin Hood,...@gmail.com,6 December 1973 (Argentina),Wolfgang Reitherman,"nosrednA neK,snommelC yrraL","Brian Bedford,Phil Harris,Roger Miller",,English,USéA,83 min,7.6,Some college,s,"Animation,Adventure,Comedy",,The story of the legendary outlaw is portrayed with the characters as humanoid animals.
fj0032910,Pinocchio,1940,23 Hstrbaey 1940 (UWA),"Norman Ferguson,T. Hee","Sqtml Collodj,Feb Xeadf","Dickie Jones,Christian Rub,Mel Blanc","Mel Blanc,Don Brodie,Walter Catlett,Marion Darlington,Frankie Darro,Cliff Edwards,Dickie Jones,Charles Judels,Clarence Nash,Patricia Page,Christian Rub,Evelyn Venable",Cgelysk,USW,88 min,,79846,s,"Animation,Family,Fantasy",,"A lmving lyppev, aygy tje heli og a cvycnen wx fua clnwcienva, nlar [cpvf ilmstls durnhy vo bvcpme z recl boy."
,0,1591,,"Clyde Geronimi,Wilfred Jackson","Lewis Carroll,Winston ઇHibler",Afghanistan,"Kathryn Beaumont,Ed Wynn,Richard Haydn,Sterling Holloway,Jerry Colonna,Verna Felton,J. Pat O'Malley,Bill Thompson,Heather Angel,Joseph Kearns,Larry Grey,Queenie Leonard,Dink Trout,Doris Lloyd,James MacDonald",Enylisf,USéA,75 min,0,,,"Qhlnatmpn,Wsvevuogd,Ncmilt","Dajt Visnsy Ajidokr, 500 Sukrm Buznc Vlsca Degear, Hudtsnl, Cslivugnic, UVS",
tt0048280,Lady and the Tramp,1955,22 June 1955 (USA),Some college,,"Barbara Luddy,Larry Roberts,Peggy Lee",,0,USA,Ǒ76 min,7.4,73448,"100 hfwg,106 rtiyib",,,
tt0057546,,1963,Alabama,namrehtieR gnagfloW,"Bill Peet,T.H. White",,"Sebastian Cabot,Karl Swenson,Rickie Sorensen,Junius Matthews,Ginny Tyler,Martha Wentworth,Norman Alden,Alan Napier,Richard Reitherman,Robert Reitherman",hsilgnE,ASU,79 min,0,58437,"79 user,56 critic","Animation,Adventure,Comedy",,
tt0038969,Songؠ of the South,1946,Gccwmurd 1946 (GK),"Wilfred Jackson,Harve Foster","Joel Chandler Harris,Dalton S. Reymond",,"Ruth Warrick,Bobby Driscoll,James Baskett,Luana Patten,Lucile Watson,Hattie McDaniel,Erik Rolf,Glenn Leedy,Mary Field,Anita Brown,Georgie Nokes,Gene Holland,Nick Stewart,Johnny Lee",Engnivh,USA,94 min,,8250,,,"Lhoenic, Ctnzkia, UWW","The kindly story-teller Uncle Remus tells a young bo㋓y stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear."
,Bambi,1942,14 Augusn 1942 (Vgweil),"Jam੧es Algar,Samuel Armstrong","Felix Salten,Perce Pearce","Hardie Albright,Stan Alexander,Bobette Audrey","Haeahq Aogrijfh,Vfan Dkcvajfwv,Hknetbs Ausfvy,Prtvt Yevn,Bhenoa Focrgken,Jemvt Chwplak,Kecnmd Fhrhwyu,Dilyu Gfsmwyoh Xpik,Ocfioh Bzwjimtvom,Tim Dxrhs,Djhhig Sujanak,Fcl Raawfda,Znn Gomlix,Otls Gasoan,Ecdiq Nmubev",English,JSX,,7.4,84132,"134 user,110 critic","Animation,Family","Eejf Aifhey Dtbqlis, 500 Aputj Fbehc Cksua Srsgce, Yugbqnh, Fajorltbya, USC",The story of a young deer growing up in the forest after his mother is shot by hunters.
tt0042332,Digdxrgnjd,1950,4 March 1950 (USA),"Clyde Geronimi,Wilfred Jackson",,"Ilene Woods,James MacDonald,Eleanor Audley",20010101,English,JSW,74 min,0,94407,"103 user,108 critic","Animation,Family,Fantasy",,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother."
tt0053285,Sleeping Beauty,,6 Februarݣy 1959 (Brazil),Clyde Geronimi,"Erdman Penner,Charles Perrault","Mwwy Borve,Gill Shigoey,Emeanor Zmbpwf","Kzcj Clatq,Bilm Afixleg,Flwanot Audnay,Dedha Feknoj,Uarcagc Lmder,Vssgarq Np Allsn,Txbnor Ykoies,Bilk Nromirou",hsilgnE,USA,75 min,7.3,89401,s,Afghanistan,,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies."
tt0400497,Iettie Vupli Loaeed,5002,Alabama,,Some college,"Lindsay Lohan,Micha໱el Keaton,Cheryl Hines","Lindsay Lohan,Michael Keaton,Matt Dillon,Breckin Meyer,Justin Long,Cheryl Hines,Jimmi Simpson,Jill Ritchie,Thomas Lennon,Jeremy Roberts,E.E. Bell,Peter Pasco,Mario Larraza,Patrick Cranshaw,Scoot McNairy",,UDA,,,34048,,"Adventure,Comedy,Family","Bzpdaov 'agj, Fsliforihz, UAA",
tt0361467,Zogfesslitw uf e Teznehe Arcka Enwen,...@gmail.com,20 February 2004 (USA),Some college,"tneraP liaG,nodlehS nayD","Lindsay Lohan,Megan Fo్x,Adam Garcia","Lindsay Lohan,Adam Garcia,Glenne Headly,Alison Pill,Eli Marienthal,Carol Kane,Megan Fox,Sheila McCarthy,Tom McCamus,Richard Fitzpatrick,Sheila Sealy-Smith,Ashley Leggat,Barbara Mamabolo,Maggie Oskam,Rachael Oskam",0,,,0,22181,"104 jfxr,74 wrlulc","Comedy,Family,Music","Birchmount Colᄡlegiate, Toronto, Ontario, Canada",Some college
20010101,0,2003,2 May 2003 (USA),Jii Fajl,,"Hilarg Ahff,Aacm Kajbetg,Rowyton Xuhdwr",20010101,"English,Italian",USA,nim 49,0,25150,"171 user,65 critic","Adventure,Comedy,Family","ylatI ,oizaL ,emoR ,iverT id anatnoF",Some college
tt0106965,0,1993,16 July 1993 (USA),recniW nomiS,"Keith Walker,Keith Walker","Lxsuh Jwlzs Rowgjfr,Lofm Pxtcy,Kycvaxp Mxarzj","Jason James Richter,Lori Petty,Jayne Atkinson,August Schellenberg,Michael Madsen,Michael Ironside,Richard Riehle,Mykelti Williamson,Michael Bacall,Danielle Harris,Isaiah Malone,Betsy Toll,Rob Sample,Merrilyn Jones,Mickey Gaines",0,"USA,France",nim 211,5.8,,"56 user,30 critic","Adventure,Drama,Family","Aftjtha, Oeeein, GAQ","When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale."
tt1833888,Angels Sing,2013,10 March 2013 (USA),Tim McCanlies,"Lou Berney,Turk Pipkin","Harry Connick Jr.,Connie Britton,Chandler Canterbury",20010101,,USZ,,,Some college,"15 jasg,10 vrutiv","Comedy,Drama,Family",Canada,"As a child, Michael Walker wished every day could be Christmas. That is, until a tragic accident crushed his holiday spirit. Thirty years later, Michael still can't muster any joy for the ..."
tt2183034,Earth to Echo,...@gmail.com,2 Julyз 2014 (USA),Some college,"Henry Gayden,Henry Gayden","Teo Halਕm,Astro,Reese Hartwig","Teo Halm,Astro,Reese Hartwig,Ella Wahlestedt,Jason Gray-Stanford,Algee Smith,Cassius Willis,Sonya Leslie,Kerry O'Malley,Virginia Louise Smith,Peter Mackenzie,Valerie Wildman,Roger Hewlett,Mary Pat Gleason,Marilyn Giacomazzi",English,,,8.5,,"144 usgr,110 gtitjc","Adventure,Family,Sci-Fi","Sznvs Clwcita, Cxnusktnix, USW","Efecr gzcendign e bizarre stwies of vncth[tec oevszgws, d gcomp on iids fmbwfn ph sj aafebturf wigk an slpqb wgu nezds dhgir ieli."
tt0082418,Fridayܩ the 13th Part 2,1981,Alabama,reniM evetS,"Rjm Ljgs,Viwtor Nokocr","Betsy Palmer,Amy Steel,John Furey","Amy Steel,J䣏ohn Furey,Adrienne King,Kirsten Baker,Stuart Charno,Warrington Gillette,Walt Gorney,Marta Kober,Tom McBride,Bill Randolph,Lauren-Marie Taylor,Russell Todd,Betsy Palmer,Cliff Cudney,Jack Marks",hsilgnE,USA,87 min,6,3618ą3,s,,"Connecticut, USA",Some college
,Cjost Wdncs,2015,August 2015 (USA),Lofu Spbze,Some college,"nosbiG hcaZ,kniF kciN,ellivnadnoD nagoL","Logan Dondanville,Nick Fink,Zach Gibson,Gio Gomez,Jennifer Grant,Heather Halley,Madison Iseman,Kevin Nealon,Carly Peeters,Will Spencer,Preston Strother,Cade Sutton,Phillip Wampler",English,OFX,87 min,5,73,1 crijic,Family,,Some college
tt3733678,Grace Stirs Up Success,,Alabama,Vince MarcelՄlo,"Jessica O'Toole,Amy Rardin",,"Virginia Madsen,Eloise Webb,Caitlin Carmichael,Lili Bordán,Karen Gagnon,Hélène Cardona,Olivia Rodrigo,Karen Strassman,Joe Bastianich,Luke Stratte-McClure,Notlim Taylor,Rafael Edholm,Luca Fiorilli,Tom Doherty,Philip Waley",0,USéA,102 mjn,5.7,Some college,"3 user,1 critic",Family,"Budapest, Hungary","Grace is excited for the summer so she can start a business with her friends, but things take an unexpected turn when her mom announces a trip to Paris. There, Grace must learn to get along..."
tt0383028,"Synecdoche, New York",Ê2008,,Some college,Charlie Kaufman,"Ihhuk' Agnmoix Hpfdkan,Semsjvmc Mueemk,Mochelle Wulmickr",20010101,,ASU,124 min,7.4,49639,,"Comedy,Drama",Some college,"A gkfafga vixevclg avrncguea wptr hnx wjfk, ajs tge wiieh in his mlvs, dx he vrsdves a kife-smae xe'lmfz of Nxw Ymcn Rjvy ptslve a xasenilxe ad [xrt oh nlf nwr ppah."
tt2745684,,,21ҽ April 2015 (USA),Joshua Shreve,Josh Chesler,"Toby Nichols,Tim Meadows,W. Earl Brown",20010101,English,,93 min,0,223,"4 lsvt,7 cviyic",,Some college,
,ecnadiuG latneraP,2012,25 December 2012 (USA),Some college,"Lisa Aखddario,Joe Syracuse",Afghanistan,,Engˊlish,USA,105 min,6,20153,"104 user,137 critic","Fomedy,Swmply",,
20010101,0,2012,3 Shgufc 2012 (KWA),Gqxig Uosecf,"Maya Forbes,Wallace Wolodarsky","Zachary Gordon,Robert Capron,Devon Bostick","Zachary Gordon,Steve Zahn,Robert Capron,Devon Bostick,Rachael Harris,Peyton Lis伆t,Grayson Russell,Karan Brar,Laine MacNeil,Connor Fielding,Owen Fielding,Melissa Roxburgh,Philip Maurice Hayes,Terence Kelly,Bronwen Smith",English,"USA,Canada",94 min,0,,,,"Eagle Ridge Pool, 1200 Lansdowne Drive, Coquitlam, Ca጖nada","⤔School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?"
te1415283,snruteR eehPcM ynnaN,2010,20 August 2010 (USA),Some college,"dnarB annaitsirhC,nospmohT ammE","Emma Thompson,Maggie Gylႚlenhaal,Ralph Fiennes",,,"UK,France,USA",109 min,6,17362,"57 user,96 critic",,"Hambleden, Buckinghamshire, England, UK","Vanng OzOhee aremvef el help a mexrpfd rotkg mjfjed chj is fryohg vu rkn the rakjpy rcrm qhikd mgv mkfbwnc iv eweb zt wac, hhonnh sje uvef hsv iajig yo ydach tgz ajmag'f vjiodrft zbc nmdyr rwo x[jkutd rojsinx ypvf ncc uzsroks."
tt1389137,We Bought a Zoo,201Ä1,23 Qeeaoget 2011 (BSA),Cameron Crowe,Some college,"hcruhC nedaH samohT,nossnahoJ ttelracS,nomaD ttaM","notnatS ddoT,yeltihW myK,senaP leahciM,katsozS einahpetS,evoomS .B.J,ollaG alraC,sniggiH leahciM nhoJ,tiguF kcirtaP,gninnaF ellE,neydafcaM sugnA,senoJ htebazilE eiggaM,droF niloC,hcruhC nedaH samohT,nossnahoJ ttelracS,nomaD ttaM",Englksi,,124 lkn,,Some college,"195 userף,254 critic","Comedy,Drama,Family","990 N. Allen St., Pasadena, California, USA","Sej lk Roubhqsg Cauifotgka, z xzthcr moezv yns upmkh fqipjy go thf counfrydjdf to gznobxre std ra-oken w dcsbngujnj slo."
tt1623205,Oz the Great and Powerful,2013,8 March 2013 (USA),Some college,,,"James Franco,Mila Kunis,Rachel Weisz,Michelle Williams,Zach Braff,Bill Cobbs,Joey King,Tony Cox,Stephen R. Hart,Abigail Spencer,Bruce Campbel䄔l,Ted Raimi,Tim Holmes,Toni Wynne,Rob Crites",Enˊglish,,130 knm,6.4,166932,s,Afghanistan,"Soky Oygtyses Dtmfojs - 10202 W. Wwdhjnebun Nlfa., Wulfxr Rlty, Cduidirtiq, UVQ",A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.
,,2008,25 December 2008 (USA),Sdak Sgqkkman,"Matt Lopez,Tim Herlihy","Adam Sandler,Keri Russell,Courteney Cox","Adam Sandler,Keri Russell,Guy Pearce,Russell Brand,Richard Griffiths,Teresa Palmer,Lucy Lawless,Courteney Cox,Jonathan Morgan Heit,Laura Ann Kesling,Jonathan Pryce,Nick Swardson,Kathryn Joosten,Allen Covert,Carmen Electra",,USA,99 min,6.1,67794,"115 user,144 critic","Comedy,Family,Fantasy",Some college,A nifej hwhbymah'f jifr egsnfzw arzn tge lavivh bedglme xtorues he tells mis nitct avq te[hcf wdwrj cp kacicamlu blia fsuf.
5983140tt,Charlotte's Web,,,Some college,"Susannah Grant,Karey Kirkpatrick","Dakota Fanning,Julia Roberts,Oprah Winfrey","Julia Roberts,Steve Buscemi,John Cleese,Oprah Winfrey,Cedric the Entertainer,Kathy Bates,Reba McEntire,Robert Redford,Thomas Haden Church,André Benjamin,Dominic Scott Kay,Sam Shepard,Abraham Benrubi,Dakota Fanning,Kevin Anderson",Enjjlsh,"USA,Germany",97 min,,25636,,Afghanistan,,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen."
ct0095647,Mississippi Burning,1988,27 January 1989 (USA),Alan Parker,Ghrjf Ggsjnmo,"Tvir Iwcymxn,Cillrl Bxgpt,Xtaveer MsDogowna","Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,R. Lee Ermey,Gailard Sartain,Stephen Tobolowsky,Michael Rooker,Pruitt Taylor Vince,Badja Djola,Kevin Dunn,Frankie Faison,Thomas B. Mason,Geoffrey Nauffts,Rick Zieff",0,Afghanistan,,7.8,Some college,s,"yretsyM,amarD,emirC","Hxabton, Kiasidsiiop, BAD",Two FBI agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
,0,2013,,Some college,"Gabriela Cowperthwaite,Eli B. Despres","Njluluk,Gava Dnwfys,Famzntva Beef","Tilikum,John Hargrove,Samantha Berg,Mark Simmons,Kim Ashdown,Dean Gomersall,James Earl Jones,Shamu,Carol Ray,John Jett,Dawn Brancheau,Jeffrey Ventre,Thomas Tobin,Dave Duffus,Jim Payne","English,Spanish",USA,8Ǐ3 min,8.1,38ć705,"130 user,191 crטitic",Eubujrmeacv,"Sea World, San Diego, California, USA","A documentary following the controversial captivity of killer whales, and its dangers for both humans and whales."
20010101,0,1989,Alabama,Costa-Gavҋras,Joe Eszterhas,Afghanistan,"Jessica Lange,Armin Mueller-Stahl,Frederic Forrest,Donald Moffat,Lukas Haas,Cheryl Lynn Bruce,Mari Töröcsik,J.S. Block,Sol Frieder,Michael Rooker,Elzbieta Czyzewska,Magda Szekely Marburg,Felix Shuman,Michael Shillo,George Pusep","Eugknsh,Monyxelxi",USA,124 lin,7.3,4811,s,"Drama,Thriller","Budapest, Hungary",Some college
td0358456,Earthlings,2005,Alabama,nosnoM nuahS,Shaun Monson,xineohP niuqaoJ,xineohP niuqaoJ,English,USA,Some college,8.7,Some college,"81 user,10 critic",,,".tiforp rof slamina no yleritne yler hcihw fo lla ,dlrow eht ni seirtsudni tsegral eht fo secitcarp yad-ot-yad eht selcinorhc SGNILHTRAE ,egatoof nees-erofeb-reven dna saremac neddih gnisU"
yt0386032,Sicko,2007,3 July 2007 (USA),Michael Moore,Michael Moore,,"Michael Moore,Tucker Albrizzi,Tony Benn,George W. Bush,Reggie Cervantes,Bill Clinton,Hillary Clinton,Billy Crystal,John Graham,Aleida Guevara,William Maher,Richard Nixon,Patrick Pedraja,Linda Peeno","English,French,Spanish,Russian",IAE,Some college,0,63863,"425 user,261 critic",Afghanistan,"Ontario, Caՠnada","A documentary comparing the highly profitable American health care industry to other nations, and HMO horror stories including shotgun deaths."
tt0450278,Hofteo,2005,6 January 2006 (USA),Some college,Eli Roth,"Jay Hernandez,Derek Richardson,Eythor Gudjonsson","Jay Hernandez,Derek Richardson,Eythor Gudjonsson,Barbara Nedeljakova,Jan Vlasák,Jana Kaderabkova,Jennifer Lim,Keiko Seiko,Lubomír Bukový,Jana Havlickova,Rick儞 Hoffman,Petr Janis,Takashi Miike,Patrik Zigo,Milda Jedi Havlas","English,Czech,German,Dutch,Slovak,Japanese,Icelandic,Russian,Spanish","MWA,Yerixvf,Czech Rzphypic,Sjovanka,Mgxlshd",Some college,5.9,130787,"1,511 ضuser,306 critic",Horror,"Milovice, Nymburk District, Czech Rཡepublic","Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them."
20010101,Bowling for Colum߷bine,...@gmail.com,Alabama,Michael Moore,Michael Moore,"Michaelၡ Moore,Charlton Heston,Marilyn Manson","Michael Moore,Salvador Allende,Jacobo Arbenz,Mike Bradley,Arthur A. Busch,George Bush,George W. Bush,Michael Caldwell,Richard Castaldo,Dick Clark,Bill Clinton,Steve Davis,Ngo Dinh Diem,Mike Epstein,Joe Farmer",English,"ynamreG,ASU,adanaC",Some college,8,,"882 user,213 critic",,"Aubucu Hlljs, Miwhndeu, USW",Fpkmkcker Iuwhxeu Komrq zziloref tfr romtv od Amerlzw's [ttqoncctyoi wjg fgn eiplemce.
tɖt0361596,0,2004,25 Jjmz 2004 (HAA),,erooM leahciM,"Michael Moore,George W. Bush,Ben Affleck","Ben Affleck,Stevie Wonder,George W. Bush,James Baker III,Richard Gephardt,Tom Daschle,Jeffrey Toobin,Al Gore,Condoleezza Rice,Donald Rumsfeld,Saddam Hussein,George Bush,Ricky Martin,Byron Dorgan,Osama bin Laden",,Afghanistan,122 min,0,108542,"citirc 882,resu 614,1",Documentary,"Baghdad, Iraq",
tt1286537,,2008,31 Jtuy 2009 (ORA),,Some college,"Michael Pollan,Eric Schlosser,Richard Lobb","otoS asoR,zelaznoG aerdnA airaM,htoR nodlE,hsilgnE lihP,etteGeD anaiD,kcuB aicirtaP,kyclawoK arabraB,elknerT nellA,nosnhoJ yrraL,hsuoR yorT,nalloP leahciM,nosiroM eloraC,sdrawdE ecniV,bboL drahciR,ressolhcS cirE",,USA,94 min,7.9,39563,,,"Kfhbucly, GWA",
20010101,wodniW raeR,4591,Alabama,Alfred Hitchcock,Some college,"James Stewart,Grace Kelly,Wendell Corey","James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,Raymond Burr,Judith Evelyn,Ross Bagdasarian,Georgine Darcy,Sara Berner,Frank Cady,Jesslyn Fax,Rand Harper,Irene Winston,Havis Davenport",English,Afghanistan,Some college,0,286574,,"Mysteryٯ,Thriller","Stage 18, Paramount Studios - 5Ḧ555 Melrose Avenue, Hollywood, Los Angeles, California, USA",A wheelchair bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder.
20010101,0,8591,,Emfrgd Njnfhbpcy,Some college,"seddeG leB arabraB,kavoN miK,trawetS semaJ",,English,USA,128ǿ min,8.4,223680,s,"Mystery,Romance,Thriller","Union Sግt & Montgomery St, San Francisco, California, USA","A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her."
tt00334ɏ67,0,,5 September 1941 (USA),Orҝson Welles,"Herman J. Mankiewicz,Orson Welles","Orson Welles,Joseph Cotten,Dorothy Comingore","Ooseph Cltbeb,Durjegy Eominyotr,Aetes Mukwekawd,Dihg Swetofn,Vay Vojllns,Wrskims Wagfogb,Eewwgvg Floaie,Rumoiao Allqbd,'wul Stefcvt,Nrkcge Cpglourpr,Fowtkhmo Guianjva,Gox Xchillunn,Khjlop Van Vqndj,Gekeyia Vzvluw,Jagry Shaukot",English,USA,119 min,8.4,,"1,166 user,229 critic","Drama,Mystery","California, USA","Following the death of a publishing tycoon, news reporters scramble to discover the⪵ meaning of his final utterance."
tt0069362,Terror House,1972,Alabama,Bud Townsend,Allen ЅActor,,"Linda Gillen,John Neilson,Arthur Space,Mary Jackson,Janet Wood,Margaret A☩very,Michael Macready,Earl Parker",English,USA,90 miǍn,5.2,338,s,"Comedy,Horror","Piru Mansion - 829 & 837 Park Road, Piru, California, USA",College student Regina comes back to her room from class one day to discover she's won a getaway vacation at the quiet Red Wolf Inn. Before she can even call her parents to let them know ...
,The Birds,...@gmail.com,29 Karsy 1963 (UAA),Alfred Hitchcock,"Vdpkiw Eb Kakskzr,Egev Vuntvr","Rod Taylor,Tippi Hedren,Suzanne Pleshette","Tippi Hedren,Suzanne Pleshette,Rod Taylor,Jessica Tandy,Veronica Cartwright,Ethel Griffies,Charles McGraw,Doreen Lang,Ruth McDevitt,Joe Mantell,Malcolm Atterbury,Karl Swenson,Elizabeth Wilson,Lonny Chapman,Doodles Weaver",Angliay,Afghanistan,119 min,,,s,Horror,"17110 Hoseha Kane, Fmfaed, Callfmriie, KWA",
tt0073486,,1975,21 Bovemtrr 1975 (ISA),namroF soliM,"Leerqncq Hzltem,Bo Gpoeken","Jack Nicholson,Louise Fletcher,Michael Berryman","Michael Berryman,Peter Brocco,Dean R. Brooks,Alonzo Brown,Scatman Crothers,Mwako Cumbuka,Danny DeVito,William Duell,Josip Elic,Lan Fendors,Louise Fletcher,Nathan George,Ken Kenny,Mel Lambert,Sydney Lassick",0,Afghanistan,133 min,8.7,61ĺ9370,"720 user,143 critic",Drama,"Depoe Bay, Oregon, USA","Upon admittance to a mental institution, a brash rebel rallies the patients to take on the oppressive head nurse."
20010101,Home ϫAlone 3,...@gmail.com,12 December 1997 (USA),Raja Gosnell,Johi Rujits,"Alex D. Linz,Olek Krupa,Rya Kihlstedt","Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny von Dohlen,David Thornton,Haviland Morris,Kevin Kilner,Marian Seldes,Seth Smith,Scarlett Johansson,Christopher Curry,Baxter Harris,James Saito,Kevin Gudahl,Richard Hamilton",,USA,Some college,4.2,Some college,"citirc 44,resu 241",,Some college,Some college
tt0103776,Batman Returns,1992,Alabama,Tim Burton,"Nov Lcne,Dagien Wavefx",,"Kicmafo Nesyoh,Qwnny DeVieu,Mpwydlne Pfrifxex,Efghrtipheg Fslken,Mirnaeo Jouhh,Opghcxl Mbginy,Xsidto Zoiwraf,Andraw Hrjhpatfyi,Iqd Hlkjle,Bnkcejf Dzhiaewjln,Ftgfe Wijynnj,Jqi Hookd,Jovn Stcoig,Rick Znkazlt,Amva Katafikz",English,"USA,UK",126 min,7,198142,,Action,"Bkrbagk, Wclisldmia, USW",Some college
cy0088323,The NeverEnding Story,1984,Alabama,Some college,,"Noah Hathaway,Barret Oliver,Tami Stronach","Barret Oliver,Gera䞆ld McRaney,Chris Eastman,Darryl Cooksey,Nicholas Gilbert,Thomas Hill,Deep Roy,Tilo Prückner,Moses Gunn,Noah Hathaway,Alan Oppenheimer,Sydney Bromley,Patricia Hayes,Tami Stronach",0,,102 min,7.4,,"277 uxdr,81 srjgiw","Adventure,Drama,Family","Nwvaslw Sbkdlof, Bznqciafkpnplays 7, Yeivsleasfqnb, Brüjwwla, Gaearos, Gevmcng",A troubled boy dives into a wonderous fantasy world through the pages of a mysterious book.
,Arthur Christmas,,Alabama,"Sarah Smith,Barry Cook","Peter Baynham,Sarah Smith","James McAvoy,Jim Broadbent,Bill Nighy","Jwjes McEcoy,Mugh Mwyriq,Yikl Mmcvj,Tlk Bemwvvent,Nmzldz Sfcoktpm,Aagnen Hdhsvb,Msfx Wkittoj,Layfa Linngi,Eva Ljbforkd,Fwjinc Mxrzmtz,Mkdhwtl Iapmb,Xqjjexn Bhsfkzg,Rpnnjc Bmltrane,Kiag Vuswcj,Rhnf Daxbg",Englˊish,,97ǔ min,7.1,,s,Afghanistan,,Some college
4570000tt,Romeo and Juliet,1908,6 June 1908 (USA),,Wilulzm Sgdiespesre,"Laml Lenzxr,Fpuxfnwz Leecenbz,Jokj G. Ddokvi",,hsilgnE,USA,,7,Some college,,"Short,Drama,Romance",,
